"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR2911775","NDSU13","SRR4345507","SRR14766434","SRR5904974","SRR6683743","SRR6278424","SRR14766455","SRR2077395","SRR14767695","SRR1511527","SRR14766433","SRR3037434","SRR13641955","SRR14766368"
"group_5040","","hypothetical protein",581,581,1,1,4647,NA,NA,"",224,224,224,"NCJKFECA_03985","GBFFMACB_02275","JGOBPIKM_01384","JAJDIPKB_03317","EDAOGEGO_04122","OCPBJCHP_01125","ELDOCFMP_03451","BHJELCCI_03431","CKEGPAKG_03915","IJEALMHG_01946","BENFFAFO_03604","JOCLDNKJ_02881","ENBCENPF_00742","KKHOBGKP_01826","DLDIJGFH_00518"
"yeaR_1","","putative protein YeaR",581,581,1,1,4788,NA,NA,"",341,341,341,"NCJKFECA_00343","GBFFMACB_01533","JGOBPIKM_00683","JAJDIPKB_02763","EDAOGEGO_03220","OCPBJCHP_03645","ELDOCFMP_01174","BHJELCCI_00344","CKEGPAKG_01489","IJEALMHG_00590","BENFFAFO_04105","JOCLDNKJ_02477","ENBCENPF_01146","KKHOBGKP_00683","DLDIJGFH_01201"
"group_5042","","hypothetical protein",581,581,1,1,71,NA,NA,"",1085,1085,1085,"NCJKFECA_00731","GBFFMACB_03983","JGOBPIKM_02178","JAJDIPKB_01377","EDAOGEGO_00064","OCPBJCHP_02758","ELDOCFMP_00732","BHJELCCI_03325","CKEGPAKG_03483","IJEALMHG_01557","BENFFAFO_00383","JOCLDNKJ_02358","ENBCENPF_03513","KKHOBGKP_02280","DLDIJGFH_00381"
"murA","","UDP-N-acetylglucosamine 1-carboxyvinyltransferase",581,581,1,1,2590,NA,NA,"",1259,1259,1259,"NCJKFECA_02103","GBFFMACB_00687","JGOBPIKM_04150","JAJDIPKB_02489","EDAOGEGO_03111","OCPBJCHP_03117","ELDOCFMP_00045","BHJELCCI_02151","CKEGPAKG_02995","IJEALMHG_01260","BENFFAFO_00805","JOCLDNKJ_02063","ENBCENPF_00046","KKHOBGKP_01369","DLDIJGFH_02720"
"group_5044","","hypothetical protein",581,581,1,1,2276,NA,NA,"",395,395,395,"NCJKFECA_03596","GBFFMACB_02425","JGOBPIKM_03906","JAJDIPKB_00915","EDAOGEGO_03712","OCPBJCHP_03229","ELDOCFMP_04177","BHJELCCI_02795","CKEGPAKG_02621","IJEALMHG_02800","BENFFAFO_03454","JOCLDNKJ_02184","ENBCENPF_03697","KKHOBGKP_04098","DLDIJGFH_03747"
"plaP","","Low-affinity putrescine importer PlaP",581,581,1,1,5733,NA,NA,"",1358,1358,1358,"NCJKFECA_02317","GBFFMACB_04185","JGOBPIKM_03186","JAJDIPKB_03801","EDAOGEGO_02731","OCPBJCHP_01418","ELDOCFMP_03055","BHJELCCI_03870","CKEGPAKG_04362","IJEALMHG_04331","BENFFAFO_03842","JOCLDNKJ_03135","ENBCENPF_03316","KKHOBGKP_03216","DLDIJGFH_03169"
"group_5046","","hypothetical protein",581,581,1,1,5444,NA,NA,"",539,539,539,"NCJKFECA_03208","GBFFMACB_01950","JGOBPIKM_00083","JAJDIPKB_04630","EDAOGEGO_02002","OCPBJCHP_00982","ELDOCFMP_02652","BHJELCCI_01031","CKEGPAKG_00419","IJEALMHG_02594","BENFFAFO_03736","JOCLDNKJ_02588","ENBCENPF_02267","KKHOBGKP_00083","DLDIJGFH_02417"
"narH","","Respiratory nitrate reductase 1 beta chain",581,581,1,1,4836,NA,NA,"",1538,1538,1538,"NCJKFECA_00297","GBFFMACB_01487","JGOBPIKM_00637","JAJDIPKB_00720","EDAOGEGO_03266","OCPBJCHP_03691","ELDOCFMP_01220","BHJELCCI_00298","CKEGPAKG_01535","IJEALMHG_00636","BENFFAFO_03364","JOCLDNKJ_02431","ENBCENPF_01193","KKHOBGKP_00637","DLDIJGFH_01155"
"hldD","","ADP-L-glycero-D-manno-heptose-6-epimerase",581,581,1,1,1886,NA,NA,"",932,932,932,"NCJKFECA_01061","GBFFMACB_02591","JGOBPIKM_02554","JAJDIPKB_03427","EDAOGEGO_00545","OCPBJCHP_00266","ELDOCFMP_01783","BHJELCCI_00508","CKEGPAKG_00680","IJEALMHG_00011","BENFFAFO_01117","JOCLDNKJ_00008","ENBCENPF_01590","KKHOBGKP_02610","DLDIJGFH_01529"
"panM","","PanD regulatory factor",581,581,1,1,1729,NA,NA,"",383,383,383,"NCJKFECA_00913","GBFFMACB_01714","JGOBPIKM_02407","JAJDIPKB_00078","EDAOGEGO_00693","OCPBJCHP_00119","ELDOCFMP_01635","BHJELCCI_00655","CKEGPAKG_00828","IJEALMHG_00158","BENFFAFO_00969","JOCLDNKJ_00157","ENBCENPF_01737","KKHOBGKP_02462","DLDIJGFH_01381"
"group_5050","","hypothetical protein",581,581,1,1,5789,NA,NA,"",1856,1856,1856,"NCJKFECA_02264","GBFFMACB_03797","JGOBPIKM_03133","JAJDIPKB_01750","EDAOGEGO_02678","OCPBJCHP_01471","ELDOCFMP_03108","BHJELCCI_02609","CKEGPAKG_02781","IJEALMHG_03649","BENFFAFO_03196","JOCLDNKJ_01610","ENBCENPF_03263","KKHOBGKP_03269","DLDIJGFH_03116"
"prmC","","Release factor glutamine methyltransferase",581,581,1,1,4824,NA,NA,"",833,833,833,"NCJKFECA_00309","GBFFMACB_01499","JGOBPIKM_00649","JAJDIPKB_00732","EDAOGEGO_03254","OCPBJCHP_03679","ELDOCFMP_01208","BHJELCCI_00310","CKEGPAKG_01523","IJEALMHG_00624","BENFFAFO_03376","JOCLDNKJ_02443","ENBCENPF_01181","KKHOBGKP_00649","DLDIJGFH_01167"
"gloA","","Lactoylglutathione lyase",581,581,1,1,5203,NA,NA,"",407,407,407,"NCJKFECA_03776","GBFFMACB_00950","JGOBPIKM_00313","JAJDIPKB_02583","EDAOGEGO_02232","OCPBJCHP_00752","ELDOCFMP_02882","BHJELCCI_00801","CKEGPAKG_00648","IJEALMHG_00827","BENFFAFO_02852","JOCLDNKJ_01462","ENBCENPF_02497","KKHOBGKP_00313","DLDIJGFH_02647"
"group_5053","","hypothetical protein",581,581,1,1,50,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",140,140,140,"NCJKFECA_00752","GBFFMACB_04380","JGOBPIKM_02199","JAJDIPKB_01398","EDAOGEGO_00043","OCPBJCHP_02737","ELDOCFMP_00711","BHJELCCI_03346","CKEGPAKG_03504","IJEALMHG_01578","BENFFAFO_00404","JOCLDNKJ_02379","ENBCENPF_03492","KKHOBGKP_02301","DLDIJGFH_00402"
"group_5054","","hypothetical protein",581,581,1,1,5407,NA,NA,"",344,344,344,"NCJKFECA_03243","GBFFMACB_04624","JGOBPIKM_00118","JAJDIPKB_03711","EDAOGEGO_02037","OCPBJCHP_00947","ELDOCFMP_02687","BHJELCCI_00996","CKEGPAKG_00454","IJEALMHG_01021","BENFFAFO_02657","JOCLDNKJ_02553","ENBCENPF_02302","KKHOBGKP_00118","DLDIJGFH_02452"
"prc","","Tail-specific protease",581,581,1,1,4750,NA,NA,"",2048,2048,2048,"NCJKFECA_00378","GBFFMACB_01568","JGOBPIKM_00718","JAJDIPKB_04334","EDAOGEGO_03184","OCPBJCHP_03609","ELDOCFMP_01138","BHJELCCI_00379","CKEGPAKG_01453","IJEALMHG_00554","BENFFAFO_04069","JOCLDNKJ_02512","ENBCENPF_01110","KKHOBGKP_00718","DLDIJGFH_01236"
"yecS_3","","L-cystine transport system permease protein YecS",581,581,1,1,4644,NA,NA,"",668,668,668,"NCJKFECA_03988","GBFFMACB_02272","JGOBPIKM_01387","JAJDIPKB_03314","EDAOGEGO_04125","OCPBJCHP_01128","ELDOCFMP_03448","BHJELCCI_03428","CKEGPAKG_03918","IJEALMHG_01949","BENFFAFO_03607","JOCLDNKJ_02884","ENBCENPF_00745","KKHOBGKP_01823","DLDIJGFH_00521"
"psiE","","Protein PsiE",581,581,1,1,2031,NA,NA,"",410,410,410,"NCJKFECA_04207","GBFFMACB_03318","JGOBPIKM_01823","JAJDIPKB_03415","EDAOGEGO_00419","OCPBJCHP_04377","ELDOCFMP_01085","BHJELCCI_03114","CKEGPAKG_03822","IJEALMHG_04165","BENFFAFO_00026","JOCLDNKJ_03411","ENBCENPF_02771","KKHOBGKP_01925","DLDIJGFH_00026"
"group_5058","","hypothetical protein",581,581,1,1,5280,NA,NA,"",359,359,359,"NCJKFECA_03702","GBFFMACB_02794","JGOBPIKM_00239","JAJDIPKB_00970","EDAOGEGO_02158","OCPBJCHP_00826","ELDOCFMP_02808","BHJELCCI_00875","CKEGPAKG_00574","IJEALMHG_00901","BENFFAFO_02778","JOCLDNKJ_01388","ENBCENPF_02423","KKHOBGKP_00239","DLDIJGFH_02573"
"lamB","","Maltoporin",581,581,1,1,2036,NA,NA,"",1358,1358,1358,"NCJKFECA_04202","GBFFMACB_03313","JGOBPIKM_01828","JAJDIPKB_03410","EDAOGEGO_00414","OCPBJCHP_04372","ELDOCFMP_01080","BHJELCCI_03109","CKEGPAKG_03817","IJEALMHG_04160","BENFFAFO_00031","JOCLDNKJ_03416","ENBCENPF_02766","KKHOBGKP_01930","DLDIJGFH_00031"
"group_5060","","hypothetical protein",581,581,1,1,4607,NA,NA,"",185,185,185,"NCJKFECA_04022","GBFFMACB_02238","JGOBPIKM_01421","JAJDIPKB_04467","EDAOGEGO_04159","OCPBJCHP_01162","ELDOCFMP_03414","BHJELCCI_03395","CKEGPAKG_03952","IJEALMHG_01983","BENFFAFO_03640","JOCLDNKJ_02918","ENBCENPF_00779","KKHOBGKP_01789","DLDIJGFH_00555"
"pabC","","Aminodeoxychorismate lyase",581,581,1,1,5459,NA,NA,"",809,809,809,"NCJKFECA_03194","GBFFMACB_01964","JGOBPIKM_00069","JAJDIPKB_01849","EDAOGEGO_01988","OCPBJCHP_00996","ELDOCFMP_02638","BHJELCCI_01045","CKEGPAKG_00405","IJEALMHG_02580","BENFFAFO_03722","JOCLDNKJ_02602","ENBCENPF_02253","KKHOBGKP_00069","DLDIJGFH_02403"
"rhtC_1","","Threonine efflux protein",581,581,1,1,760,NA,NA,"",632,632,632,"NCJKFECA_01637","GBFFMACB_00452","JGOBPIKM_03519","JAJDIPKB_00275","EDAOGEGO_01803","OCPBJCHP_01970","ELDOCFMP_02354","BHJELCCI_01763","CKEGPAKG_01010","IJEALMHG_01102","BENFFAFO_01691","JOCLDNKJ_02933","ENBCENPF_02070","KKHOBGKP_03520","DLDIJGFH_03428"
"group_5063","","hypothetical protein",581,581,1,1,4125,NA,NA,"",164,164,164,"NCJKFECA_01450","GBFFMACB_01036","JGOBPIKM_02941","JAJDIPKB_03055","EDAOGEGO_01146","OCPBJCHP_00438","ELDOCFMP_01955","BHJELCCI_03776","CKEGPAKG_01296","IJEALMHG_02145","BENFFAFO_01289","JOCLDNKJ_00481","ENBCENPF_02959","KKHOBGKP_02782","DLDIJGFH_01701"
"group_5064","","hypothetical protein",581,581,1,1,6204,NA,NA,"",458,458,458,"NCJKFECA_00691","GBFFMACB_04651","JGOBPIKM_02138","JAJDIPKB_01337","EDAOGEGO_00104","OCPBJCHP_02798","ELDOCFMP_00772","BHJELCCI_03285","CKEGPAKG_03443","IJEALMHG_01517","BENFFAFO_00343","JOCLDNKJ_02318","ENBCENPF_03553","KKHOBGKP_02240","DLDIJGFH_00341"
"rlmI","","Ribosomal RNA large subunit methyltransferase I",581,581,1,1,4498,NA,NA,"",1211,1211,1211,"NCJKFECA_03883","GBFFMACB_03839","JGOBPIKM_01520","JAJDIPKB_01625","EDAOGEGO_02467","OCPBJCHP_01259","ELDOCFMP_03316","BHJELCCI_02501","CKEGPAKG_03562","IJEALMHG_03264","BENFFAFO_01985","JOCLDNKJ_03837","ENBCENPF_00876","KKHOBGKP_01692","DLDIJGFH_00652"
"group_5066","fruA_2","PTS system fructose-specific EIIB'BC component",581,581,1,1,1394,NA,NA,"",656,656,656,"NCJKFECA_04146","GBFFMACB_03129","JGOBPIKM_04328","JAJDIPKB_01680","EDAOGEGO_04284","OCPBJCHP_03988","ELDOCFMP_04372","BHJELCCI_03923","CKEGPAKG_03622","IJEALMHG_03758","BENFFAFO_04160","JOCLDNKJ_03626","ENBCENPF_04235","KKHOBGKP_04286","DLDIJGFH_04088"
"argR_1","","Arginine repressor",581,581,1,1,6093,NA,NA,"",488,488,488,"NCJKFECA_00588","GBFFMACB_01204","JGOBPIKM_02035","JAJDIPKB_02440","EDAOGEGO_00207","OCPBJCHP_03576","ELDOCFMP_00875","BHJELCCI_02903","CKEGPAKG_01847","IJEALMHG_02114","BENFFAFO_00238","JOCLDNKJ_02675","ENBCENPF_02560","KKHOBGKP_02137","DLDIJGFH_00238"
"group_5068","","hypothetical protein",581,581,1,1,148,NA,NA,"",1508,1508,1508,"NCJKFECA_01542","GBFFMACB_04423","JGOBPIKM_03614","JAJDIPKB_04553","EDAOGEGO_01898","OCPBJCHP_01876","ELDOCFMP_02260","BHJELCCI_04359","CKEGPAKG_03868","IJEALMHG_04120","BENFFAFO_01596","JOCLDNKJ_04544","ENBCENPF_02164","KKHOBGKP_03614","DLDIJGFH_03522"
"glgX_2","","Glycogen debranching enzyme",581,581,1,1,1700,NA,NA,"",1976,1976,1976,"NCJKFECA_00885","GBFFMACB_01686","JGOBPIKM_02379","JAJDIPKB_00106","EDAOGEGO_00721","OCPBJCHP_00091","ELDOCFMP_01607","BHJELCCI_00683","CKEGPAKG_00856","IJEALMHG_00186","BENFFAFO_00941","JOCLDNKJ_00185","ENBCENPF_01765","KKHOBGKP_02434","DLDIJGFH_01354"
"pepN","","Aminopeptidase N",581,581,1,1,4476,NA,NA,"",2612,2612,2612,"NCJKFECA_03905","GBFFMACB_03861","JGOBPIKM_01542","JAJDIPKB_01647","EDAOGEGO_02445","OCPBJCHP_01281","ELDOCFMP_03294","BHJELCCI_02479","CKEGPAKG_03584","IJEALMHG_03286","BENFFAFO_02007","JOCLDNKJ_03859","ENBCENPF_00898","KKHOBGKP_01670","DLDIJGFH_00674"
"caiE","","Carnitine operon protein CaiE",581,581,1,1,2528,NA,NA,"",596,596,596,"NCJKFECA_02943","GBFFMACB_04200","JGOBPIKM_03253","JAJDIPKB_03355","EDAOGEGO_03633","OCPBJCHP_02993","ELDOCFMP_03710","BHJELCCI_03152","CKEGPAKG_02063","IJEALMHG_01384","BENFFAFO_02468","JOCLDNKJ_01825","ENBCENPF_03213","KKHOBGKP_03647","DLDIJGFH_03668"
"dsrB","","Protein DsrB",581,581,1,1,4611,NA,NA,"",194,194,194,"NCJKFECA_04018","GBFFMACB_02242","JGOBPIKM_01417","JAJDIPKB_04463","EDAOGEGO_04155","OCPBJCHP_01158","ELDOCFMP_03418","BHJELCCI_03399","CKEGPAKG_03948","IJEALMHG_01979","BENFFAFO_03636","JOCLDNKJ_02914","ENBCENPF_00775","KKHOBGKP_01793","DLDIJGFH_00551"
"rseP","","Regulator of sigma-E protease RseP",581,581,1,1,2366,NA,NA,"",1352,1352,1352,"NCJKFECA_03100","GBFFMACB_03369","JGOBPIKM_03411","JAJDIPKB_02365","EDAOGEGO_03476","OCPBJCHP_04224","ELDOCFMP_03550","BHJELCCI_04056","CKEGPAKG_01904","IJEALMHG_03480","BENFFAFO_02625","JOCLDNKJ_04006","ENBCENPF_03056","KKHOBGKP_03806","DLDIJGFH_04307"
"group_5074","","hypothetical protein",581,581,1,1,1620,NA,NA,"",221,221,221,"NCJKFECA_00809","GBFFMACB_01610","JGOBPIKM_02303","JAJDIPKB_00182","EDAOGEGO_00797","OCPBJCHP_00015","ELDOCFMP_01531","BHJELCCI_00759","CKEGPAKG_00932","IJEALMHG_00262","BENFFAFO_00865","JOCLDNKJ_00261","ENBCENPF_01841","KKHOBGKP_02358","DLDIJGFH_01278"
"hisD","","Histidinol dehydrogenase",581,581,1,1,5737,NA,NA,"",1304,1304,1304,"NCJKFECA_02313","GBFFMACB_04181","JGOBPIKM_03182","JAJDIPKB_03797","EDAOGEGO_02727","OCPBJCHP_01422","ELDOCFMP_03059","BHJELCCI_03874","CKEGPAKG_04366","IJEALMHG_04335","BENFFAFO_03846","JOCLDNKJ_03131","ENBCENPF_03312","KKHOBGKP_03220","DLDIJGFH_03165"
"yciB","","putative intracellular septation protein A",581,581,1,1,4863,NA,NA,"",539,539,539,"NCJKFECA_00270","GBFFMACB_01460","JGOBPIKM_00610","JAJDIPKB_00693","EDAOGEGO_03293","OCPBJCHP_02516","ELDOCFMP_01247","BHJELCCI_00271","CKEGPAKG_01562","IJEALMHG_00663","BENFFAFO_03337","JOCLDNKJ_02404","ENBCENPF_01220","KKHOBGKP_00610","DLDIJGFH_01128"
"deoR_1","","Deoxyribose operon repressor",581,581,1,1,4302,NA,NA,"",758,758,758,"NCJKFECA_02593","GBFFMACB_04369","JGOBPIKM_01697","JAJDIPKB_01085","EDAOGEGO_02289","OCPBJCHP_02629","ELDOCFMP_03814","BHJELCCI_03534","CKEGPAKG_02105","IJEALMHG_02494","BENFFAFO_02162","JOCLDNKJ_03511","ENBCENPF_01053","KKHOBGKP_01515","DLDIJGFH_00829"
"yfeZ","","Inner membrane protein YfeZ",581,581,1,1,4016,NA,NA,"",449,449,449,"NCJKFECA_01363","GBFFMACB_01121","JGOBPIKM_02856","JAJDIPKB_00563","EDAOGEGO_01060","OCPBJCHP_00523","ELDOCFMP_02040","BHJELCCI_01621","CKEGPAKG_01381","IJEALMHG_00341","BENFFAFO_01374","JOCLDNKJ_00395","ENBCENPF_02874","KKHOBGKP_02867","DLDIJGFH_01786"
"uvrB","","UvrABC system protein B",581,581,1,1,4226,NA,NA,"",2021,2021,2021,"NCJKFECA_02663","GBFFMACB_03190","JGOBPIKM_01767","JAJDIPKB_02243","EDAOGEGO_04349","OCPBJCHP_02559","ELDOCFMP_03884","BHJELCCI_03985","CKEGPAKG_03694","IJEALMHG_03419","BENFFAFO_04303","JOCLDNKJ_03701","ENBCENPF_04300","KKHOBGKP_01445","DLDIJGFH_04153"
"dmsA_3","","Dimethyl sulfoxide reductase DmsA",581,581,1,1,4129,NA,NA,"",2378,2378,2378,"NCJKFECA_01447","GBFFMACB_01039","JGOBPIKM_02938","JAJDIPKB_03052","EDAOGEGO_01143","OCPBJCHP_00441","ELDOCFMP_01958","BHJELCCI_03779","CKEGPAKG_01299","IJEALMHG_02142","BENFFAFO_01292","JOCLDNKJ_00478","ENBCENPF_02956","KKHOBGKP_02785","DLDIJGFH_01704"
"rluC","","Ribosomal large subunit pseudouridine synthase C",581,581,1,1,5472,NA,NA,"",1043,1043,1043,"NCJKFECA_03181","GBFFMACB_01977","JGOBPIKM_00056","JAJDIPKB_01836","EDAOGEGO_01975","OCPBJCHP_01009","ELDOCFMP_02625","BHJELCCI_01058","CKEGPAKG_00392","IJEALMHG_02567","BENFFAFO_03709","JOCLDNKJ_02615","ENBCENPF_02240","KKHOBGKP_00056","DLDIJGFH_02390"
"ssb_1","","Single-stranded DNA-binding protein",581,581,1,1,2061,NA,NA,"",530,530,530,"NCJKFECA_04178","GBFFMACB_03290","JGOBPIKM_01852","JAJDIPKB_03386","EDAOGEGO_00390","OCPBJCHP_04348","ELDOCFMP_01057","BHJELCCI_03085","CKEGPAKG_03794","IJEALMHG_04136","BENFFAFO_00055","JOCLDNKJ_03440","ENBCENPF_02742","KKHOBGKP_01953","DLDIJGFH_00055"
"yqjC","","Protein YqjC",581,581,1,1,2670,NA,NA,"",368,368,368,"NCJKFECA_02028","GBFFMACB_00612","JGOBPIKM_01292","JAJDIPKB_01875","EDAOGEGO_03036","OCPBJCHP_03042","ELDOCFMP_00120","BHJELCCI_02076","CKEGPAKG_03157","IJEALMHG_01335","BENFFAFO_00730","JOCLDNKJ_01988","ENBCENPF_00121","KKHOBGKP_01294","DLDIJGFH_02795"
"nudC","","NADH pyrophosphatase",581,581,1,1,1531,NA,NA,"",773,773,773,"NCJKFECA_04482","GBFFMACB_04145","JGOBPIKM_04481","JAJDIPKB_04256","EDAOGEGO_04591","OCPBJCHP_04430","ELDOCFMP_04601","BHJELCCI_04559","CKEGPAKG_04255","IJEALMHG_04246","BENFFAFO_04443","JOCLDNKJ_04325","ENBCENPF_04562","KKHOBGKP_04600","DLDIJGFH_04539"
"serS","","Serine--tRNA ligase",581,581,1,1,4366,NA,NA,"",1292,1292,1292,"NCJKFECA_02535","GBFFMACB_02688","JGOBPIKM_01639","JAJDIPKB_01143","EDAOGEGO_02347","OCPBJCHP_02687","ELDOCFMP_03756","BHJELCCI_03592","CKEGPAKG_02163","IJEALMHG_02436","BENFFAFO_02104","JOCLDNKJ_03453","ENBCENPF_00995","KKHOBGKP_01573","DLDIJGFH_00771"
"yqiJ","","Inner membrane protein YqiJ",581,581,1,1,2699,NA,NA,"",620,620,620,"NCJKFECA_01998","GBFFMACB_00582","JGOBPIKM_01262","JAJDIPKB_03776","EDAOGEGO_03006","OCPBJCHP_03012","ELDOCFMP_00150","BHJELCCI_02046","CKEGPAKG_03187","IJEALMHG_01365","BENFFAFO_00700","JOCLDNKJ_01958","ENBCENPF_00151","KKHOBGKP_01264","DLDIJGFH_02825"
"slyB","","Outer membrane lipoprotein SlyB",581,581,1,1,5192,NA,NA,"",467,467,467,"NCJKFECA_03786","GBFFMACB_00940","JGOBPIKM_00323","JAJDIPKB_02573","EDAOGEGO_02242","OCPBJCHP_00742","ELDOCFMP_02892","BHJELCCI_00791","CKEGPAKG_00658","IJEALMHG_00817","BENFFAFO_02862","JOCLDNKJ_01472","ENBCENPF_02507","KKHOBGKP_00323","DLDIJGFH_02657"
"group_5088","","hypothetical protein",581,581,1,1,5712,NA,NA,"",491,491,491,"NCJKFECA_02337","GBFFMACB_03893","JGOBPIKM_03206","JAJDIPKB_03864","EDAOGEGO_02751","OCPBJCHP_01398","ELDOCFMP_03035","BHJELCCI_03850","CKEGPAKG_04033","IJEALMHG_03523","BENFFAFO_03822","JOCLDNKJ_03155","ENBCENPF_03336","KKHOBGKP_03196","DLDIJGFH_03189"
"glgA","","Glycogen synthase",581,581,1,1,1698,NA,NA,"",1433,1433,1433,"NCJKFECA_00883","GBFFMACB_01684","JGOBPIKM_02377","JAJDIPKB_00108","EDAOGEGO_00723","OCPBJCHP_00089","ELDOCFMP_01605","BHJELCCI_00685","CKEGPAKG_00858","IJEALMHG_00188","BENFFAFO_00939","JOCLDNKJ_00187","ENBCENPF_01767","KKHOBGKP_02432","DLDIJGFH_01352"
"glpR","","Glycerol-3-phosphate regulon repressor",581,581,1,1,1686,NA,NA,"",758,758,758,"NCJKFECA_00871","GBFFMACB_01672","JGOBPIKM_02365","JAJDIPKB_00120","EDAOGEGO_00735","OCPBJCHP_00077","ELDOCFMP_01593","BHJELCCI_00697","CKEGPAKG_00870","IJEALMHG_00200","BENFFAFO_00927","JOCLDNKJ_00199","ENBCENPF_01779","KKHOBGKP_02420","DLDIJGFH_01340"
"rlmJ","","Ribosomal RNA large subunit methyltransferase J",581,581,1,1,1761,NA,NA,"",842,842,842,"NCJKFECA_00944","GBFFMACB_01745","JGOBPIKM_02438","JAJDIPKB_00047","EDAOGEGO_00662","OCPBJCHP_00150","ELDOCFMP_01666","BHJELCCI_00624","CKEGPAKG_00797","IJEALMHG_00127","BENFFAFO_01000","JOCLDNKJ_00126","ENBCENPF_01706","KKHOBGKP_02493","DLDIJGFH_01412"
"iscU","","Iron-sulfur cluster assembly scaffold protein IscU",581,581,1,1,4113,NA,NA,"",386,386,386,"NCJKFECA_01462","GBFFMACB_01024","JGOBPIKM_02953","JAJDIPKB_03067","EDAOGEGO_01158","OCPBJCHP_00426","ELDOCFMP_01943","BHJELCCI_03764","CKEGPAKG_01284","IJEALMHG_02157","BENFFAFO_01277","JOCLDNKJ_00493","ENBCENPF_02971","KKHOBGKP_02770","DLDIJGFH_01689"
"pla","","Coagulase/fibrinolysin",581,581,1,1,3960,NA,NA,"",938,938,938,"NCJKFECA_01306","GBFFMACB_01778","JGOBPIKM_02799","JAJDIPKB_00506","EDAOGEGO_01003","OCPBJCHP_00580","ELDOCFMP_02095","BHJELCCI_01564","CKEGPAKG_01438","IJEALMHG_00398","BENFFAFO_01431","JOCLDNKJ_00338","ENBCENPF_02817","KKHOBGKP_02924","DLDIJGFH_01843"
"group_5094","","hypothetical protein",581,581,1,1,286,NA,NA,"",1046,1046,1046,"NCJKFECA_03370","GBFFMACB_00037","JGOBPIKM_03793","JAJDIPKB_03569","EDAOGEGO_04403","OCPBJCHP_04452","ELDOCFMP_03951","BHJELCCI_02233","CKEGPAKG_03755","IJEALMHG_03936","BENFFAFO_03039","JOCLDNKJ_01776","ENBCENPF_04354","KKHOBGKP_03868","DLDIJGFH_04346"
"fur","","Ferric uptake regulation protein",581,581,1,1,310,NA,NA,"",452,452,452,"NCJKFECA_03393","GBFFMACB_00060","JGOBPIKM_03770","JAJDIPKB_00495","EDAOGEGO_03925","OCPBJCHP_03315","ELDOCFMP_03974","BHJELCCI_02256","CKEGPAKG_03732","IJEALMHG_04502","BENFFAFO_03016","JOCLDNKJ_01753","ENBCENPF_03900","KKHOBGKP_03891","DLDIJGFH_03960"
"sutR_2","","HTH-type transcriptional regulator SutR",581,581,1,1,2261,NA,NA,"",548,548,548,"NCJKFECA_03581","GBFFMACB_02440","JGOBPIKM_03921","JAJDIPKB_00900","EDAOGEGO_03697","OCPBJCHP_03214","ELDOCFMP_04162","BHJELCCI_02780","CKEGPAKG_02636","IJEALMHG_03582","BENFFAFO_03439","JOCLDNKJ_02199","ENBCENPF_03712","KKHOBGKP_04113","DLDIJGFH_03732"
"lgt","","Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase",581,581,1,1,2905,NA,NA,"",875,875,875,"NCJKFECA_04057","GBFFMACB_02105","JGOBPIKM_01063","JAJDIPKB_01200","EDAOGEGO_01537","OCPBJCHP_02157","ELDOCFMP_00349","BHJELCCI_01391","CKEGPAKG_00022","IJEALMHG_03009","BENFFAFO_00501","JOCLDNKJ_03573","ENBCENPF_00350","KKHOBGKP_01065","DLDIJGFH_02306"
"xylP_2","","Isoprimeverose transporter",581,581,1,1,19,NA,NA,"",410,410,410,"NCJKFECA_00782","GBFFMACB_03597","JGOBPIKM_02229","JAJDIPKB_03610","EDAOGEGO_00013","OCPBJCHP_02707","ELDOCFMP_00681","BHJELCCI_03376","CKEGPAKG_03971","IJEALMHG_01608","BENFFAFO_00434","JOCLDNKJ_04356","ENBCENPF_03462","KKHOBGKP_02331","DLDIJGFH_00432"
"citE_1","","Citrate lyase subunit beta",581,581,1,1,2536,NA,NA,"",869,869,869,"NCJKFECA_02935","GBFFMACB_04192","JGOBPIKM_03245","JAJDIPKB_04492","EDAOGEGO_03641","OCPBJCHP_03001","ELDOCFMP_03718","BHJELCCI_03144","CKEGPAKG_02071","IJEALMHG_01376","BENFFAFO_02460","JOCLDNKJ_01817","ENBCENPF_03221","KKHOBGKP_03639","DLDIJGFH_03676"
"group_5100","","hypothetical protein",581,581,1,1,2201,NA,NA,"",596,596,596,"NCJKFECA_03620","GBFFMACB_02401","JGOBPIKM_03882","JAJDIPKB_00939","EDAOGEGO_03736","OCPBJCHP_03253","ELDOCFMP_04201","BHJELCCI_02819","CKEGPAKG_02597","IJEALMHG_02776","BENFFAFO_03478","JOCLDNKJ_02160","ENBCENPF_03673","KKHOBGKP_04074","DLDIJGFH_03771"
