"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR1686623","SRR5905281","SRR27708439","NDSU21","SRR1514770","SRR11487643","SRR14766454","SRR14766328","SRR14766420","SRR14766373","SRR5905014","SRR14766446","SRR16976148","SRR1300559","SRR28323406"
"cysT","","Sulfate transport system permease protein CysT",581,581,1,1,4011,NA,NA,"",833,833,833,"CGKODGEF_00889","GAMKEBON_02012","JJJDFGFB_02905","JOLBHIGI_02749","PNDPEECJ_00400","AMEEEGBM_02566","DHLDAANJ_00960","EFNBFDBI_00529","AKDEMAPK_00363","OCHGHCBG_03242","ACBOEBFK_00162","PGDKEEIB_00416","DNELAEEF_02568","LNAEIHKJ_02093","EKBJKGFA_02972"
"yfeO","","Putative ion-transport protein YfeO",581,581,1,1,3975,NA,NA,"",1235,1235,1235,"CGKODGEF_00848","GAMKEBON_02053","JJJDFGFB_02864","JOLBHIGI_02708","PNDPEECJ_00441","AMEEEGBM_02525","DHLDAANJ_01001","EFNBFDBI_00569","AKDEMAPK_00322","OCHGHCBG_03283","ACBOEBFK_00203","PGDKEEIB_00375","DNELAEEF_02527","LNAEIHKJ_02051","EKBJKGFA_02931"
"priB","","Primosomal replication protein N",581,581,1,1,6038,NA,NA,"",314,314,314,"CGKODGEF_00126","GAMKEBON_01894","JJJDFGFB_02082","JOLBHIGI_01671","PNDPEECJ_02069","AMEEEGBM_01412","DHLDAANJ_00598","EFNBFDBI_01843","AKDEMAPK_01894","OCHGHCBG_02078","ACBOEBFK_01669","PGDKEEIB_01064","DNELAEEF_01340","LNAEIHKJ_00928","EKBJKGFA_02222"
"sbmC","","DNA gyrase inhibitor",581,581,1,1,5725,NA,NA,"",467,467,467,"CGKODGEF_02851","GAMKEBON_02702","JJJDFGFB_03578","JOLBHIGI_03743","PNDPEECJ_03617","AMEEEGBM_03512","DHLDAANJ_02429","EFNBFDBI_03813","AKDEMAPK_02429","OCHGHCBG_01155","ACBOEBFK_04422","PGDKEEIB_02912","DNELAEEF_03515","LNAEIHKJ_02756","EKBJKGFA_03314"
"gstA","","Glutathione S-transferase GstA",581,581,1,1,5185,NA,NA,"",605,605,605,"CGKODGEF_00943","GAMKEBON_03654","JJJDFGFB_00418","JOLBHIGI_00330","PNDPEECJ_03746","AMEEEGBM_03066","DHLDAANJ_00391","EFNBFDBI_02972","AKDEMAPK_03692","OCHGHCBG_00679","ACBOEBFK_02796","PGDKEEIB_03652","DNELAEEF_03385","LNAEIHKJ_01407","EKBJKGFA_00334"
"group_5292","","hypothetical protein",581,581,1,1,2629,NA,NA,"",443,443,443,"CGKODGEF_01966","GAMKEBON_01481","JJJDFGFB_00828","JOLBHIGI_01330","PNDPEECJ_01103","AMEEEGBM_00083","DHLDAANJ_00452","EFNBFDBI_02681","AKDEMAPK_00084","OCHGHCBG_00585","ACBOEBFK_01474","PGDKEEIB_03558","DNELAEEF_00084","LNAEIHKJ_00586","EKBJKGFA_01389"
"ompW","","Outer membrane protein W",581,581,1,1,4866,NA,NA,"",638,638,638,"CGKODGEF_00528","GAMKEBON_00989","JJJDFGFB_00140","JOLBHIGI_00607","PNDPEECJ_03187","AMEEEGBM_01737","DHLDAANJ_01332","EFNBFDBI_01555","AKDEMAPK_01036","OCHGHCBG_02942","ACBOEBFK_03043","PGDKEEIB_00780","DNELAEEF_01739","LNAEIHKJ_01131","EKBJKGFA_00611"
"setB","","Sugar efflux transporter B",581,581,1,1,5936,NA,NA,"",1181,1181,1181,"CGKODGEF_02517","GAMKEBON_01185","JJJDFGFB_03426","JOLBHIGI_04314","PNDPEECJ_03551","AMEEEGBM_03663","DHLDAANJ_01910","EFNBFDBI_02823","AKDEMAPK_04584","OCHGHCBG_01306","ACBOEBFK_02022","PGDKEEIB_00552","DNELAEEF_03666","LNAEIHKJ_02604","EKBJKGFA_03162"
"anmK","","Anhydro-N-acetylmuramic acid kinase",581,581,1,1,5191,NA,NA,"",1121,1121,1121,"CGKODGEF_00949","GAMKEBON_03648","JJJDFGFB_00424","JOLBHIGI_00324","PNDPEECJ_03752","AMEEEGBM_03072","DHLDAANJ_00385","EFNBFDBI_02966","AKDEMAPK_03686","OCHGHCBG_00685","ACBOEBFK_02790","PGDKEEIB_03646","DNELAEEF_03379","LNAEIHKJ_01413","EKBJKGFA_00328"
"iscA","","Iron-binding protein IscA",581,581,1,1,4114,NA,NA,"",323,323,323,"CGKODGEF_02360","GAMKEBON_04181","JJJDFGFB_03007","JOLBHIGI_03859","PNDPEECJ_00299","AMEEEGBM_02667","DHLDAANJ_03431","EFNBFDBI_00428","AKDEMAPK_04267","OCHGHCBG_03141","ACBOEBFK_00061","PGDKEEIB_00518","DNELAEEF_02669","LNAEIHKJ_02195","EKBJKGFA_03073"
"rpoE","","ECF RNA polymerase sigma-E factor",581,581,1,1,4068,NA,NA,"",575,575,575,"CGKODGEF_04246","GAMKEBON_03790","JJJDFGFB_03052","JOLBHIGI_03904","PNDPEECJ_00254","AMEEEGBM_02712","DHLDAANJ_03068","EFNBFDBI_00383","AKDEMAPK_03099","OCHGHCBG_03096","ACBOEBFK_00016","PGDKEEIB_02700","DNELAEEF_02714","LNAEIHKJ_02240","EKBJKGFA_03118"
"group_5298","","hypothetical protein",581,581,1,1,2073,NA,NA,"",668,668,668,"CGKODGEF_00007","GAMKEBON_03588","JJJDFGFB_01962","JOLBHIGI_01791","PNDPEECJ_01396","AMEEEGBM_01532","DHLDAANJ_02304","EFNBFDBI_01724","AKDEMAPK_03078","OCHGHCBG_02198","ACBOEBFK_03556","PGDKEEIB_02846","DNELAEEF_01221","LNAEIHKJ_01048","EKBJKGFA_02342"
"ychQ","","Protein YchQ",581,581,1,1,4825,NA,NA,"",389,389,389,"CGKODGEF_00487","GAMKEBON_01030","JJJDFGFB_00099","JOLBHIGI_00648","PNDPEECJ_03228","AMEEEGBM_01696","DHLDAANJ_03791","EFNBFDBI_01514","AKDEMAPK_01077","OCHGHCBG_02983","ACBOEBFK_03002","PGDKEEIB_00821","DNELAEEF_01698","LNAEIHKJ_03842","EKBJKGFA_00652"
"group_5300","","hypothetical protein",581,581,1,1,2886,NA,NA,"",455,455,455,"CGKODGEF_02080","GAMKEBON_02465","JJJDFGFB_01075","JOLBHIGI_01083","PNDPEECJ_02413","AMEEEGBM_00330","DHLDAANJ_01113","EFNBFDBI_01430","AKDEMAPK_01659","OCHGHCBG_00338","ACBOEBFK_01751","PGDKEEIB_01390","DNELAEEF_00331","LNAEIHKJ_00339","EKBJKGFA_01142"
"group_5301","","hypothetical protein",581,581,1,1,5469,NA,NA,"",224,224,224,"CGKODGEF_03538","GAMKEBON_01658","JJJDFGFB_00689","JOLBHIGI_00059","PNDPEECJ_02979","AMEEEGBM_03337","DHLDAANJ_02118","EFNBFDBI_01985","AKDEMAPK_01608","OCHGHCBG_00950","ACBOEBFK_01222","PGDKEEIB_01321","DNELAEEF_03114","LNAEIHKJ_04290","EKBJKGFA_00063"
"rspR","","HTH-type transcriptional repressor RspR",581,581,1,1,5118,NA,NA,"",686,686,686,"CGKODGEF_03000","GAMKEBON_03065","JJJDFGFB_00359","JOLBHIGI_00389","PNDPEECJ_02505","AMEEEGBM_01955","DHLDAANJ_01472","EFNBFDBI_03328","AKDEMAPK_02494","OCHGHCBG_02725","ACBOEBFK_00992","PGDKEEIB_02135","DNELAEEF_01956","LNAEIHKJ_01348","EKBJKGFA_00393"
"group_5303","","hypothetical protein",581,581,1,1,3089,NA,NA,"",239,239,239,"CGKODGEF_01678","GAMKEBON_00708","JJJDFGFB_01340","JOLBHIGI_00817","PNDPEECJ_00838","AMEEEGBM_00597","DHLDAANJ_00766","EFNBFDBI_01063","AKDEMAPK_00617","OCHGHCBG_00072","ACBOEBFK_02368","PGDKEEIB_01918","DNELAEEF_00597","LNAEIHKJ_00072","EKBJKGFA_00875"
"yfcJ_2","","putative MFS-type transporter YfcJ",581,581,1,1,3930,NA,NA,"",869,869,869,"CGKODGEF_00808","GAMKEBON_03443","JJJDFGFB_02825","JOLBHIGI_02669","PNDPEECJ_01953","AMEEEGBM_02486","DHLDAANJ_01980","EFNBFDBI_00608","AKDEMAPK_00283","OCHGHCBG_03322","ACBOEBFK_00241","PGDKEEIB_02225","DNELAEEF_02488","LNAEIHKJ_02011","EKBJKGFA_02892"
"rsmF","","Ribosomal RNA small subunit methyltransferase F",581,581,1,1,4745,NA,NA,"",1541,1541,1541,"CGKODGEF_00411","GAMKEBON_03274","JJJDFGFB_00023","JOLBHIGI_00723","PNDPEECJ_03315","AMEEEGBM_01620","DHLDAANJ_04020","EFNBFDBI_03567","AKDEMAPK_04353","OCHGHCBG_03058","ACBOEBFK_04491","PGDKEEIB_03792","DNELAEEF_01622","LNAEIHKJ_03766","EKBJKGFA_00727"
"group_5306","","hypothetical protein",581,581,1,1,1472,NA,NA,"",425,425,425,"CGKODGEF_03211","GAMKEBON_03732","JJJDFGFB_02674","JOLBHIGI_02189","PNDPEECJ_02588","AMEEEGBM_02335","DHLDAANJ_01770","EFNBFDBI_00333","AKDEMAPK_01509","OCHGHCBG_02642","ACBOEBFK_03885","PGDKEEIB_01597","DNELAEEF_02337","LNAEIHKJ_01562","EKBJKGFA_02740"
"group_5307","","hypothetical protein",581,581,1,1,4610,NA,NA,"",227,227,227,"CGKODGEF_02595","GAMKEBON_03364","JJJDFGFB_01519","JOLBHIGI_02912","PNDPEECJ_04317","AMEEEGBM_01046","DHLDAANJ_02723","EFNBFDBI_03091","AKDEMAPK_01344","OCHGHCBG_01442","ACBOEBFK_02582","PGDKEEIB_03399","DNELAEEF_01048","LNAEIHKJ_03973","EKBJKGFA_01586"
"group_5308","","hypothetical protein",581,581,1,1,1489,NA,NA,"",173,173,173,"CGKODGEF_03194","GAMKEBON_04493","JJJDFGFB_02657","JOLBHIGI_02172","PNDPEECJ_02605","AMEEEGBM_02318","DHLDAANJ_01753","EFNBFDBI_00316","AKDEMAPK_01492","OCHGHCBG_02625","ACBOEBFK_03938","PGDKEEIB_01614","DNELAEEF_02320","LNAEIHKJ_01579","EKBJKGFA_02723"
"slyD","","FKBP-type peptidyl-prolyl cis-trans isomerase SlyD",581,581,1,1,1615,NA,NA,"",590,590,590,"CGKODGEF_01515","GAMKEBON_00264","JJJDFGFB_02350","JOLBHIGI_01866","PNDPEECJ_00463","AMEEEGBM_02013","DHLDAANJ_03604","EFNBFDBI_00010","AKDEMAPK_02941","OCHGHCBG_02320","ACBOEBFK_00400","PGDKEEIB_03856","DNELAEEF_02014","LNAEIHKJ_01885","EKBJKGFA_02417"
"purH","","Bifunctional purine biosynthesis protein PurH",581,581,1,1,1521,NA,NA,"",1589,1589,1589,"CGKODGEF_04202","GAMKEBON_04472","JJJDFGFB_04488","JOLBHIGI_04461","PNDPEECJ_04387","AMEEEGBM_04564","DHLDAANJ_04184","EFNBFDBI_04523","AKDEMAPK_03821","OCHGHCBG_04606","ACBOEBFK_04540","PGDKEEIB_04391","DNELAEEF_04565","LNAEIHKJ_04552","EKBJKGFA_04565"
"group_5311","","hypothetical protein",581,581,1,1,2907,NA,NA,"",470,470,470,"CGKODGEF_02101","GAMKEBON_02486","JJJDFGFB_01096","JOLBHIGI_01062","PNDPEECJ_02392","AMEEEGBM_00351","DHLDAANJ_01134","EFNBFDBI_01451","AKDEMAPK_01680","OCHGHCBG_00317","ACBOEBFK_01772","PGDKEEIB_01411","DNELAEEF_00352","LNAEIHKJ_00318","EKBJKGFA_01121"
"yfeY","","putative protein YfeY",581,581,1,1,4015,NA,NA,"",575,575,575,"CGKODGEF_00893","GAMKEBON_02008","JJJDFGFB_02909","JOLBHIGI_02753","PNDPEECJ_00396","AMEEEGBM_02570","DHLDAANJ_00956","EFNBFDBI_00525","AKDEMAPK_00367","OCHGHCBG_03238","ACBOEBFK_00158","PGDKEEIB_00420","DNELAEEF_02572","LNAEIHKJ_02097","EKBJKGFA_02976"
"yhdE","","dTTP/UTP pyrophosphatase",581,581,1,1,1959,NA,NA,"",593,593,593,"CGKODGEF_04096","GAMKEBON_03945","JJJDFGFB_04418","JOLBHIGI_04355","PNDPEECJ_03874","AMEEEGBM_04518","DHLDAANJ_02888","EFNBFDBI_04147","AKDEMAPK_03300","OCHGHCBG_04528","ACBOEBFK_03998","PGDKEEIB_03476","DNELAEEF_04519","LNAEIHKJ_04332","EKBJKGFA_04467"
"pspC","","Phage shock protein C",581,581,1,1,4915,NA,NA,"",359,359,359,"CGKODGEF_00573","GAMKEBON_00944","JJJDFGFB_00186","JOLBHIGI_00562","PNDPEECJ_02905","AMEEEGBM_01782","DHLDAANJ_01287","EFNBFDBI_01600","AKDEMAPK_00991","OCHGHCBG_02897","ACBOEBFK_01165","PGDKEEIB_00735","DNELAEEF_01784","LNAEIHKJ_01176","EKBJKGFA_00566"
"zur","","Zinc uptake regulation protein",581,581,1,1,2047,NA,NA,"",515,515,515,"CGKODGEF_03986","GAMKEBON_04019","JJJDFGFB_01937","JOLBHIGI_01816","PNDPEECJ_01371","AMEEEGBM_01557","DHLDAANJ_03168","EFNBFDBI_03794","AKDEMAPK_03451","OCHGHCBG_02223","ACBOEBFK_04074","PGDKEEIB_02614","DNELAEEF_01196","LNAEIHKJ_01073","EKBJKGFA_02367"
"ftsB","","Cell division protein FtsB",581,581,1,1,2984,NA,NA,"",311,311,311,"CGKODGEF_02178","GAMKEBON_00540","JJJDFGFB_01172","JOLBHIGI_00985","PNDPEECJ_01006","AMEEEGBM_00428","DHLDAANJ_02558","EFNBFDBI_01232","AKDEMAPK_00449","OCHGHCBG_00240","ACBOEBFK_01849","PGDKEEIB_03118","DNELAEEF_00429","LNAEIHKJ_00241","EKBJKGFA_01044"
"dsbB","","Disulfide bond formation protein B",581,581,1,1,4789,NA,NA,"",530,530,530,"CGKODGEF_00453","GAMKEBON_03316","JJJDFGFB_00065","JOLBHIGI_00682","PNDPEECJ_03357","AMEEEGBM_01662","DHLDAANJ_02605","EFNBFDBI_03609","AKDEMAPK_03010","OCHGHCBG_03017","ACBOEBFK_03773","PGDKEEIB_03226","DNELAEEF_01664","LNAEIHKJ_03808","EKBJKGFA_00686"
"malK","","Maltose/maltodextrin import ATP-binding protein MalK",581,581,1,1,2035,NA,NA,"",1109,1109,1109,"CGKODGEF_03997","GAMKEBON_04029","JJJDFGFB_01926","JOLBHIGI_01827","PNDPEECJ_01360","AMEEEGBM_01567","DHLDAANJ_03179","EFNBFDBI_03783","AKDEMAPK_03461","OCHGHCBG_02234","ACBOEBFK_04085","PGDKEEIB_02603","DNELAEEF_01185","LNAEIHKJ_01084","EKBJKGFA_02378"
"frlR","","putative fructoselysine utilization operon transcriptional repressor",581,581,1,1,5865,NA,NA,"",746,746,746,"CGKODGEF_02452","GAMKEBON_01250","JJJDFGFB_03491","JOLBHIGI_03656","PNDPEECJ_03111","AMEEEGBM_03599","DHLDAANJ_02985","EFNBFDBI_02760","AKDEMAPK_02765","OCHGHCBG_01242","ACBOEBFK_02087","PGDKEEIB_00617","DNELAEEF_03602","LNAEIHKJ_02669","EKBJKGFA_03227"
"group_5320","","hypothetical protein",581,581,1,1,1482,NA,NA,"",92,92,92,"CGKODGEF_03201","GAMKEBON_03722","JJJDFGFB_02664","JOLBHIGI_02179","PNDPEECJ_02598","AMEEEGBM_02325","DHLDAANJ_01760","EFNBFDBI_00323","AKDEMAPK_01499","OCHGHCBG_02632","ACBOEBFK_03895","PGDKEEIB_01607","DNELAEEF_02327","LNAEIHKJ_01572","EKBJKGFA_02730"
"group_5321","","hypothetical protein",581,581,1,1,1746,NA,NA,"",578,578,578,"CGKODGEF_01389","GAMKEBON_00138","JJJDFGFB_02476","JOLBHIGI_01992","PNDPEECJ_00589","AMEEEGBM_02139","DHLDAANJ_00104","EFNBFDBI_00136","AKDEMAPK_00891","OCHGHCBG_02446","ACBOEBFK_00526","PGDKEEIB_00259","DNELAEEF_02140","LNAEIHKJ_01759","EKBJKGFA_02543"
"rpmA","","50S ribosomal protein L27",581,581,1,1,2594,NA,NA,"",257,257,257,"CGKODGEF_03781","GAMKEBON_01515","JJJDFGFB_00794","JOLBHIGI_01364","PNDPEECJ_01069","AMEEEGBM_00049","DHLDAANJ_00486","EFNBFDBI_02647","AKDEMAPK_00050","OCHGHCBG_00619","ACBOEBFK_01440","PGDKEEIB_02931","DNELAEEF_00050","LNAEIHKJ_00620","EKBJKGFA_01423"
"galS_2","","HTH-type transcriptional regulator GalS",581,581,1,1,5917,NA,NA,"",1022,1022,1022,"CGKODGEF_02500","GAMKEBON_01202","JJJDFGFB_03443","JOLBHIGI_04298","PNDPEECJ_03535","AMEEEGBM_03647","DHLDAANJ_01893","EFNBFDBI_02808","AKDEMAPK_04288","OCHGHCBG_01290","ACBOEBFK_02039","PGDKEEIB_00569","DNELAEEF_03650","LNAEIHKJ_02621","EKBJKGFA_03179"
"appX","","Putative cytochrome bd-II ubiquinol oxidase subunit AppX",581,581,1,1,4802,NA,NA,"",89,89,89,"CGKODGEF_00466","GAMKEBON_03329","JJJDFGFB_00078","JOLBHIGI_00669","PNDPEECJ_03370","AMEEEGBM_01675","DHLDAANJ_02592","EFNBFDBI_03622","AKDEMAPK_02997","OCHGHCBG_03004","ACBOEBFK_03760","PGDKEEIB_03239","DNELAEEF_01677","LNAEIHKJ_03821","EKBJKGFA_00673"
"group_5325","","hypothetical protein",581,581,1,1,765,NA,NA,"",1403,1403,1403,"CGKODGEF_02649","GAMKEBON_00388","JJJDFGFB_03178","JOLBHIGI_02443","PNDPEECJ_00073","AMEEEGBM_02837","DHLDAANJ_01421","EFNBFDBI_00772","AKDEMAPK_02546","OCHGHCBG_03549","ACBOEBFK_00736","PGDKEEIB_00059","DNELAEEF_02949","LNAEIHKJ_02956","EKBJKGFA_03544"
"alsT_2","","Amino-acid carrier protein AlsT",581,581,1,1,58,NA,NA,"",1430,1430,1430,"CGKODGEF_00334","GAMKEBON_02234","JJJDFGFB_02290","JOLBHIGI_01463","PNDPEECJ_01615","AMEEEGBM_01204","DHLDAANJ_02016","EFNBFDBI_02328","AKDEMAPK_02171","OCHGHCBG_01870","ACBOEBFK_02617","PGDKEEIB_02386","DNELAEEF_01548","LNAEIHKJ_00719","EKBJKGFA_02014"
"group_5327","","hypothetical protein",581,581,1,1,3639,NA,NA,"",665,665,665,"CGKODGEF_04157","GAMKEBON_03827","JJJDFGFB_04479","JOLBHIGI_04424","PNDPEECJ_04148","AMEEEGBM_04446","DHLDAANJ_03000","EFNBFDBI_04172","AKDEMAPK_03136","OCHGHCBG_04597","ACBOEBFK_03588","PGDKEEIB_03965","DNELAEEF_04447","LNAEIHKJ_04358","EKBJKGFA_00760"
"group_5328","","hypothetical protein",581,581,1,1,4103,NA,NA,"",638,638,638,"CGKODGEF_02349","GAMKEBON_04602","JJJDFGFB_03018","JOLBHIGI_03870","PNDPEECJ_00288","AMEEEGBM_02678","DHLDAANJ_04400","EFNBFDBI_00417","AKDEMAPK_04466","OCHGHCBG_03130","ACBOEBFK_00050","PGDKEEIB_02734","DNELAEEF_02680","LNAEIHKJ_02206","EKBJKGFA_03084"
"group_5329","","hypothetical protein",581,581,1,1,6021,NA,NA,"",638,638,638,"CGKODGEF_00110","GAMKEBON_01878","JJJDFGFB_02066","JOLBHIGI_01687","PNDPEECJ_02085","AMEEEGBM_01428","DHLDAANJ_00614","EFNBFDBI_01827","AKDEMAPK_01878","OCHGHCBG_02094","ACBOEBFK_01685","PGDKEEIB_01048","DNELAEEF_01324","LNAEIHKJ_00944","EKBJKGFA_02238"
"prpB","","2-methylisocitrate lyase",581,581,1,1,756,NA,NA,"",887,887,887,"CGKODGEF_02658","GAMKEBON_00397","JJJDFGFB_03187","JOLBHIGI_02434","PNDPEECJ_00082","AMEEEGBM_02846","DHLDAANJ_01430","EFNBFDBI_00781","AKDEMAPK_02537","OCHGHCBG_03558","ACBOEBFK_00745","PGDKEEIB_00068","DNELAEEF_02940","LNAEIHKJ_02965","EKBJKGFA_03553"
"artM_1","","Arginine ABC transporter permease protein ArtM",581,581,1,1,4327,NA,NA,"",668,668,668,"CGKODGEF_01875","GAMKEBON_00771","JJJDFGFB_01773","JOLBHIGI_03143","PNDPEECJ_00773","AMEEEGBM_00792","DHLDAANJ_02437","EFNBFDBI_02258","AKDEMAPK_01159","OCHGHCBG_01696","ACBOEBFK_02217","PGDKEEIB_01845","DNELAEEF_00793","LNAEIHKJ_02380","EKBJKGFA_01840"
"ratA","","Ribosome association toxin RatA",581,581,1,1,3031,NA,NA,"",437,437,437,"CGKODGEF_03874","GAMKEBON_04350","JJJDFGFB_01387","JOLBHIGI_00770","PNDPEECJ_03405","AMEEEGBM_00644","DHLDAANJ_04588","EFNBFDBI_01016","AKDEMAPK_04526","OCHGHCBG_00025","ACBOEBFK_04374","PGDKEEIB_04107","DNELAEEF_00645","LNAEIHKJ_00025","EKBJKGFA_00828"
"group_5333","","hypothetical protein",581,581,1,1,3655,NA,NA,"",206,206,206,"CGKODGEF_04141","GAMKEBON_03843","JJJDFGFB_04463","JOLBHIGI_04408","PNDPEECJ_04132","AMEEEGBM_04462","DHLDAANJ_03016","EFNBFDBI_04188","AKDEMAPK_03152","OCHGHCBG_04581","ACBOEBFK_03604","PGDKEEIB_03949","DNELAEEF_04463","LNAEIHKJ_04374","EKBJKGFA_00776"
"yidA_2","","Sugar phosphatase YidA",581,581,1,1,1416,NA,NA,"",845,845,845,"CGKODGEF_03398","GAMKEBON_02981","JJJDFGFB_04313","JOLBHIGI_04162","PNDPEECJ_03091","AMEEEGBM_04366","DHLDAANJ_01571","EFNBFDBI_03645","AKDEMAPK_02617","OCHGHCBG_04390","ACBOEBFK_03269","PGDKEEIB_02026","DNELAEEF_04366","LNAEIHKJ_04095","EKBJKGFA_04313"
"diaA","","DnaA initiator-associating protein DiaA",581,581,1,1,2633,NA,NA,"",590,590,590,"CGKODGEF_01970","GAMKEBON_01477","JJJDFGFB_00832","JOLBHIGI_01326","PNDPEECJ_01107","AMEEEGBM_00087","DHLDAANJ_00448","EFNBFDBI_02685","AKDEMAPK_00088","OCHGHCBG_00581","ACBOEBFK_01478","PGDKEEIB_03554","DNELAEEF_00088","LNAEIHKJ_00582","EKBJKGFA_01385"
"ybjM","","Inner membrane protein YbjM",581,581,1,1,4309,NA,NA,"",377,377,377,"CGKODGEF_01859","GAMKEBON_00755","JJJDFGFB_01789","JOLBHIGI_03127","PNDPEECJ_00789","AMEEEGBM_00776","DHLDAANJ_02640","EFNBFDBI_02242","AKDEMAPK_01175","OCHGHCBG_01712","ACBOEBFK_02233","PGDKEEIB_01829","DNELAEEF_00777","LNAEIHKJ_02363","EKBJKGFA_01856"
"cbiF","","Cobalt-precorrin-4 C(11)-methyltransferase",581,581,1,1,5689,NA,NA,"",773,773,773,"CGKODGEF_02818","GAMKEBON_02669","JJJDFGFB_03611","JOLBHIGI_03776","PNDPEECJ_03650","AMEEEGBM_03479","DHLDAANJ_02397","EFNBFDBI_03846","AKDEMAPK_02396","OCHGHCBG_01122","ACBOEBFK_03841","PGDKEEIB_02879","DNELAEEF_03482","LNAEIHKJ_02789","EKBJKGFA_03347"
"sxy","","Protein Sxy",581,581,1,1,4490,NA,NA,"",605,605,605,"CGKODGEF_03325","GAMKEBON_02953","JJJDFGFB_01627","JOLBHIGI_02804","PNDPEECJ_02126","AMEEEGBM_00938","DHLDAANJ_01717","EFNBFDBI_03534","AKDEMAPK_03333","OCHGHCBG_01550","ACBOEBFK_03181","PGDKEEIB_03678","DNELAEEF_00939","LNAEIHKJ_02526","EKBJKGFA_01694"
"kdpC","","Potassium-transporting ATPase KdpC subunit",581,581,1,1,297,NA,NA,"",584,584,584,"CGKODGEF_03712","GAMKEBON_03876","JJJDFGFB_04345","JOLBHIGI_03466","PNDPEECJ_03809","AMEEEGBM_03934","DHLDAANJ_03647","EFNBFDBI_03937","AKDEMAPK_03924","OCHGHCBG_04011","ACBOEBFK_04257","PGDKEEIB_03868","DNELAEEF_04035","LNAEIHKJ_03420","EKBJKGFA_03922"
"group_5340","","hypothetical protein",581,581,1,1,6018,NA,NA,"",1070,1070,1070,"CGKODGEF_00107","GAMKEBON_01875","JJJDFGFB_02063","JOLBHIGI_01690","PNDPEECJ_02088","AMEEEGBM_01431","DHLDAANJ_00617","EFNBFDBI_01824","AKDEMAPK_01875","OCHGHCBG_02097","ACBOEBFK_01688","PGDKEEIB_01045","DNELAEEF_01321","LNAEIHKJ_00947","EKBJKGFA_02241"
"yciE","","Protein YciE",581,581,1,1,4868,NA,NA,"",506,506,506,"CGKODGEF_00530","GAMKEBON_00987","JJJDFGFB_00142","JOLBHIGI_00605","PNDPEECJ_03185","AMEEEGBM_01739","DHLDAANJ_01330","EFNBFDBI_01557","AKDEMAPK_01034","OCHGHCBG_02940","ACBOEBFK_03045","PGDKEEIB_00778","DNELAEEF_01741","LNAEIHKJ_01133","EKBJKGFA_00609"
"hisA","","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase",581,581,1,1,5741,NA,NA,"",737,737,737,"CGKODGEF_02866","GAMKEBON_02717","JJJDFGFB_03563","JOLBHIGI_03728","PNDPEECJ_04166","AMEEEGBM_03527","DHLDAANJ_04095","EFNBFDBI_04419","AKDEMAPK_02444","OCHGHCBG_01170","ACBOEBFK_04362","PGDKEEIB_04118","DNELAEEF_03530","LNAEIHKJ_02741","EKBJKGFA_03299"
"hisF","","Imidazole glycerol phosphate synthase subunit HisF",581,581,1,1,5742,NA,NA,"",776,776,776,"CGKODGEF_02867","GAMKEBON_02718","JJJDFGFB_03562","JOLBHIGI_03727","PNDPEECJ_04167","AMEEEGBM_03528","DHLDAANJ_04096","EFNBFDBI_04420","AKDEMAPK_02445","OCHGHCBG_01171","ACBOEBFK_04361","PGDKEEIB_04117","DNELAEEF_03531","LNAEIHKJ_02740","EKBJKGFA_03298"
"acpP_2","","Acyl carrier protein",581,581,1,1,5461,NA,NA,"",236,236,236,"CGKODGEF_03530","GAMKEBON_01650","JJJDFGFB_00681","JOLBHIGI_00067","PNDPEECJ_02971","AMEEEGBM_03329","DHLDAANJ_02126","EFNBFDBI_01993","AKDEMAPK_01600","OCHGHCBG_00942","ACBOEBFK_01230","PGDKEEIB_01329","DNELAEEF_03122","LNAEIHKJ_04298","EKBJKGFA_00071"
"napF_1","","Ferredoxin-type protein NapF",581,581,1,1,4132,NA,NA,"",863,863,863,"CGKODGEF_02377","GAMKEBON_04198","JJJDFGFB_02990","JOLBHIGI_03842","PNDPEECJ_00316","AMEEEGBM_02650","DHLDAANJ_03414","EFNBFDBI_00445","AKDEMAPK_04427","OCHGHCBG_03158","ACBOEBFK_00078","PGDKEEIB_00501","DNELAEEF_02652","LNAEIHKJ_02178","EKBJKGFA_03056"
"group_5346","","hypothetical protein",581,581,1,1,4373,NA,NA,"",167,167,167,"CGKODGEF_01917","GAMKEBON_00813","JJJDFGFB_01731","JOLBHIGI_03185","PNDPEECJ_00731","AMEEEGBM_00834","DHLDAANJ_02479","EFNBFDBI_02300","AKDEMAPK_01117","OCHGHCBG_01654","ACBOEBFK_02175","PGDKEEIB_01887","DNELAEEF_00835","LNAEIHKJ_02422","EKBJKGFA_01798"
