"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR15050788","SRR2096540","SRR5883594","SRR5905069","SRR14766450","SRR8280236","SRR27714918","SRR13641955","SRR10037243","SRR16506855","SRR7707918","NDSU8","SRR5904975","SRR23043675","SRR7041697"
"fliT","","Flagellar protein FliT",581,581,1,1,4633,NA,NA,"",368,368,368,"GECBOMLG_00086","NNIFEHJJ_00752","AMMIPIGE_01186","CNBCECDA_00500","MKNLEGFG_03510","ONBKJHEC_03403","JDGPEFCB_01067","KKHOBGKP_01814","OAJCOHFM_01813","MMJAGEHG_01068","BGKOLDCB_02981","CDDPGOFG_01982","EOBMODNK_01070","HFPEINND_01068","NCFACCIB_01371"
"oxyR_3","","Hydrogen peroxide-inducible genes activator",581,581,1,1,2151,NA,NA,"",917,917,917,"GECBOMLG_03908","NNIFEHJJ_04103","AMMIPIGE_03631","CNBCECDA_03802","MKNLEGFG_03602","ONBKJHEC_02784","JDGPEFCB_04094","KKHOBGKP_04028","OAJCOHFM_04067","MMJAGEHG_04197","BGKOLDCB_03089","CDDPGOFG_02196","EOBMODNK_04040","HFPEINND_04221","NCFACCIB_03634"
"yjiG","","Inner membrane protein YjiG",581,581,1,1,6157,NA,NA,"",461,461,461,"GECBOMLG_00631","NNIFEHJJ_01448","AMMIPIGE_00298","CNBCECDA_01379","MKNLEGFG_02589","ONBKJHEC_03248","JDGPEFCB_01298","KKHOBGKP_02198","OAJCOHFM_03637","MMJAGEHG_01451","BGKOLDCB_03659","CDDPGOFG_04498","EOBMODNK_03610","HFPEINND_01452","NCFACCIB_04243"
"yohK_2","","Inner membrane protein YohK",581,581,1,1,5906,NA,NA,"",695,695,695,"GECBOMLG_02873","NNIFEHJJ_03499","AMMIPIGE_02799","CNBCECDA_03601","MKNLEGFG_01954","ONBKJHEC_02681","JDGPEFCB_03452","KKHOBGKP_03333","OAJCOHFM_02872","MMJAGEHG_03611","BGKOLDCB_00336","CDDPGOFG_01548","EOBMODNK_03257","HFPEINND_03454","NCFACCIB_01771"
"nrdH","","Glutaredoxin-like protein NrdH",581,581,1,1,3137,NA,NA,"",245,245,245,"GECBOMLG_03017","NNIFEHJJ_00115","AMMIPIGE_01934","CNBCECDA_02567","MKNLEGFG_00522","ONBKJHEC_01863","JDGPEFCB_00553","KKHOBGKP_00861","OAJCOHFM_01299","MMJAGEHG_00554","BGKOLDCB_02553","CDDPGOFG_02887","EOBMODNK_00115","HFPEINND_00554","NCFACCIB_03696"
"mug","","G/U mismatch-specific DNA glycosylase",581,581,1,1,2685,NA,NA,"",506,506,506,"GECBOMLG_01066","NNIFEHJJ_00531","AMMIPIGE_04086","CNBCECDA_02873","MKNLEGFG_00915","ONBKJHEC_02149","JDGPEFCB_00136","KKHOBGKP_01278","OAJCOHFM_00881","MMJAGEHG_00137","BGKOLDCB_03419","CDDPGOFG_02854","EOBMODNK_00533","HFPEINND_00137","NCFACCIB_00403"
"ydjJ","","putative zinc-type alcohol dehydrogenase-like protein YdjJ",581,581,1,1,5361,NA,NA,"",1043,1043,1043,"GECBOMLG_02221","NNIFEHJJ_03279","AMMIPIGE_02579","CNBCECDA_03186","MKNLEGFG_01618","ONBKJHEC_02276","JDGPEFCB_03220","KKHOBGKP_00164","OAJCOHFM_00584","MMJAGEHG_03221","BGKOLDCB_00279","CDDPGOFG_00981","EOBMODNK_02823","HFPEINND_03221","NCFACCIB_00592"
"glnA","","Glutamine synthetase",581,581,1,1,2221,NA,NA,"",1409,1409,1409,"GECBOMLG_04282","NNIFEHJJ_04225","AMMIPIGE_03509","CNBCECDA_03924","MKNLEGFG_04122","ONBKJHEC_02906","JDGPEFCB_04216","KKHOBGKP_04150","OAJCOHFM_03945","MMJAGEHG_04075","BGKOLDCB_02633","CDDPGOFG_04020","EOBMODNK_03918","HFPEINND_04099","NCFACCIB_03207"
"hemE","","Uroporphyrinogen decarboxylase",581,581,1,1,1530,NA,NA,"",1064,1064,1064,"GECBOMLG_04552","NNIFEHJJ_04624","AMMIPIGE_04696","CNBCECDA_04643","MKNLEGFG_04571","ONBKJHEC_04602","JDGPEFCB_04590","KKHOBGKP_04599","OAJCOHFM_04475","MMJAGEHG_04610","BGKOLDCB_04369","CDDPGOFG_04486","EOBMODNK_04633","HFPEINND_04546","NCFACCIB_04321"
"lpxL","","Lipid A biosynthesis lauroyltransferase",581,581,1,1,5505,NA,NA,"",920,920,920,"GECBOMLG_02082","NNIFEHJJ_03418","AMMIPIGE_02718","CNBCECDA_03325","MKNLEGFG_01757","ONBKJHEC_02415","JDGPEFCB_03081","KKHOBGKP_00025","OAJCOHFM_00723","MMJAGEHG_03082","BGKOLDCB_02432","CDDPGOFG_04403","EOBMODNK_02962","HFPEINND_03082","NCFACCIB_02809"
"atpC","","ATP synthase epsilon chain",581,581,1,1,1386,NA,NA,"",419,419,419,"GECBOMLG_04101","NNIFEHJJ_04338","AMMIPIGE_04265","CNBCECDA_04196","MKNLEGFG_03703","ONBKJHEC_04012","JDGPEFCB_04342","KKHOBGKP_04293","OAJCOHFM_04279","MMJAGEHG_04410","BGKOLDCB_02175","CDDPGOFG_03651","EOBMODNK_04298","HFPEINND_04356","NCFACCIB_03477"
"apaG","","Protein ApaG",581,581,1,1,2512,NA,NA,"",377,377,377,"GECBOMLG_03562","NNIFEHJJ_03784","AMMIPIGE_03384","CNBCECDA_03767","MKNLEGFG_03073","ONBKJHEC_04080","JDGPEFCB_03863","KKHOBGKP_03663","OAJCOHFM_04339","MMJAGEHG_03833","BGKOLDCB_03218","CDDPGOFG_03747","EOBMODNK_04459","HFPEINND_03727","NCFACCIB_01896"
"casE","","CRISPR system Cascade subunit CasE",581,581,1,1,2975,NA,NA,"",650,650,650,"GECBOMLG_03150","NNIFEHJJ_00247","AMMIPIGE_01801","CNBCECDA_02434","MKNLEGFG_00655","ONBKJHEC_01996","JDGPEFCB_00420","KKHOBGKP_00994","OAJCOHFM_01166","MMJAGEHG_00421","BGKOLDCB_01775","CDDPGOFG_03009","EOBMODNK_00248","HFPEINND_00421","NCFACCIB_02556"
"rluA","","Dual-specificity RNA pseudouridine synthase RluA",581,581,1,1,2506,NA,NA,"",659,659,659,"GECBOMLG_03568","NNIFEHJJ_03790","AMMIPIGE_03390","CNBCECDA_03761","MKNLEGFG_03067","ONBKJHEC_04074","JDGPEFCB_03857","KKHOBGKP_03669","OAJCOHFM_04333","MMJAGEHG_03827","BGKOLDCB_03224","CDDPGOFG_03741","EOBMODNK_04465","HFPEINND_03733","NCFACCIB_01902"
"dam_2","","DNA adenine methylase",581,581,1,1,1644,NA,NA,"",836,836,836,"GECBOMLG_03325","NNIFEHJJ_01922","AMMIPIGE_00772","CNBCECDA_00085","MKNLEGFG_01519","ONBKJHEC_01335","JDGPEFCB_02041","KKHOBGKP_02381","OAJCOHFM_01936","MMJAGEHG_02333","BGKOLDCB_01606","CDDPGOFG_03572","EOBMODNK_01484","HFPEINND_02040","NCFACCIB_00236"
"gmhA","","Phosphoheptose isomerase",581,581,1,1,819,NA,NA,"",578,578,578,"GECBOMLG_01788","NNIFEHJJ_03044","AMMIPIGE_02343","CNBCECDA_02040","MKNLEGFG_01345","ONBKJHEC_01690","JDGPEFCB_02786","KKHOBGKP_03576","OAJCOHFM_04108","MMJAGEHG_03001","BGKOLDCB_02143","CDDPGOFG_00623","EOBMODNK_02587","HFPEINND_02999","NCFACCIB_00785"
"alaC","","Glutamate-pyruvate aminotransferase AlaC",581,581,1,1,3973,NA,NA,"",1238,1238,1238,"GECBOMLG_02602","NNIFEHJJ_02567","AMMIPIGE_03224","CNBCECDA_01775","MKNLEGFG_02818","ONBKJHEC_00593","JDGPEFCB_02574","KKHOBGKP_02915","OAJCOHFM_02469","MMJAGEHG_02575","BGKOLDCB_00693","CDDPGOFG_00206","EOBMODNK_02112","HFPEINND_02574","NCFACCIB_01178"
"alx","","Putative membrane-bound redox modulator Alx",581,581,1,1,2674,NA,NA,"",968,968,968,"GECBOMLG_01054","NNIFEHJJ_00543","AMMIPIGE_03793","CNBCECDA_02885","MKNLEGFG_00903","ONBKJHEC_02137","JDGPEFCB_00124","KKHOBGKP_01290","OAJCOHFM_00869","MMJAGEHG_00125","BGKOLDCB_03407","CDDPGOFG_02842","EOBMODNK_00545","HFPEINND_00125","NCFACCIB_00415"
"group_5398","","hypothetical protein",581,581,1,1,3045,NA,NA,"",515,515,515,"GECBOMLG_02939","NNIFEHJJ_00037","AMMIPIGE_02012","CNBCECDA_02645","MKNLEGFG_00444","ONBKJHEC_01785","JDGPEFCB_00631","KKHOBGKP_00783","OAJCOHFM_01377","MMJAGEHG_00632","BGKOLDCB_03450","CDDPGOFG_03223","EOBMODNK_00037","HFPEINND_00632","NCFACCIB_04283"
"ydjH_1","","putative sugar kinase YdjH",581,581,1,1,5359,NA,NA,"",947,947,947,"GECBOMLG_02223","NNIFEHJJ_03277","AMMIPIGE_02577","CNBCECDA_03184","MKNLEGFG_01616","ONBKJHEC_02274","JDGPEFCB_03222","KKHOBGKP_00166","OAJCOHFM_00582","MMJAGEHG_03223","BGKOLDCB_00277","CDDPGOFG_00979","EOBMODNK_02821","HFPEINND_03223","NCFACCIB_00594"
"greB","","Transcription elongation factor GreB",581,581,1,1,1665,NA,NA,"",473,473,473,"GECBOMLG_03306","NNIFEHJJ_01903","AMMIPIGE_00753","CNBCECDA_00104","MKNLEGFG_01500","ONBKJHEC_01316","JDGPEFCB_02060","KKHOBGKP_02400","OAJCOHFM_01955","MMJAGEHG_02314","BGKOLDCB_01625","CDDPGOFG_03553","EOBMODNK_01465","HFPEINND_02059","NCFACCIB_00217"
"group_5401","","Ferredoxin--NADP reductase",581,581,1,1,4184,NA,NA,"",1961,1961,1961,"GECBOMLG_02524","NNIFEHJJ_02646","AMMIPIGE_03302","CNBCECDA_01853","MKNLEGFG_02037","ONBKJHEC_00515","JDGPEFCB_02496","KKHOBGKP_02837","OAJCOHFM_02391","MMJAGEHG_02497","BGKOLDCB_00771","CDDPGOFG_00127","EOBMODNK_02190","HFPEINND_02496","NCFACCIB_01256"
"group_5402","","hypothetical protein",581,581,1,1,1490,NA,NA,"",1037,1037,1037,"GECBOMLG_03481","NNIFEHJJ_01646","AMMIPIGE_00496","CNBCECDA_00362","MKNLEGFG_03244","ONBKJHEC_03935","JDGPEFCB_02317","KKHOBGKP_02658","OAJCOHFM_02212","MMJAGEHG_02056","BGKOLDCB_03958","CDDPGOFG_03163","EOBMODNK_01208","HFPEINND_02317","NCFACCIB_03059"
"rfbG","","CDP-glucose 4,6-dehydratase",581,581,1,1,5760,NA,NA,"",1079,1079,1079,"GECBOMLG_02780","NNIFEHJJ_03592","AMMIPIGE_02892","CNBCECDA_03507","MKNLEGFG_01861","ONBKJHEC_02774","JDGPEFCB_03545","KKHOBGKP_03240","OAJCOHFM_02779","MMJAGEHG_03518","BGKOLDCB_00429","CDDPGOFG_01455","EOBMODNK_03164","HFPEINND_03547","NCFACCIB_01864"
"cbiN","","Cobalt transport protein CbiN",581,581,1,1,5681,NA,NA,"",281,281,281,"GECBOMLG_02709","NNIFEHJJ_03663","AMMIPIGE_02963","CNBCECDA_03436","MKNLEGFG_01790","ONBKJHEC_03866","JDGPEFCB_03616","KKHOBGKP_03169","OAJCOHFM_02708","MMJAGEHG_03447","BGKOLDCB_01730","CDDPGOFG_01384","EOBMODNK_03093","HFPEINND_03618","NCFACCIB_03128"
"cobD_1","","Cobalamin biosynthesis protein CobD",581,581,1,1,5694,NA,NA,"",959,959,959,"GECBOMLG_02721","NNIFEHJJ_03651","AMMIPIGE_02951","CNBCECDA_03448","MKNLEGFG_01802","ONBKJHEC_03854","JDGPEFCB_03604","KKHOBGKP_03181","OAJCOHFM_02720","MMJAGEHG_03459","BGKOLDCB_01718","CDDPGOFG_01396","EOBMODNK_03105","HFPEINND_03606","NCFACCIB_03140"
"group_5406","","hypothetical protein",581,581,1,1,4655,NA,NA,"",239,239,239,"GECBOMLG_00063","NNIFEHJJ_00729","AMMIPIGE_01209","CNBCECDA_00477","MKNLEGFG_03533","ONBKJHEC_03426","JDGPEFCB_01090","KKHOBGKP_01837","OAJCOHFM_01836","MMJAGEHG_01091","BGKOLDCB_02958","CDDPGOFG_02005","EOBMODNK_01093","HFPEINND_01091","NCFACCIB_01394"
"yqcC","","putative protein YqcC",581,581,1,1,2940,NA,NA,"",329,329,329,"GECBOMLG_01316","NNIFEHJJ_00281","AMMIPIGE_01767","CNBCECDA_02400","MKNLEGFG_00689","ONBKJHEC_02607","JDGPEFCB_00386","KKHOBGKP_01028","OAJCOHFM_01132","MMJAGEHG_00387","BGKOLDCB_01906","CDDPGOFG_02975","EOBMODNK_00282","HFPEINND_00387","NCFACCIB_02695"
"lptB_1","","Lipopolysaccharide export system ATP-binding protein LptB",581,581,1,1,2578,NA,NA,"",725,725,725,"GECBOMLG_00963","NNIFEHJJ_00634","AMMIPIGE_03884","CNBCECDA_02976","MKNLEGFG_00812","ONBKJHEC_02046","JDGPEFCB_00033","KKHOBGKP_01381","OAJCOHFM_00778","MMJAGEHG_00034","BGKOLDCB_00593","CDDPGOFG_03842","EOBMODNK_00636","HFPEINND_00034","NCFACCIB_00506"
"lspA","","Lipoprotein signal peptidase",581,581,1,1,14,NA,NA,"",500,500,500,"GECBOMLG_00493","NNIFEHJJ_01586","AMMIPIGE_00436","CNBCECDA_01241","MKNLEGFG_04321","ONBKJHEC_04412","JDGPEFCB_01160","KKHOBGKP_02336","OAJCOHFM_03775","MMJAGEHG_01589","BGKOLDCB_03931","CDDPGOFG_03965","EOBMODNK_03748","HFPEINND_01590","NCFACCIB_04378"
"ubiX","","Flavin prenyltransferase UbiX",581,581,1,1,3913,NA,NA,"",569,569,569,"GECBOMLG_02655","NNIFEHJJ_02514","AMMIPIGE_03171","CNBCECDA_01723","MKNLEGFG_02766","ONBKJHEC_00646","JDGPEFCB_02627","KKHOBGKP_02968","OAJCOHFM_02522","MMJAGEHG_02628","BGKOLDCB_01957","CDDPGOFG_00258","EOBMODNK_02058","HFPEINND_02627","NCFACCIB_02340"
"group_5411","","hypothetical protein",581,581,1,1,3648,NA,NA,"",749,749,749,"GECBOMLG_04357","NNIFEHJJ_04556","AMMIPIGE_04651","CNBCECDA_04588","MKNLEGFG_04221","ONBKJHEC_04344","JDGPEFCB_04536","KKHOBGKP_04509","OAJCOHFM_04385","MMJAGEHG_04490","BGKOLDCB_03353","CDDPGOFG_04206","EOBMODNK_04606","HFPEINND_04476","NCFACCIB_04100"
"dadX","","Alanine racemase, catabolic",581,581,1,1,4794,NA,NA,"",1070,1070,1070,"GECBOMLG_01660","NNIFEHJJ_02344","AMMIPIGE_01341","CNBCECDA_01165","MKNLEGFG_00071","ONBKJHEC_00337","JDGPEFCB_01935","KKHOBGKP_00677","OAJCOHFM_00071","MMJAGEHG_01667","BGKOLDCB_02367","CDDPGOFG_01711","EOBMODNK_01889","HFPEINND_01933","NCFACCIB_01528"
"ppa","","Inorganic pyrophosphatase",581,581,1,1,6064,NA,NA,"",530,530,530,"GECBOMLG_00720","NNIFEHJJ_01359","AMMIPIGE_00209","CNBCECDA_01468","MKNLEGFG_03206","ONBKJHEC_03017","JDGPEFCB_01387","KKHOBGKP_02109","OAJCOHFM_02965","MMJAGEHG_01362","BGKOLDCB_03685","CDDPGOFG_02333","EOBMODNK_03521","HFPEINND_01363","NCFACCIB_02517"
"group_5414","","hypothetical protein",581,581,1,1,1946,NA,NA,"",629,629,629,"GECBOMLG_04301","NNIFEHJJ_04578","AMMIPIGE_04612","CNBCECDA_04532","MKNLEGFG_04277","ONBKJHEC_04424","JDGPEFCB_04514","KKHOBGKP_04551","OAJCOHFM_04461","MMJAGEHG_04546","BGKOLDCB_03266","CDDPGOFG_03923","EOBMODNK_04533","HFPEINND_04532","NCFACCIB_04176"
"citE_2","","Citrate lyase subunit beta",581,581,1,1,377,NA,NA,"",908,908,908,"GECBOMLG_03755","NNIFEHJJ_04015","AMMIPIGE_03719","CNBCECDA_04020","MKNLEGFG_02922","ONBKJHEC_03141","JDGPEFCB_04023","KKHOBGKP_03963","OAJCOHFM_03474","MMJAGEHG_03929","BGKOLDCB_01322","CDDPGOFG_01246","EOBMODNK_04128","HFPEINND_03952","NCFACCIB_02234"
"nirD","","Nitrite reductase (NADH) small subunit",581,581,1,1,1635,NA,NA,"",326,326,326,"GECBOMLG_03333","NNIFEHJJ_01930","AMMIPIGE_00780","CNBCECDA_00077","MKNLEGFG_01527","ONBKJHEC_01343","JDGPEFCB_02033","KKHOBGKP_02373","OAJCOHFM_01928","MMJAGEHG_02341","BGKOLDCB_03835","CDDPGOFG_03580","EOBMODNK_01492","HFPEINND_02032","NCFACCIB_00244"
"fliE","","Flagellar hook-basal body complex protein FliE",581,581,1,1,4627,NA,NA,"",314,314,314,"GECBOMLG_00092","NNIFEHJJ_00758","AMMIPIGE_01180","CNBCECDA_00506","MKNLEGFG_03504","ONBKJHEC_03397","JDGPEFCB_01061","KKHOBGKP_01808","OAJCOHFM_01807","MMJAGEHG_01062","BGKOLDCB_02987","CDDPGOFG_01976","EOBMODNK_01064","HFPEINND_01062","NCFACCIB_01365"
"fumD","","Fumarase D",581,581,1,1,5252,NA,NA,"",212,212,212,"GECBOMLG_02321","NNIFEHJJ_03179","AMMIPIGE_02479","CNBCECDA_03086","MKNLEGFG_03438","ONBKJHEC_03638","JDGPEFCB_03320","KKHOBGKP_00264","OAJCOHFM_00484","MMJAGEHG_03321","BGKOLDCB_00179","CDDPGOFG_00881","EOBMODNK_02723","HFPEINND_03321","NCFACCIB_00692"
"group_5419","","hypothetical protein",581,581,1,1,2746,NA,NA,"",410,410,410,"GECBOMLG_01124","NNIFEHJJ_00473","AMMIPIGE_04028","CNBCECDA_02815","MKNLEGFG_00973","ONBKJHEC_02207","JDGPEFCB_00194","KKHOBGKP_01220","OAJCOHFM_00939","MMJAGEHG_00195","BGKOLDCB_03624","CDDPGOFG_02452","EOBMODNK_00475","HFPEINND_00195","NCFACCIB_00345"
"group_5420","","hypothetical protein",581,581,1,1,3090,NA,NA,"",632,632,632,"GECBOMLG_02975","NNIFEHJJ_00073","AMMIPIGE_01976","CNBCECDA_02609","MKNLEGFG_00480","ONBKJHEC_01821","JDGPEFCB_00595","KKHOBGKP_00819","OAJCOHFM_01341","MMJAGEHG_00596","BGKOLDCB_03176","CDDPGOFG_03259","EOBMODNK_00073","HFPEINND_00596","NCFACCIB_03653"
"lplT","","Lysophospholipid transporter LplT",581,581,1,1,2898,NA,NA,"",1202,1202,1202,"GECBOMLG_01272","NNIFEHJJ_00325","AMMIPIGE_01723","CNBCECDA_02356","MKNLEGFG_00733","ONBKJHEC_02563","JDGPEFCB_00342","KKHOBGKP_01072","OAJCOHFM_01087","MMJAGEHG_00343","BGKOLDCB_01862","CDDPGOFG_02097","EOBMODNK_00327","HFPEINND_00343","NCFACCIB_02739"
"group_5422","","hypothetical protein",581,581,1,1,3040,NA,NA,"",1100,1100,1100,"GECBOMLG_02935","NNIFEHJJ_00033","AMMIPIGE_02016","CNBCECDA_02649","MKNLEGFG_00440","ONBKJHEC_01781","JDGPEFCB_00635","KKHOBGKP_00779","OAJCOHFM_01381","MMJAGEHG_00636","BGKOLDCB_03446","CDDPGOFG_03219","EOBMODNK_00033","HFPEINND_00636","NCFACCIB_04287"
"group_5423","","hypothetical protein",581,581,1,1,4534,NA,NA,"",362,362,362,"GECBOMLG_00177","NNIFEHJJ_00843","AMMIPIGE_01094","CNBCECDA_00591","MKNLEGFG_02225","ONBKJHEC_01055","JDGPEFCB_00976","KKHOBGKP_01723","OAJCOHFM_01722","MMJAGEHG_00977","BGKOLDCB_04262","CDDPGOFG_03368","EOBMODNK_00979","HFPEINND_00977","NCFACCIB_03332"
"group_5424","","hypothetical protein",581,581,1,1,3066,NA,NA,"",215,215,215,"GECBOMLG_02953","NNIFEHJJ_00051","AMMIPIGE_01998","CNBCECDA_02631","MKNLEGFG_00458","ONBKJHEC_01799","JDGPEFCB_00617","KKHOBGKP_00797","OAJCOHFM_01363","MMJAGEHG_00618","BGKOLDCB_03464","CDDPGOFG_03237","EOBMODNK_00051","HFPEINND_00618","NCFACCIB_04269"
"zraP","","Zinc resistance-associated protein",581,581,1,1,1525,NA,NA,"",455,455,455,"GECBOMLG_04557","NNIFEHJJ_04619","AMMIPIGE_04701","CNBCECDA_04648","MKNLEGFG_04566","ONBKJHEC_04597","JDGPEFCB_04595","KKHOBGKP_04594","OAJCOHFM_04470","MMJAGEHG_04605","BGKOLDCB_04364","CDDPGOFG_04491","EOBMODNK_04628","HFPEINND_04541","NCFACCIB_04326"
"trpR","","Trp operon repressor",581,581,1,1,80,NA,NA,"",326,326,326,"GECBOMLG_00559","NNIFEHJJ_01520","AMMIPIGE_00370","CNBCECDA_01307","MKNLEGFG_02661","ONBKJHEC_03320","JDGPEFCB_01226","KKHOBGKP_02270","OAJCOHFM_03709","MMJAGEHG_01523","BGKOLDCB_01052","CDDPGOFG_03701","EOBMODNK_03682","HFPEINND_01524","NCFACCIB_02948"
"yjhH","","putative 2-dehydro-3-deoxy-D-pentonate aldolase YjhH",581,581,1,1,1695,NA,NA,"",905,905,905,"GECBOMLG_03277","NNIFEHJJ_01874","AMMIPIGE_00724","CNBCECDA_00133","MKNLEGFG_01471","ONBKJHEC_01287","JDGPEFCB_02089","KKHOBGKP_02429","OAJCOHFM_01984","MMJAGEHG_02285","BGKOLDCB_01654","CDDPGOFG_03525","EOBMODNK_01436","HFPEINND_02088","NCFACCIB_00188"
"lepB","","Signal peptidase I",581,581,1,1,4073,NA,NA,"",974,974,974,"GECBOMLG_02418","NNIFEHJJ_02753","AMMIPIGE_04142","CNBCECDA_01960","MKNLEGFG_02144","ONBKJHEC_00409","JDGPEFCB_02390","KKHOBGKP_02731","OAJCOHFM_02285","MMJAGEHG_02391","BGKOLDCB_03551","CDDPGOFG_00021","EOBMODNK_02296","HFPEINND_02390","NCFACCIB_04004"
"group_5429","","hypothetical protein",581,581,1,1,763,NA,NA,"",131,131,131,"GECBOMLG_01841","NNIFEHJJ_02991","AMMIPIGE_02290","CNBCECDA_02093","MKNLEGFG_01292","ONBKJHEC_01637","JDGPEFCB_02839","KKHOBGKP_03523","OAJCOHFM_03391","MMJAGEHG_02948","BGKOLDCB_02090","CDDPGOFG_00676","EOBMODNK_02534","HFPEINND_02946","NCFACCIB_00838"
"ybgI","","GTP cyclohydrolase 1 type 2 ",581,581,1,1,291,NA,NA,"",743,743,743,"GECBOMLG_04207","NNIFEHJJ_04478","AMMIPIGE_04532","CNBCECDA_04428","MKNLEGFG_04049","ONBKJHEC_04226","JDGPEFCB_03933","KKHOBGKP_03873","OAJCOHFM_03564","MMJAGEHG_04019","BGKOLDCB_03824","CDDPGOFG_01156","EOBMODNK_04520","HFPEINND_04042","NCFACCIB_03911"
"ulaE_1","","L-ribulose-5-phosphate 3-epimerase UlaE",581,581,1,1,6034,NA,NA,"",854,854,854,"GECBOMLG_00748","NNIFEHJJ_01331","AMMIPIGE_00181","CNBCECDA_01496","MKNLEGFG_03178","ONBKJHEC_02989","JDGPEFCB_01415","KKHOBGKP_02080","OAJCOHFM_02993","MMJAGEHG_01334","BGKOLDCB_01431","CDDPGOFG_02361","EOBMODNK_03493","HFPEINND_01335","NCFACCIB_02489"
"nadA","","Quinolinate synthase A",581,581,1,1,264,NA,NA,"",1043,1043,1043,"GECBOMLG_04238","NNIFEHJJ_04508","AMMIPIGE_04563","CNBCECDA_04459","MKNLEGFG_04080","ONBKJHEC_04257","JDGPEFCB_03902","KKHOBGKP_03842","OAJCOHFM_03595","MMJAGEHG_04050","BGKOLDCB_04405","CDDPGOFG_01125","EOBMODNK_04488","HFPEINND_04074","NCFACCIB_03880"
"rpsP","","30S ribosomal protein S16",581,581,1,1,3021,NA,NA,"",248,248,248,"GECBOMLG_04619","NNIFEHJJ_00015","AMMIPIGE_02034","CNBCECDA_02667","MKNLEGFG_00422","ONBKJHEC_01763","JDGPEFCB_00653","KKHOBGKP_00761","OAJCOHFM_01399","MMJAGEHG_00654","BGKOLDCB_04093","CDDPGOFG_03201","EOBMODNK_00015","HFPEINND_00654","NCFACCIB_04449"
"ypjD","","Inner membrane protein YpjD",581,581,1,1,3023,NA,NA,"",791,791,791,"GECBOMLG_04617","NNIFEHJJ_00017","AMMIPIGE_02032","CNBCECDA_02665","MKNLEGFG_00424","ONBKJHEC_01765","JDGPEFCB_00651","KKHOBGKP_00763","OAJCOHFM_01397","MMJAGEHG_00652","BGKOLDCB_04091","CDDPGOFG_03203","EOBMODNK_00017","HFPEINND_00652","NCFACCIB_04447"
"lldD","","L-lactate dehydrogenase",581,581,1,1,1869,NA,NA,"",1190,1190,1190,"GECBOMLG_03417","NNIFEHJJ_01710","AMMIPIGE_00560","CNBCECDA_00298","MKNLEGFG_03308","ONBKJHEC_01123","JDGPEFCB_02253","KKHOBGKP_02594","OAJCOHFM_02148","MMJAGEHG_02120","BGKOLDCB_00150","CDDPGOFG_03076","EOBMODNK_01272","HFPEINND_02253","NCFACCIB_00024"
"ulaR","","HTH-type transcriptional regulator UlaR",581,581,1,1,6027,NA,NA,"",755,755,755,"GECBOMLG_00754","NNIFEHJJ_01325","AMMIPIGE_00175","CNBCECDA_01502","MKNLEGFG_03172","ONBKJHEC_02983","JDGPEFCB_01421","KKHOBGKP_02074","OAJCOHFM_02999","MMJAGEHG_01328","BGKOLDCB_01437","CDDPGOFG_02367","EOBMODNK_03487","HFPEINND_01329","NCFACCIB_02483"
"lsrC","","Autoinducer 2 import system permease protein LsrC",581,581,1,1,2295,NA,NA,"",1043,1043,1043,"GECBOMLG_03855","NNIFEHJJ_04156","AMMIPIGE_03578","CNBCECDA_03855","MKNLEGFG_03655","ONBKJHEC_02837","JDGPEFCB_04147","KKHOBGKP_04081","OAJCOHFM_04014","MMJAGEHG_04144","BGKOLDCB_03119","CDDPGOFG_02249","EOBMODNK_03987","HFPEINND_04168","NCFACCIB_03276"
"yidZ_2","","HTH-type transcriptional regulator YidZ",581,581,1,1,1404,NA,NA,"",959,959,959,"GECBOMLG_04118","NNIFEHJJ_04355","AMMIPIGE_04282","CNBCECDA_04213","MKNLEGFG_03720","ONBKJHEC_04029","JDGPEFCB_04359","KKHOBGKP_04276","OAJCOHFM_04296","MMJAGEHG_04427","BGKOLDCB_02192","CDDPGOFG_03634","EOBMODNK_04315","HFPEINND_04339","NCFACCIB_03460"
"ptsN","","Nitrogen regulatory protein",581,581,1,1,2575,NA,NA,"",491,491,491,"GECBOMLG_00960","NNIFEHJJ_00637","AMMIPIGE_03887","CNBCECDA_02979","MKNLEGFG_00809","ONBKJHEC_02043","JDGPEFCB_00030","KKHOBGKP_01384","OAJCOHFM_00775","MMJAGEHG_00031","BGKOLDCB_00590","CDDPGOFG_03845","EOBMODNK_00639","HFPEINND_00031","NCFACCIB_00509"
"pabB","","Aminodeoxychorismate synthase component 1",581,581,1,1,4772,NA,NA,"",1364,1364,1364,"GECBOMLG_01682","NNIFEHJJ_02366","AMMIPIGE_01319","CNBCECDA_01187","MKNLEGFG_00049","ONBKJHEC_00359","JDGPEFCB_01957","KKHOBGKP_00699","OAJCOHFM_00049","MMJAGEHG_01645","BGKOLDCB_02389","CDDPGOFG_01733","EOBMODNK_01911","HFPEINND_01955","NCFACCIB_01506"
