"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR980326","SRR28323393","NDSU20","SRR18233395","SRR1106157","SRR14766383","SRR10037239","SRR16506855","SRR14766328","SRR14766432","SRR27708426","SRR6310053","SRR5928609","SRR15146531","SRR17468265"
"eutC","","Ethanolamine ammonia-lyase light chain",581,581,1,1,4025,NA,NA,"",896,896,896,"ICDMIJBP_01698","OHOJMOPM_02855","CFFCAIFL_01553","PPEDBENP_00903","DECCOBHM_02567","JCMLOGCE_00600","OOMIMPCI_02971","MMJAGEHG_02518","EFNBFDBI_00515","MHLDJHJA_00744","IOLIIFNA_01325","DNOEEKHJ_02901","MAMFPLAJ_01485","ALBEMBBG_02853","IHODCDMG_02582"
"rdoA","","Serine/threonine protein kinase RdoA",581,581,1,1,2210,NA,NA,"",986,986,986,"ICDMIJBP_03999","OHOJMOPM_04604","CFFCAIFL_03338","PPEDBENP_03354","DECCOBHM_04278","JCMLOGCE_03852","OOMIMPCI_04286","MMJAGEHG_04064","EFNBFDBI_04029","MHLDJHJA_02089","IOLIIFNA_00860","DNOEEKHJ_03270","MAMFPLAJ_02944","ALBEMBBG_04597","IHODCDMG_04224"
"pxpC","","5-oxoprolinase subunit C",581,581,1,1,289,NA,NA,"",932,932,932,"ICDMIJBP_03662","OHOJMOPM_03908","CFFCAIFL_02864","PPEDBENP_04157","DECCOBHM_03982","JCMLOGCE_01711","OOMIMPCI_03990","MMJAGEHG_04021","EFNBFDBI_03945","MHLDJHJA_04007","IOLIIFNA_04049","DNOEEKHJ_04574","MAMFPLAJ_03249","ALBEMBBG_03839","IHODCDMG_04045"
"cysT","","Sulfate transport system permease protein CysT",581,581,1,1,4011,NA,NA,"",833,833,833,"ICDMIJBP_01684","OHOJMOPM_02841","CFFCAIFL_01539","PPEDBENP_00917","DECCOBHM_02581","JCMLOGCE_00614","OOMIMPCI_02957","MMJAGEHG_02532","EFNBFDBI_00529","MHLDJHJA_00730","IOLIIFNA_01339","DNOEEKHJ_02915","MAMFPLAJ_01499","ALBEMBBG_02839","IHODCDMG_02568"
"yfeO","","Putative ion-transport protein YfeO",581,581,1,1,3975,NA,NA,"",1235,1235,1235,"ICDMIJBP_01643","OHOJMOPM_02800","CFFCAIFL_01498","PPEDBENP_00958","DECCOBHM_02622","JCMLOGCE_00655","OOMIMPCI_02916","MMJAGEHG_02573","EFNBFDBI_00569","MHLDJHJA_00689","IOLIIFNA_01380","DNOEEKHJ_02956","MAMFPLAJ_01540","ALBEMBBG_02798","IHODCDMG_02527"
"priB","","Primosomal replication protein N",581,581,1,1,6038,NA,NA,"",314,314,314,"ICDMIJBP_03346","OHOJMOPM_02019","CFFCAIFL_00792","PPEDBENP_00259","DECCOBHM_01414","JCMLOGCE_01588","OOMIMPCI_02159","MMJAGEHG_01338","EFNBFDBI_01843","MHLDJHJA_01909","IOLIIFNA_01082","DNOEEKHJ_01746","MAMFPLAJ_03569","ALBEMBBG_02018","IHODCDMG_01340"
"sbmC","","DNA gyrase inhibitor",581,581,1,1,5725,NA,NA,"",467,467,467,"ICDMIJBP_02981","OHOJMOPM_03515","CFFCAIFL_02582","PPEDBENP_03528","DECCOBHM_03627","JCMLOGCE_03782","OOMIMPCI_03630","MMJAGEHG_03487","EFNBFDBI_03813","MHLDJHJA_03303","IOLIIFNA_03632","DNOEEKHJ_04024","MAMFPLAJ_02827","ALBEMBBG_03512","IHODCDMG_03514"
"gstA","","Glutathione S-transferase GstA",581,581,1,1,5185,NA,NA,"",605,605,605,"ICDMIJBP_02831","OHOJMOPM_00418","CFFCAIFL_02397","PPEDBENP_01760","DECCOBHM_03117","JCMLOGCE_00968","OOMIMPCI_00330","MMJAGEHG_03387","EFNBFDBI_02972","MHLDJHJA_01433","IOLIIFNA_03446","DNOEEKHJ_02830","MAMFPLAJ_00011","ALBEMBBG_00415","IHODCDMG_03384"
"group_5292","","hypothetical protein",581,581,1,1,2629,NA,NA,"",443,443,443,"ICDMIJBP_00585","OHOJMOPM_00828","CFFCAIFL_00452","PPEDBENP_02982","DECCOBHM_00586","JCMLOGCE_02763","OOMIMPCI_01330","MMJAGEHG_00084","EFNBFDBI_02681","MHLDJHJA_00238","IOLIIFNA_01498","DNOEEKHJ_00083","MAMFPLAJ_03884","ALBEMBBG_01263","IHODCDMG_00084"
"ompW","","Outer membrane protein W",581,581,1,1,4866,NA,NA,"",638,638,638,"ICDMIJBP_01348","OHOJMOPM_00141","CFFCAIFL_01841","PPEDBENP_01875","DECCOBHM_02281","JCMLOGCE_01137","OOMIMPCI_00607","MMJAGEHG_01737","EFNBFDBI_01555","MHLDJHJA_00858","IOLIIFNA_00645","DNOEEKHJ_01222","MAMFPLAJ_00343","ALBEMBBG_00141","IHODCDMG_01738"
"setB","","Sugar efflux transporter B",581,581,1,1,5936,NA,NA,"",1181,1181,1181,"ICDMIJBP_03132","OHOJMOPM_03363","CFFCAIFL_02430","PPEDBENP_02772","DECCOBHM_03475","JCMLOGCE_02076","OOMIMPCI_03478","MMJAGEHG_03638","EFNBFDBI_02823","MHLDJHJA_02057","IOLIIFNA_02115","DNOEEKHJ_03140","MAMFPLAJ_03084","ALBEMBBG_03360","IHODCDMG_03665"
"anmK","","Anhydro-N-acetylmuramic acid kinase",581,581,1,1,5191,NA,NA,"",1121,1121,1121,"ICDMIJBP_02825","OHOJMOPM_00424","CFFCAIFL_02391","PPEDBENP_01754","DECCOBHM_03123","JCMLOGCE_00962","OOMIMPCI_00324","MMJAGEHG_03381","EFNBFDBI_02966","MHLDJHJA_01439","IOLIIFNA_03452","DNOEEKHJ_02824","MAMFPLAJ_00017","ALBEMBBG_00421","IHODCDMG_03378"
"iscA","","Iron-binding protein IscA",581,581,1,1,4114,NA,NA,"",323,323,323,"ICDMIJBP_01785","OHOJMOPM_02943","CFFCAIFL_01641","PPEDBENP_00816","DECCOBHM_02480","JCMLOGCE_02946","OOMIMPCI_03058","MMJAGEHG_02431","EFNBFDBI_00428","MHLDJHJA_04243","IOLIIFNA_04511","DNOEEKHJ_03895","MAMFPLAJ_03370","ALBEMBBG_02941","IHODCDMG_02669"
"rpoE","","ECF RNA polymerase sigma-E factor",581,581,1,1,4068,NA,NA,"",575,575,575,"ICDMIJBP_01830","OHOJMOPM_02988","CFFCAIFL_01686","PPEDBENP_00771","DECCOBHM_02435","JCMLOGCE_02901","OOMIMPCI_03103","MMJAGEHG_02386","EFNBFDBI_00383","MHLDJHJA_04046","IOLIIFNA_03229","DNOEEKHJ_03940","MAMFPLAJ_04256","ALBEMBBG_02986","IHODCDMG_02714"
"group_5298","","hypothetical protein",581,581,1,1,2073,NA,NA,"",668,668,668,"ICDMIJBP_03226","OHOJMOPM_01899","CFFCAIFL_00911","PPEDBENP_00379","DECCOBHM_01534","JCMLOGCE_02514","OOMIMPCI_02280","MMJAGEHG_01218","EFNBFDBI_01724","MHLDJHJA_01789","IOLIIFNA_03389","DNOEEKHJ_01866","MAMFPLAJ_02497","ALBEMBBG_01898","IHODCDMG_01220"
"ychQ","","Protein YchQ",581,581,1,1,4825,NA,NA,"",389,389,389,"ICDMIJBP_01389","OHOJMOPM_00100","CFFCAIFL_01800","PPEDBENP_01916","DECCOBHM_02322","JCMLOGCE_03152","OOMIMPCI_00648","MMJAGEHG_01696","EFNBFDBI_01514","MHLDJHJA_00817","IOLIIFNA_00686","DNOEEKHJ_01181","MAMFPLAJ_03801","ALBEMBBG_00100","IHODCDMG_01697"
"group_5300","","hypothetical protein",581,581,1,1,2886,NA,NA,"",455,455,455,"ICDMIJBP_00338","OHOJMOPM_01075","CFFCAIFL_00205","PPEDBENP_02370","DECCOBHM_00339","JCMLOGCE_00074","OOMIMPCI_01083","MMJAGEHG_00331","EFNBFDBI_01430","MHLDJHJA_01619","IOLIIFNA_00389","DNOEEKHJ_00331","MAMFPLAJ_02127","ALBEMBBG_01016","IHODCDMG_00331"
"group_5301","","hypothetical protein",581,581,1,1,5469,NA,NA,"",224,224,224,"ICDMIJBP_02559","OHOJMOPM_00689","CFFCAIFL_02126","PPEDBENP_01489","DECCOBHM_03388","JCMLOGCE_02834","OOMIMPCI_00059","MMJAGEHG_03116","EFNBFDBI_01985","MHLDJHJA_02439","IOLIIFNA_01640","DNOEEKHJ_02559","MAMFPLAJ_00281","ALBEMBBG_00686","IHODCDMG_03113"
"rspR","","HTH-type transcriptional repressor RspR",581,581,1,1,5118,NA,NA,"",686,686,686,"ICDMIJBP_01130","OHOJMOPM_00359","CFFCAIFL_02058","PPEDBENP_02695","DECCOBHM_02063","JCMLOGCE_03032","OOMIMPCI_00389","MMJAGEHG_01955","EFNBFDBI_03328","MHLDJHJA_03186","IOLIIFNA_03183","DNOEEKHJ_01439","MAMFPLAJ_00559","ALBEMBBG_00356","IHODCDMG_01955"
"group_5303","","hypothetical protein",581,581,1,1,3089,NA,NA,"",239,239,239,"ICDMIJBP_00072","OHOJMOPM_01342","CFFCAIFL_03546","PPEDBENP_02510","DECCOBHM_00072","JCMLOGCE_02394","OOMIMPCI_00817","MMJAGEHG_00597","EFNBFDBI_01063","MHLDJHJA_02335","IOLIIFNA_00811","DNOEEKHJ_00597","MAMFPLAJ_01075","ALBEMBBG_00749","IHODCDMG_00598"
"yfcJ_2","","putative MFS-type transporter YfcJ",581,581,1,1,3930,NA,NA,"",869,869,869,"ICDMIJBP_01604","OHOJMOPM_02761","CFFCAIFL_01459","PPEDBENP_00997","DECCOBHM_02661","JCMLOGCE_00694","OOMIMPCI_02877","MMJAGEHG_02612","EFNBFDBI_00608","MHLDJHJA_00650","IOLIIFNA_03048","DNOEEKHJ_02995","MAMFPLAJ_01706","ALBEMBBG_02759","IHODCDMG_02488"
"rsmF","","Ribosomal RNA small subunit methyltransferase F",581,581,1,1,4745,NA,NA,"",1541,1541,1541,"ICDMIJBP_01464","OHOJMOPM_00024","CFFCAIFL_01724","PPEDBENP_01991","DECCOBHM_02397","JCMLOGCE_03076","OOMIMPCI_00723","MMJAGEHG_01620","EFNBFDBI_03567","MHLDJHJA_03681","IOLIIFNA_02713","DNOEEKHJ_01105","MAMFPLAJ_04567","ALBEMBBG_00024","IHODCDMG_01621"
"group_5306","","hypothetical protein",581,581,1,1,1472,NA,NA,"",425,425,425,"ICDMIJBP_00703","OHOJMOPM_02312","CFFCAIFL_01308","PPEDBENP_00721","DECCOBHM_01980","JCMLOGCE_03682","OOMIMPCI_02380","MMJAGEHG_02038","EFNBFDBI_00333","MHLDJHJA_02894","IOLIIFNA_02381","DNOEEKHJ_01048","MAMFPLAJ_03319","ALBEMBBG_02608","IHODCDMG_02038"
"group_5307","","hypothetical protein",581,581,1,1,4610,NA,NA,"",227,227,227,"ICDMIJBP_04191","OHOJMOPM_01726","CFFCAIFL_03633","PPEDBENP_03672","DECCOBHM_01046","JCMLOGCE_02571","OOMIMPCI_01521","MMJAGEHG_01046","EFNBFDBI_03091","MHLDJHJA_02798","IOLIIFNA_04375","DNOEEKHJ_03668","MAMFPLAJ_01928","ALBEMBBG_01725","IHODCDMG_00777"
"group_5308","","hypothetical protein",581,581,1,1,1489,NA,NA,"",173,173,173,"ICDMIJBP_00720","OHOJMOPM_02329","CFFCAIFL_01291","PPEDBENP_00704","DECCOBHM_01963","JCMLOGCE_04070","OOMIMPCI_02397","MMJAGEHG_02055","EFNBFDBI_00316","MHLDJHJA_02877","IOLIIFNA_02364","DNOEEKHJ_01031","MAMFPLAJ_03651","ALBEMBBG_02591","IHODCDMG_02055"
"slyD","","FKBP-type peptidyl-prolyl cis-trans isomerase SlyD",581,581,1,1,1615,NA,NA,"",590,590,590,"ICDMIJBP_01025","OHOJMOPM_02634","CFFCAIFL_00985","PPEDBENP_00399","DECCOBHM_01657","JCMLOGCE_00483","OOMIMPCI_02703","MMJAGEHG_02361","EFNBFDBI_00010","MHLDJHJA_00556","IOLIIFNA_00010","DNOEEKHJ_00725","MAMFPLAJ_00783","ALBEMBBG_02286","IHODCDMG_02362"
"purH","","Bifunctional purine biosynthesis protein PurH",581,581,1,1,1521,NA,NA,"",1589,1589,1589,"ICDMIJBP_04585","OHOJMOPM_04509","CFFCAIFL_04633","PPEDBENP_04404","DECCOBHM_04530","JCMLOGCE_04235","OOMIMPCI_04663","MMJAGEHG_04601","EFNBFDBI_04523","MHLDJHJA_04496","IOLIIFNA_04467","DNOEEKHJ_04449","MAMFPLAJ_04514","ALBEMBBG_04488","IHODCDMG_04563"
"group_5311","","hypothetical protein",581,581,1,1,2907,NA,NA,"",470,470,470,"ICDMIJBP_00317","OHOJMOPM_01096","CFFCAIFL_00184","PPEDBENP_02349","DECCOBHM_00318","JCMLOGCE_00053","OOMIMPCI_01062","MMJAGEHG_00352","EFNBFDBI_01451","MHLDJHJA_01640","IOLIIFNA_00410","DNOEEKHJ_00352","MAMFPLAJ_02106","ALBEMBBG_00995","IHODCDMG_00352"
"yfeY","","putative protein YfeY",581,581,1,1,4015,NA,NA,"",575,575,575,"ICDMIJBP_01688","OHOJMOPM_02845","CFFCAIFL_01543","PPEDBENP_00913","DECCOBHM_02577","JCMLOGCE_00610","OOMIMPCI_02961","MMJAGEHG_02528","EFNBFDBI_00525","MHLDJHJA_00734","IOLIIFNA_01335","DNOEEKHJ_02911","MAMFPLAJ_01495","ALBEMBBG_02843","IHODCDMG_02572"
"yhdE","","dTTP/UTP pyrophosphatase",581,581,1,1,1959,NA,NA,"",593,593,593,"ICDMIJBP_04531","OHOJMOPM_04416","CFFCAIFL_04415","PPEDBENP_04278","DECCOBHM_04460","JCMLOGCE_04010","OOMIMPCI_04557","MMJAGEHG_04533","EFNBFDBI_04147","MHLDJHJA_04125","IOLIIFNA_03788","DNOEEKHJ_04275","MAMFPLAJ_03956","ALBEMBBG_04416","IHODCDMG_04457"
"pspC","","Phage shock protein C",581,581,1,1,4915,NA,NA,"",359,359,359,"ICDMIJBP_01303","OHOJMOPM_00186","CFFCAIFL_01886","PPEDBENP_01830","DECCOBHM_02236","JCMLOGCE_01092","OOMIMPCI_00562","MMJAGEHG_01782","EFNBFDBI_01600","MHLDJHJA_00903","IOLIIFNA_00600","DNOEEKHJ_01267","MAMFPLAJ_00387","ALBEMBBG_00186","IHODCDMG_01783"
"zur","","Zinc uptake regulation protein",581,581,1,1,2047,NA,NA,"",515,515,515,"ICDMIJBP_03201","OHOJMOPM_01874","CFFCAIFL_00936","PPEDBENP_04132","DECCOBHM_01559","JCMLOGCE_02489","OOMIMPCI_02305","MMJAGEHG_01193","EFNBFDBI_03794","MHLDJHJA_03787","IOLIIFNA_02518","DNOEEKHJ_04243","MAMFPLAJ_03841","ALBEMBBG_01873","IHODCDMG_01195"
"ftsB","","Cell division protein FtsB",581,581,1,1,2984,NA,NA,"",311,311,311,"ICDMIJBP_00240","OHOJMOPM_01173","CFFCAIFL_00106","PPEDBENP_02272","DECCOBHM_00240","JCMLOGCE_02226","OOMIMPCI_00985","MMJAGEHG_00429","EFNBFDBI_01232","MHLDJHJA_01717","IOLIIFNA_00487","DNOEEKHJ_00429","MAMFPLAJ_01243","ALBEMBBG_00917","IHODCDMG_00429"
"dsbB","","Disulfide bond formation protein B",581,581,1,1,4789,NA,NA,"",530,530,530,"ICDMIJBP_01423","OHOJMOPM_00066","CFFCAIFL_01766","PPEDBENP_01950","DECCOBHM_02356","JCMLOGCE_03118","OOMIMPCI_00682","MMJAGEHG_01662","EFNBFDBI_03609","MHLDJHJA_03640","IOLIIFNA_02672","DNOEEKHJ_01147","MAMFPLAJ_03284","ALBEMBBG_00066","IHODCDMG_01663"
"malK","","Maltose/maltodextrin import ATP-binding protein MalK",581,581,1,1,2035,NA,NA,"",1109,1109,1109,"ICDMIJBP_03190","OHOJMOPM_01863","CFFCAIFL_00946","PPEDBENP_04121","DECCOBHM_01570","JCMLOGCE_02478","OOMIMPCI_02316","MMJAGEHG_01183","EFNBFDBI_03783","MHLDJHJA_03776","IOLIIFNA_02529","DNOEEKHJ_04232","MAMFPLAJ_03851","ALBEMBBG_01862","IHODCDMG_01184"
"frlR","","putative fructoselysine utilization operon transcriptional repressor",581,581,1,1,5865,NA,NA,"",746,746,746,"ICDMIJBP_03068","OHOJMOPM_03428","CFFCAIFL_02495","PPEDBENP_02837","DECCOBHM_03540","JCMLOGCE_02011","OOMIMPCI_03543","MMJAGEHG_03574","EFNBFDBI_02760","MHLDJHJA_01993","IOLIIFNA_02051","DNOEEKHJ_03205","MAMFPLAJ_02680","ALBEMBBG_03425","IHODCDMG_03601"
"group_5320","","hypothetical protein",581,581,1,1,1482,NA,NA,"",92,92,92,"ICDMIJBP_00713","OHOJMOPM_02322","CFFCAIFL_01298","PPEDBENP_00711","DECCOBHM_01970","JCMLOGCE_03692","OOMIMPCI_02390","MMJAGEHG_02048","EFNBFDBI_00323","MHLDJHJA_02884","IOLIIFNA_02371","DNOEEKHJ_01038","MAMFPLAJ_03309","ALBEMBBG_02598","IHODCDMG_02048"
"group_5321","","hypothetical protein",581,581,1,1,1746,NA,NA,"",578,578,578,"ICDMIJBP_00899","OHOJMOPM_02508","CFFCAIFL_01111","PPEDBENP_00525","DECCOBHM_01783","JCMLOGCE_00357","OOMIMPCI_02577","MMJAGEHG_02235","EFNBFDBI_00136","MHLDJHJA_00430","IOLIIFNA_00136","DNOEEKHJ_00851","MAMFPLAJ_00657","ALBEMBBG_02412","IHODCDMG_02236"
"rpmA","","50S ribosomal protein L27",581,581,1,1,2594,NA,NA,"",257,257,257,"ICDMIJBP_00619","OHOJMOPM_00794","CFFCAIFL_00486","PPEDBENP_02948","DECCOBHM_00620","JCMLOGCE_02728","OOMIMPCI_01364","MMJAGEHG_00050","EFNBFDBI_02647","MHLDJHJA_00272","IOLIIFNA_01464","DNOEEKHJ_00049","MAMFPLAJ_02961","ALBEMBBG_01297","IHODCDMG_00050"
"galS_2","","HTH-type transcriptional regulator GalS",581,581,1,1,5917,NA,NA,"",1022,1022,1022,"ICDMIJBP_03116","OHOJMOPM_03380","CFFCAIFL_02447","PPEDBENP_02789","DECCOBHM_03492","JCMLOGCE_02060","OOMIMPCI_03495","MMJAGEHG_03622","EFNBFDBI_02808","MHLDJHJA_02041","IOLIIFNA_02099","DNOEEKHJ_03157","MAMFPLAJ_03067","ALBEMBBG_03377","IHODCDMG_03649"
"appX","","Putative cytochrome bd-II ubiquinol oxidase subunit AppX",581,581,1,1,4802,NA,NA,"",89,89,89,"ICDMIJBP_01410","OHOJMOPM_00079","CFFCAIFL_01779","PPEDBENP_01937","DECCOBHM_02343","JCMLOGCE_03131","OOMIMPCI_00669","MMJAGEHG_01675","EFNBFDBI_03622","MHLDJHJA_03627","IOLIIFNA_02659","DNOEEKHJ_01160","MAMFPLAJ_03297","ALBEMBBG_00079","IHODCDMG_01676"
"group_5325","","hypothetical protein",581,581,1,1,765,NA,NA,"",1403,1403,1403,"ICDMIJBP_02390","OHOJMOPM_03223","CFFCAIFL_03950","PPEDBENP_01223","DECCOBHM_02887","JCMLOGCE_02091","OOMIMPCI_03229","MMJAGEHG_02950","EFNBFDBI_00772","MHLDJHJA_01305","IOLIIFNA_00264","DNOEEKHJ_01986","MAMFPLAJ_00931","ALBEMBBG_03111","IHODCDMG_02949"
"alsT_2","","Amino-acid carrier protein AlsT",581,581,1,1,58,NA,NA,"",1430,1430,1430,"ICDMIJBP_03945","OHOJMOPM_02227","CFFCAIFL_00584","PPEDBENP_00051","DECCOBHM_01204","JCMLOGCE_03261","OOMIMPCI_01950","MMJAGEHG_01546","EFNBFDBI_02328","MHLDJHJA_03738","IOLIIFNA_02193","DNOEEKHJ_01538","MAMFPLAJ_01629","ALBEMBBG_02226","IHODCDMG_01548"
"group_5327","","hypothetical protein",581,581,1,1,3639,NA,NA,"",665,665,665,"ICDMIJBP_04459","OHOJMOPM_04352","CFFCAIFL_04445","PPEDBENP_04244","DECCOBHM_04486","JCMLOGCE_04310","OOMIMPCI_04583","MMJAGEHG_04499","EFNBFDBI_04172","MHLDJHJA_04150","IOLIIFNA_04030","DNOEEKHJ_04344","MAMFPLAJ_03453","ALBEMBBG_04382","IHODCDMG_04491"
"group_5328","","hypothetical protein",581,581,1,1,4103,NA,NA,"",638,638,638,"ICDMIJBP_01796","OHOJMOPM_02954","CFFCAIFL_01652","PPEDBENP_00805","DECCOBHM_02469","JCMLOGCE_02935","OOMIMPCI_03069","MMJAGEHG_02420","EFNBFDBI_00417","MHLDJHJA_04254","IOLIIFNA_03263","DNOEEKHJ_03906","MAMFPLAJ_03359","ALBEMBBG_02952","IHODCDMG_02680"
"group_5329","","hypothetical protein",581,581,1,1,6021,NA,NA,"",638,638,638,"ICDMIJBP_03330","OHOJMOPM_02003","CFFCAIFL_00808","PPEDBENP_00275","DECCOBHM_01430","JCMLOGCE_01572","OOMIMPCI_02175","MMJAGEHG_01322","EFNBFDBI_01827","MHLDJHJA_01893","IOLIIFNA_01098","DNOEEKHJ_01762","MAMFPLAJ_03585","ALBEMBBG_02002","IHODCDMG_01324"
"prpB","","2-methylisocitrate lyase",581,581,1,1,756,NA,NA,"",887,887,887,"ICDMIJBP_02381","OHOJMOPM_03214","CFFCAIFL_03959","PPEDBENP_01232","DECCOBHM_02896","JCMLOGCE_02082","OOMIMPCI_03238","MMJAGEHG_02941","EFNBFDBI_00781","MHLDJHJA_01314","IOLIIFNA_00273","DNOEEKHJ_01995","MAMFPLAJ_00940","ALBEMBBG_03120","IHODCDMG_02940"
"artM_1","","Arginine ABC transporter permease protein ArtM",581,581,1,1,4327,NA,NA,"",668,668,668,"ICDMIJBP_02047","OHOJMOPM_01472","CFFCAIFL_03464","PPEDBENP_03832","DECCOBHM_00792","JCMLOGCE_01891","OOMIMPCI_01776","MMJAGEHG_00792","EFNBFDBI_02258","MHLDJHJA_01201","IOLIIFNA_01970","DNOEEKHJ_02330","MAMFPLAJ_02008","ALBEMBBG_01470","IHODCDMG_01031"
"ratA","","Ribosome association toxin RatA",581,581,1,1,3031,NA,NA,"",437,437,437,"ICDMIJBP_00025","OHOJMOPM_04246","CFFCAIFL_03593","PPEDBENP_02557","DECCOBHM_00025","JCMLOGCE_02442","OOMIMPCI_00770","MMJAGEHG_00644","EFNBFDBI_01016","MHLDJHJA_04387","IOLIIFNA_04314","DNOEEKHJ_00644","MAMFPLAJ_03137","ALBEMBBG_04311","IHODCDMG_00645"
"group_5333","","hypothetical protein",581,581,1,1,3655,NA,NA,"",206,206,206,"ICDMIJBP_04475","OHOJMOPM_04368","CFFCAIFL_04461","PPEDBENP_04228","DECCOBHM_04502","JCMLOGCE_04326","OOMIMPCI_04599","MMJAGEHG_04483","EFNBFDBI_04188","MHLDJHJA_04166","IOLIIFNA_04014","DNOEEKHJ_04328","MAMFPLAJ_03469","ALBEMBBG_04366","IHODCDMG_04507"
"yidA_2","","Sugar phosphatase YidA",581,581,1,1,1416,NA,NA,"",845,845,845,"ICDMIJBP_04438","OHOJMOPM_04209","CFFCAIFL_04073","PPEDBENP_03967","DECCOBHM_04381","JCMLOGCE_03463","OOMIMPCI_04430","MMJAGEHG_04439","EFNBFDBI_03645","MHLDJHJA_03382","IOLIIFNA_02863","DNOEEKHJ_04190","MAMFPLAJ_03047","ALBEMBBG_04216","IHODCDMG_04368"
"diaA","","DnaA initiator-associating protein DiaA",581,581,1,1,2633,NA,NA,"",590,590,590,"ICDMIJBP_00581","OHOJMOPM_00832","CFFCAIFL_00448","PPEDBENP_02986","DECCOBHM_00582","JCMLOGCE_02767","OOMIMPCI_01326","MMJAGEHG_00088","EFNBFDBI_02685","MHLDJHJA_00234","IOLIIFNA_01502","DNOEEKHJ_00087","MAMFPLAJ_03888","ALBEMBBG_01259","IHODCDMG_00088"
"ybjM","","Inner membrane protein YbjM",581,581,1,1,4309,NA,NA,"",377,377,377,"ICDMIJBP_02063","OHOJMOPM_01456","CFFCAIFL_03448","PPEDBENP_03816","DECCOBHM_00776","JCMLOGCE_01907","OOMIMPCI_01792","MMJAGEHG_00776","EFNBFDBI_02242","MHLDJHJA_01217","IOLIIFNA_01986","DNOEEKHJ_02314","MAMFPLAJ_02024","ALBEMBBG_01454","IHODCDMG_01047"
"cbiF","","Cobalt-precorrin-4 C(11)-methyltransferase",581,581,1,1,5689,NA,NA,"",773,773,773,"ICDMIJBP_02948","OHOJMOPM_03548","CFFCAIFL_02615","PPEDBENP_03561","DECCOBHM_03660","JCMLOGCE_04125","OOMIMPCI_03663","MMJAGEHG_03454","EFNBFDBI_03846","MHLDJHJA_03270","IOLIIFNA_03944","DNOEEKHJ_03991","MAMFPLAJ_02794","ALBEMBBG_03545","IHODCDMG_03481"
"sxy","","Protein Sxy",581,581,1,1,4490,NA,NA,"",605,605,605,"ICDMIJBP_01901","OHOJMOPM_01618","CFFCAIFL_04377","PPEDBENP_03139","DECCOBHM_00938","JCMLOGCE_04043","OOMIMPCI_01629","MMJAGEHG_00938","EFNBFDBI_03534","MHLDJHJA_01055","IOLIIFNA_02573","DNOEEKHJ_02476","MAMFPLAJ_04107","ALBEMBBG_01616","IHODCDMG_00885"
"kdpC","","Potassium-transporting ATPase KdpC subunit",581,581,1,1,297,NA,NA,"",584,584,584,"ICDMIJBP_03670","OHOJMOPM_03900","CFFCAIFL_02872","PPEDBENP_04149","DECCOBHM_03990","JCMLOGCE_01719","OOMIMPCI_03998","MMJAGEHG_04013","EFNBFDBI_03937","MHLDJHJA_04015","IOLIIFNA_04041","DNOEEKHJ_04582","MAMFPLAJ_03257","ALBEMBBG_03847","IHODCDMG_04037"
"group_5340","","hypothetical protein",581,581,1,1,6018,NA,NA,"",1070,1070,1070,"ICDMIJBP_03327","OHOJMOPM_02000","CFFCAIFL_00811","PPEDBENP_00278","DECCOBHM_01433","JCMLOGCE_01569","OOMIMPCI_02178","MMJAGEHG_01319","EFNBFDBI_01824","MHLDJHJA_01890","IOLIIFNA_01101","DNOEEKHJ_01765","MAMFPLAJ_03588","ALBEMBBG_01999","IHODCDMG_01321"
"yciE","","Protein YciE",581,581,1,1,4868,NA,NA,"",506,506,506,"ICDMIJBP_01346","OHOJMOPM_00143","CFFCAIFL_01843","PPEDBENP_01873","DECCOBHM_02279","JCMLOGCE_01135","OOMIMPCI_00605","MMJAGEHG_01739","EFNBFDBI_01557","MHLDJHJA_00860","IOLIIFNA_00643","DNOEEKHJ_01224","MAMFPLAJ_00345","ALBEMBBG_00143","IHODCDMG_01740"
"hisA","","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase",581,581,1,1,5741,NA,NA,"",737,737,737,"ICDMIJBP_02996","OHOJMOPM_03500","CFFCAIFL_02567","PPEDBENP_03513","DECCOBHM_03612","JCMLOGCE_03797","OOMIMPCI_03615","MMJAGEHG_03502","EFNBFDBI_04419","MHLDJHJA_03318","IOLIIFNA_03647","DNOEEKHJ_04039","MAMFPLAJ_04282","ALBEMBBG_03497","IHODCDMG_03529"
"hisF","","Imidazole glycerol phosphate synthase subunit HisF",581,581,1,1,5742,NA,NA,"",776,776,776,"ICDMIJBP_02997","OHOJMOPM_03499","CFFCAIFL_02566","PPEDBENP_03512","DECCOBHM_03611","JCMLOGCE_03798","OOMIMPCI_03614","MMJAGEHG_03503","EFNBFDBI_04420","MHLDJHJA_03319","IOLIIFNA_03648","DNOEEKHJ_04040","MAMFPLAJ_04281","ALBEMBBG_03496","IHODCDMG_03530"
