"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766330","SRR17518186","SRR14766411","SRR1334125","NDSU3","SRR3097528","SRR3097456","SRR5905071","SRR2102508","SRR28412151","SRR19397116","SRR15712217","SRR14766455","SRR6475644","SRR5928609"
"murQ","","N-acetylmuramic acid 6-phosphate etherase",581,581,1,1,4084,NA,NA,"",893,893,893,"POPOBFCK_02068","CBIADFLF_02033","IABIGAJC_03860","AOJNFOHD_02786","EOMJMOHL_01873","ALLEBCBP_03506","PIILDIKB_01599","JHIKAEHP_00958","PEGBKDIG_01653","CAFPMJGF_04136","KKIADDGI_02803","BMHAMMBM_02068","BHJELCCI_03736","JMHMHBON_02667","MAMFPLAJ_04373"
"group_5909","","hypothetical protein",581,581,1,1,6180,NA,NA,"",302,302,302,"POPOBFCK_00609","CBIADFLF_00610","IABIGAJC_03219","AOJNFOHD_01969","EOMJMOHL_01226","ALLEBCBP_03286","PIILDIKB_03593","JHIKAEHP_03166","PEGBKDIG_02666","CAFPMJGF_02022","KKIADDGI_02280","BMHAMMBM_01349","BHJELCCI_03265","JMHMHBON_01537","MAMFPLAJ_01556"
"agaC_1","","N-acetylgalactosamine permease IIC component 1",581,581,1,1,6192,NA,NA,"",779,779,779,"POPOBFCK_00601","CBIADFLF_00602","IABIGAJC_03211","AOJNFOHD_01977","EOMJMOHL_01218","ALLEBCBP_03294","PIILDIKB_03601","JHIKAEHP_03174","PEGBKDIG_02674","CAFPMJGF_02014","KKIADDGI_02288","BMHAMMBM_01341","BHJELCCI_03273","JMHMHBON_01529","MAMFPLAJ_01564"
"minD","","Septum site-determining protein MinD",581,581,1,1,4781,NA,NA,"",812,812,812,"POPOBFCK_00987","CBIADFLF_00989","IABIGAJC_01986","AOJNFOHD_01105","EOMJMOHL_01047","ALLEBCBP_00299","PIILDIKB_01254","JHIKAEHP_04110","PEGBKDIG_02407","CAFPMJGF_00688","KKIADDGI_00691","BMHAMMBM_00686","BHJELCCI_00351","JMHMHBON_00690","MAMFPLAJ_03276"
"sthA","","Soluble pyridine nucleotide transhydrogenase",581,581,1,1,2150,NA,NA,"",1400,1400,1400,"POPOBFCK_03857","CBIADFLF_04067","IABIGAJC_03411","AOJNFOHD_04097","EOMJMOHL_04034","ALLEBCBP_03675","PIILDIKB_03854","JHIKAEHP_03591","PEGBKDIG_03144","CAFPMJGF_03967","KKIADDGI_04203","BMHAMMBM_04092","BHJELCCI_02866","JMHMHBON_04019","MAMFPLAJ_02404"
"epmC","","Elongation factor P hydroxylase",581,581,1,1,3942,NA,NA,"",548,548,548,"POPOBFCK_01867","CBIADFLF_01832","IABIGAJC_01803","AOJNFOHD_02585","EOMJMOHL_01672","ALLEBCBP_02622","PIILDIKB_01799","JHIKAEHP_01158","PEGBKDIG_01853","CAFPMJGF_03179","KKIADDGI_03002","BMHAMMBM_02268","BHJELCCI_01546","JMHMHBON_02866","MAMFPLAJ_01696"
"slt","","Soluble lytic murein transglycosylase",581,581,1,1,81,NA,NA,"",1937,1937,1937,"POPOBFCK_00560","CBIADFLF_00561","IABIGAJC_03170","AOJNFOHD_02018","EOMJMOHL_01177","ALLEBCBP_03335","PIILDIKB_03642","JHIKAEHP_03215","PEGBKDIG_02715","CAFPMJGF_01973","KKIADDGI_02329","BMHAMMBM_01300","BHJELCCI_03314","JMHMHBON_01488","MAMFPLAJ_01605"
"bepF","","Efflux pump periplasmic linker BepF",581,581,1,1,775,NA,NA,"",1226,1226,1226,"POPOBFCK_02201","CBIADFLF_02632","IABIGAJC_01138","AOJNFOHD_03222","EOMJMOHL_00102","ALLEBCBP_02241","PIILDIKB_02153","JHIKAEHP_02059","PEGBKDIG_02000","CAFPMJGF_02937","KKIADDGI_03573","BMHAMMBM_02962","BHJELCCI_01750","JMHMHBON_03220","MAMFPLAJ_00923"
"yhhJ","","Inner membrane transport permease YhhJ",581,581,1,1,1748,NA,NA,"",1124,1124,1124,"POPOBFCK_03364","CBIADFLF_01476","IABIGAJC_00807","AOJNFOHD_02322","EOMJMOHL_01999","ALLEBCBP_00850","PIILDIKB_00903","JHIKAEHP_01772","PEGBKDIG_00229","CAFPMJGF_02480","KKIADDGI_02634","BMHAMMBM_01807","BHJELCCI_00636","JMHMHBON_02498","MAMFPLAJ_00655"
"ybhC","","Putative acyl-CoA thioester hydrolase YbhC",581,581,1,1,4214,NA,NA,"",1283,1283,1283,"POPOBFCK_00019","CBIADFLF_00019","IABIGAJC_03960","AOJNFOHD_01179","EOMJMOHL_03926","ALLEBCBP_04089","PIILDIKB_03999","JHIKAEHP_04353","PEGBKDIG_02331","CAFPMJGF_01432","KKIADDGI_01272","BMHAMMBM_01207","BHJELCCI_03973","JMHMHBON_04453","MAMFPLAJ_02740"
"rob_2","","Right origin-binding protein",581,581,1,1,78,NA,NA,"",869,869,869,"POPOBFCK_00556","CBIADFLF_00557","IABIGAJC_03166","AOJNFOHD_02023","EOMJMOHL_01173","ALLEBCBP_03339","PIILDIKB_03646","JHIKAEHP_03219","PEGBKDIG_02719","CAFPMJGF_01969","KKIADDGI_02333","BMHAMMBM_01296","BHJELCCI_03318","JMHMHBON_01484","MAMFPLAJ_01609"
"pth","","Peptidyl-tRNA hydrolase",581,581,1,1,4816,NA,NA,"",584,584,584,"POPOBFCK_01020","CBIADFLF_01022","IABIGAJC_01953","AOJNFOHD_01072","EOMJMOHL_01014","ALLEBCBP_00332","PIILDIKB_01287","JHIKAEHP_02593","PEGBKDIG_02441","CAFPMJGF_00654","KKIADDGI_00658","BMHAMMBM_00653","BHJELCCI_00318","JMHMHBON_00657","MAMFPLAJ_03792"
"matP","","Macrodomain Ter protein",581,581,1,1,4487,NA,NA,"",452,452,452,"POPOBFCK_00267","CBIADFLF_00267","IABIGAJC_02994","AOJNFOHD_01428","EOMJMOHL_02945","ALLEBCBP_00018","PIILDIKB_04267","JHIKAEHP_00730","PEGBKDIG_03509","CAFPMJGF_01680","KKIADDGI_01024","BMHAMMBM_00961","BHJELCCI_02490","JMHMHBON_02051","MAMFPLAJ_04110"
"yciF","","Protein YciF",581,581,1,1,4869,NA,NA,"",503,503,503,"POPOBFCK_01073","CBIADFLF_01075","IABIGAJC_01395","AOJNFOHD_01019","EOMJMOHL_00961","ALLEBCBP_00385","PIILDIKB_01340","JHIKAEHP_02540","PEGBKDIG_02494","CAFPMJGF_00601","KKIADDGI_00605","BMHAMMBM_00600","BHJELCCI_00265","JMHMHBON_00604","MAMFPLAJ_00346"
"feoC","","putative [Fe-S]-dependent transcriptional repressor FeoC",581,581,1,1,1670,NA,NA,"",236,236,236,"POPOBFCK_03441","CBIADFLF_01399","IABIGAJC_00730","AOJNFOHD_02398","EOMJMOHL_01922","ALLEBCBP_00927","PIILDIKB_00980","JHIKAEHP_01849","PEGBKDIG_00306","CAFPMJGF_02403","KKIADDGI_02711","BMHAMMBM_01730","BHJELCCI_00713","JMHMHBON_02575","MAMFPLAJ_00732"
"flgL","","Flagellar hook-associated protein 3",581,581,1,1,5474,NA,NA,"",953,953,953,"POPOBFCK_02715","CBIADFLF_03348","IABIGAJC_03751","AOJNFOHD_03612","EOMJMOHL_02726","ALLEBCBP_01492","PIILDIKB_02306","JHIKAEHP_01338","PEGBKDIG_01321","CAFPMJGF_00051","KKIADDGI_00054","BMHAMMBM_00050","BHJELCCI_01060","JMHMHBON_00054","MAMFPLAJ_00286"
"flgH","","Flagellar L-ring protein",581,581,1,1,5479,NA,NA,"",665,665,665,"POPOBFCK_02719","CBIADFLF_03352","IABIGAJC_03755","AOJNFOHD_03608","EOMJMOHL_02722","ALLEBCBP_01488","PIILDIKB_02302","JHIKAEHP_01334","PEGBKDIG_01326","CAFPMJGF_00047","KKIADDGI_00050","BMHAMMBM_00046","BHJELCCI_01064","JMHMHBON_00050","MAMFPLAJ_00290"
"ribB","","3,4-dihydroxy-2-butanone 4-phosphate synthase",581,581,1,1,2702,NA,NA,"",653,653,653,"POPOBFCK_01490","CBIADFLF_02909","IABIGAJC_00154","AOJNFOHD_00154","EOMJMOHL_03628","ALLEBCBP_02879","PIILDIKB_00448","JHIKAEHP_03582","PEGBKDIG_00882","CAFPMJGF_01260","KKIADDGI_01444","BMHAMMBM_03238","BHJELCCI_02043","JMHMHBON_01260","MAMFPLAJ_01309"
"fpr","","Flavodoxin/ferredoxin--NADP reductase",581,581,1,1,2199,NA,NA,"",746,746,746,"POPOBFCK_03812","CBIADFLF_04112","IABIGAJC_03456","AOJNFOHD_04052","EOMJMOHL_04079","ALLEBCBP_03630","PIILDIKB_03809","JHIKAEHP_03636","PEGBKDIG_03189","CAFPMJGF_04012","KKIADDGI_04158","BMHAMMBM_04137","BHJELCCI_02821","JMHMHBON_04064","MAMFPLAJ_02359"
"aroD","","3-dehydroquinate dehydratase",581,581,1,1,5284,NA,NA,"",758,758,758,"POPOBFCK_02534","CBIADFLF_03167","IABIGAJC_02789","AOJNFOHD_00653","EOMJMOHL_00592","ALLEBCBP_01672","PIILDIKB_02487","JHIKAEHP_01519","PEGBKDIG_01140","CAFPMJGF_00232","KKIADDGI_00235","BMHAMMBM_00231","BHJELCCI_00879","JMHMHBON_00235","MAMFPLAJ_00106"
"yfcJ_1","","putative MFS-type transporter YfcJ",581,581,1,1,3931,NA,NA,"",293,293,293,"POPOBFCK_01858","CBIADFLF_01823","IABIGAJC_01812","AOJNFOHD_02576","EOMJMOHL_01663","ALLEBCBP_02613","PIILDIKB_01808","JHIKAEHP_01167","PEGBKDIG_03289","CAFPMJGF_03188","KKIADDGI_03011","BMHAMMBM_02277","BHJELCCI_01537","JMHMHBON_02875","MAMFPLAJ_01705"
"mobA","","Molybdenum cofactor guanylyltransferase",581,581,1,1,2208,NA,NA,"",584,584,584,"POPOBFCK_03721","CBIADFLF_04203","IABIGAJC_03547","AOJNFOHD_03961","EOMJMOHL_04709","ALLEBCBP_03539","PIILDIKB_03718","JHIKAEHP_03727","PEGBKDIG_03280","CAFPMJGF_04103","KKIADDGI_04067","BMHAMMBM_04228","BHJELCCI_02730","JMHMHBON_04155","MAMFPLAJ_02946"
"bcsZ","","Endoglucanase",581,581,1,1,1782,NA,NA,"",1109,1109,1109,"POPOBFCK_03331","CBIADFLF_01509","IABIGAJC_00840","AOJNFOHD_02289","EOMJMOHL_02032","ALLEBCBP_00817","PIILDIKB_00870","JHIKAEHP_01739","PEGBKDIG_00196","CAFPMJGF_02513","KKIADDGI_02601","BMHAMMBM_01840","BHJELCCI_00603","JMHMHBON_02465","MAMFPLAJ_00622"
"fliZ","","Regulator of sigma S factor FliZ",581,581,1,1,4641,NA,NA,"",551,551,551,"POPOBFCK_00406","CBIADFLF_00407","IABIGAJC_02166","AOJNFOHD_01567","EOMJMOHL_03084","ALLEBCBP_00157","PIILDIKB_01113","JHIKAEHP_00591","PEGBKDIG_03672","CAFPMJGF_01819","KKIADDGI_00885","BMHAMMBM_00822","BHJELCCI_03425","JMHMHBON_02190","MAMFPLAJ_01900"
"ggt","","Glutathione hydrolase proenzyme",581,581,1,1,1715,NA,NA,"",1742,1742,1742,"POPOBFCK_03397","CBIADFLF_01443","IABIGAJC_00774","AOJNFOHD_02355","EOMJMOHL_01966","ALLEBCBP_00883","PIILDIKB_00936","JHIKAEHP_01805","PEGBKDIG_00262","CAFPMJGF_02447","KKIADDGI_02667","BMHAMMBM_01774","BHJELCCI_00669","JMHMHBON_02531","MAMFPLAJ_00688"
"aaaT","","L-amino acid N-acetyltransferase AaaT",581,581,1,1,1710,NA,NA,"",488,488,488,"POPOBFCK_03402","CBIADFLF_01438","IABIGAJC_00769","AOJNFOHD_02360","EOMJMOHL_01961","ALLEBCBP_00888","PIILDIKB_00941","JHIKAEHP_01810","PEGBKDIG_00267","CAFPMJGF_02442","KKIADDGI_02672","BMHAMMBM_01769","BHJELCCI_00674","JMHMHBON_02536","MAMFPLAJ_00693"
"atpE","","ATP synthase subunit c",581,581,1,1,1380,NA,NA,"",239,239,239,"POPOBFCK_04305","CBIADFLF_04310","IABIGAJC_04192","AOJNFOHD_04586","EOMJMOHL_04323","ALLEBCBP_04018","PIILDIKB_00618","JHIKAEHP_04161","PEGBKDIG_03948","CAFPMJGF_04303","KKIADDGI_04343","BMHAMMBM_04335","BHJELCCI_03936","JMHMHBON_04291","MAMFPLAJ_03012"
"group_5935","","hypothetical protein",581,581,1,1,6024,NA,NA,"",275,275,275,"POPOBFCK_00758","CBIADFLF_00759","IABIGAJC_02569","AOJNFOHD_01820","EOMJMOHL_01374","ALLEBCBP_01891","PIILDIKB_02618","JHIKAEHP_02695","PEGBKDIG_01450","CAFPMJGF_02170","KKIADDGI_02132","BMHAMMBM_01497","BHJELCCI_02968","JMHMHBON_01685","MAMFPLAJ_03582"
"caiC","","Crotonobetaine/carnitine--CoA ligase",581,581,1,1,2526,NA,NA,"",1553,1553,1553,"POPOBFCK_04019","CBIADFLF_03683","IABIGAJC_03391","AOJNFOHD_03378","EOMJMOHL_03405","ALLEBCBP_02000","PIILDIKB_02987","JHIKAEHP_03413","PEGBKDIG_04293","CAFPMJGF_03591","KKIADDGI_03690","BMHAMMBM_03875","BHJELCCI_03154","JMHMHBON_03635","MAMFPLAJ_03706"
"yijD","","Inner membrane protein YijD",581,581,1,1,2148,NA,NA,"",359,359,359,"POPOBFCK_03859","CBIADFLF_04065","IABIGAJC_03409","AOJNFOHD_04099","EOMJMOHL_04032","ALLEBCBP_03677","PIILDIKB_03856","JHIKAEHP_03589","PEGBKDIG_03142","CAFPMJGF_03965","KKIADDGI_04205","BMHAMMBM_04090","BHJELCCI_02868","JMHMHBON_04017","MAMFPLAJ_02406"
"group_5938","","hypothetical protein",581,581,1,1,4942,NA,NA,"",254,254,254,"POPOBFCK_01141","CBIADFLF_01143","IABIGAJC_01463","AOJNFOHD_00951","EOMJMOHL_00893","ALLEBCBP_00453","PIILDIKB_01408","JHIKAEHP_02472","PEGBKDIG_02562","CAFPMJGF_00533","KKIADDGI_00537","BMHAMMBM_00532","BHJELCCI_00197","JMHMHBON_00536","MAMFPLAJ_00413"
"nagL","","Maleylpyruvate isomerase",581,581,1,1,5900,NA,NA,"",644,644,644,"POPOBFCK_03006","CBIADFLF_03460","IABIGAJC_02390","AOJNFOHD_02880","EOMJMOHL_03329","ALLEBCBP_02330","PIILDIKB_02806","JHIKAEHP_03057","PEGBKDIG_03042","CAFPMJGF_03368","KKIADDGI_03186","BMHAMMBM_03631","BHJELCCI_02667","JMHMHBON_03559","MAMFPLAJ_04164"
"group_5940","","hypothetical protein",581,581,1,1,3037,NA,NA,"",530,530,530,"POPOBFCK_03096","CBIADFLF_02376","IABIGAJC_00641","AOJNFOHD_04394","EOMJMOHL_03810","ALLEBCBP_04194","PIILDIKB_04212","JHIKAEHP_00029","PEGBKDIG_00395","CAFPMJGF_00773","KKIADDGI_01931","BMHAMMBM_02423","BHJELCCI_04392","JMHMHBON_00774","MAMFPLAJ_03141"
"vsr","","Very short patch repair protein",581,581,1,1,4603,NA,NA,"",470,470,470,"POPOBFCK_00372","CBIADFLF_00373","IABIGAJC_02200","AOJNFOHD_01533","EOMJMOHL_03050","ALLEBCBP_00123","PIILDIKB_01080","JHIKAEHP_00625","PEGBKDIG_03638","CAFPMJGF_01785","KKIADDGI_00919","BMHAMMBM_00856","BHJELCCI_03392","JMHMHBON_02156","MAMFPLAJ_01934"
"nlhH","","Carboxylesterase NlhH",581,581,1,1,2246,NA,NA,"",929,929,929,"POPOBFCK_03758","CBIADFLF_04166","IABIGAJC_03510","AOJNFOHD_03998","EOMJMOHL_04746","ALLEBCBP_03576","PIILDIKB_03755","JHIKAEHP_03690","PEGBKDIG_03243","CAFPMJGF_04066","KKIADDGI_04104","BMHAMMBM_04191","BHJELCCI_02767","JMHMHBON_04118","MAMFPLAJ_02909"
"group_5943","","hypothetical protein",581,581,1,1,4652,NA,NA,"",326,326,326,"POPOBFCK_00420","CBIADFLF_00421","IABIGAJC_02152","AOJNFOHD_01581","EOMJMOHL_03098","ALLEBCBP_00171","PIILDIKB_01127","JHIKAEHP_00577","PEGBKDIG_03686","CAFPMJGF_01833","KKIADDGI_00871","BMHAMMBM_00808","BHJELCCI_03439","JMHMHBON_02204","MAMFPLAJ_01886"
"ygiC","","Putative acid--amine ligase YgiC",581,581,1,1,2709,NA,NA,"",1163,1163,1163,"POPOBFCK_01497","CBIADFLF_02902","IABIGAJC_00161","AOJNFOHD_00161","EOMJMOHL_03621","ALLEBCBP_02886","PIILDIKB_00441","JHIKAEHP_00508","PEGBKDIG_00875","CAFPMJGF_01253","KKIADDGI_01451","BMHAMMBM_03231","BHJELCCI_02036","JMHMHBON_01253","MAMFPLAJ_01316"
"group_5945","","hypothetical protein",581,581,1,1,5770,NA,NA,"",1280,1280,1280,"POPOBFCK_02929","CBIADFLF_03537","IABIGAJC_02313","AOJNFOHD_02957","EOMJMOHL_03252","ALLEBCBP_02407","PIILDIKB_02883","JHIKAEHP_02980","PEGBKDIG_03119","CAFPMJGF_03445","KKIADDGI_03263","BMHAMMBM_03554","BHJELCCI_02590","JMHMHBON_03482","MAMFPLAJ_02634"
"yceM","","Putative oxidoreductase YceM",581,581,1,1,5490,NA,NA,"",923,923,923,"POPOBFCK_02730","CBIADFLF_03363","IABIGAJC_03766","AOJNFOHD_03597","EOMJMOHL_02711","ALLEBCBP_01477","PIILDIKB_02291","JHIKAEHP_01323","PEGBKDIG_01337","CAFPMJGF_00036","KKIADDGI_00039","BMHAMMBM_00035","BHJELCCI_01075","JMHMHBON_00039","MAMFPLAJ_00301"
"nreC","","Oxygen regulatory protein NreC",581,581,1,1,5248,NA,NA,"",638,638,638,"POPOBFCK_02501","CBIADFLF_03134","IABIGAJC_02822","AOJNFOHD_00686","EOMJMOHL_00625","ALLEBCBP_01705","PIILDIKB_02520","JHIKAEHP_01552","PEGBKDIG_01107","CAFPMJGF_00265","KKIADDGI_00268","BMHAMMBM_00264","BHJELCCI_00846","JMHMHBON_00268","MAMFPLAJ_00073"
"group_5948","","hypothetical protein",581,581,1,1,1650,NA,NA,"",473,473,473,"POPOBFCK_03458","CBIADFLF_01382","IABIGAJC_00713","AOJNFOHD_02415","EOMJMOHL_01905","ALLEBCBP_00944","PIILDIKB_00997","JHIKAEHP_01866","PEGBKDIG_00323","CAFPMJGF_02386","KKIADDGI_02728","BMHAMMBM_01713","BHJELCCI_00730","JMHMHBON_02592","MAMFPLAJ_00749"
"srlR_2","","Glucitol operon repressor",581,581,1,1,4896,NA,NA,"",722,722,722,"POPOBFCK_01099","CBIADFLF_01101","IABIGAJC_01421","AOJNFOHD_00993","EOMJMOHL_00935","ALLEBCBP_00411","PIILDIKB_01366","JHIKAEHP_02514","PEGBKDIG_02520","CAFPMJGF_00575","KKIADDGI_00579","BMHAMMBM_00574","BHJELCCI_00239","JMHMHBON_00578","MAMFPLAJ_00371"
"argF","","Ornithine carbamoyltransferase",581,581,1,1,6095,NA,NA,"",1004,1004,1004,"POPOBFCK_00691","CBIADFLF_00692","IABIGAJC_02636","AOJNFOHD_01887","EOMJMOHL_01307","ALLEBCBP_01958","PIILDIKB_02551","JHIKAEHP_02628","PEGBKDIG_01383","CAFPMJGF_02103","KKIADDGI_02199","BMHAMMBM_01430","BHJELCCI_02901","JMHMHBON_01618","MAMFPLAJ_04125"
"cpdB","","2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase",581,581,1,1,6053,NA,NA,"",1943,1943,1943,"POPOBFCK_00732","CBIADFLF_00733","IABIGAJC_02595","AOJNFOHD_01846","EOMJMOHL_01348","ALLEBCBP_01917","PIILDIKB_02592","JHIKAEHP_02669","PEGBKDIG_01424","CAFPMJGF_02144","KKIADDGI_02158","BMHAMMBM_01471","BHJELCCI_02942","JMHMHBON_01659","MAMFPLAJ_03556"
"mltG","","Endolytic murein transglycosylase",581,581,1,1,5458,NA,NA,"",1022,1022,1022,"POPOBFCK_02699","CBIADFLF_03332","IABIGAJC_03735","AOJNFOHD_03628","EOMJMOHL_02742","ALLEBCBP_01508","PIILDIKB_02322","JHIKAEHP_01354","PEGBKDIG_01305","CAFPMJGF_00067","KKIADDGI_00070","BMHAMMBM_00066","BHJELCCI_01044","JMHMHBON_00070","MAMFPLAJ_00270"
"group_5953","","hypothetical protein",581,581,1,1,5905,NA,NA,"",398,398,398,"POPOBFCK_03011","CBIADFLF_03455","IABIGAJC_02395","AOJNFOHD_02875","EOMJMOHL_03334","ALLEBCBP_02325","PIILDIKB_02801","JHIKAEHP_03062","PEGBKDIG_03037","CAFPMJGF_03363","KKIADDGI_03181","BMHAMMBM_03636","BHJELCCI_02672","JMHMHBON_03564","MAMFPLAJ_04159"
"hisG","","ATP phosphoribosyltransferase",581,581,1,1,5736,NA,NA,"",899,899,899,"POPOBFCK_02898","CBIADFLF_03568","IABIGAJC_02282","AOJNFOHD_02988","EOMJMOHL_03221","ALLEBCBP_02438","PIILDIKB_02914","JHIKAEHP_02949","PEGBKDIG_04090","CAFPMJGF_03476","KKIADDGI_03294","BMHAMMBM_03523","BHJELCCI_03873","JMHMHBON_03451","MAMFPLAJ_04287"
"argD","","Acetylornithine/succinyldiaminopimelate aminotransferase",581,581,1,1,1627,NA,NA,"",1217,1217,1217,"POPOBFCK_03480","CBIADFLF_01360","IABIGAJC_00691","AOJNFOHD_02437","EOMJMOHL_04526","ALLEBCBP_00966","PIILDIKB_01019","JHIKAEHP_01888","PEGBKDIG_00345","CAFPMJGF_02364","KKIADDGI_02750","BMHAMMBM_01691","BHJELCCI_00752","JMHMHBON_02614","MAMFPLAJ_00771"
"mdh_2","","Malate dehydrogenase",581,581,1,1,1947,NA,NA,"",938,938,938,"POPOBFCK_04520","CBIADFLF_04478","IABIGAJC_04460","AOJNFOHD_04449","EOMJMOHL_04467","ALLEBCBP_04402","PIILDIKB_04320","JHIKAEHP_04483","PEGBKDIG_04368","CAFPMJGF_04470","KKIADDGI_04450","BMHAMMBM_04443","BHJELCCI_04195","JMHMHBON_04509","MAMFPLAJ_04659"
"group_5957","","hypothetical protein",581,581,1,1,3646,NA,NA,"",251,251,251,"POPOBFCK_04475","CBIADFLF_04432","IABIGAJC_02046","AOJNFOHD_04502","EOMJMOHL_04583","ALLEBCBP_03090","PIILDIKB_04378","JHIKAEHP_04557","PEGBKDIG_04347","CAFPMJGF_04449","KKIADDGI_00764","BMHAMMBM_04598","BHJELCCI_04174","JMHMHBON_04530","MAMFPLAJ_03460"
"mobB","","Molybdopterin-guanine dinucleotide biosynthesis adapter protein",581,581,1,1,2207,NA,NA,"",530,530,530,"POPOBFCK_03720","CBIADFLF_04204","IABIGAJC_03548","AOJNFOHD_03960","EOMJMOHL_04708","ALLEBCBP_03538","PIILDIKB_03717","JHIKAEHP_03728","PEGBKDIG_03281","CAFPMJGF_04104","KKIADDGI_04066","BMHAMMBM_04229","BHJELCCI_02729","JMHMHBON_04156","MAMFPLAJ_02947"
"cobB","","NAD-dependent protein deacylase",581,581,1,1,5435,NA,NA,"",821,821,821,"POPOBFCK_02677","CBIADFLF_03310","IABIGAJC_03713","AOJNFOHD_03650","EOMJMOHL_02764","ALLEBCBP_01530","PIILDIKB_02344","JHIKAEHP_01376","PEGBKDIG_01283","CAFPMJGF_00089","KKIADDGI_00092","BMHAMMBM_00088","BHJELCCI_01022","JMHMHBON_00092","MAMFPLAJ_00248"
"sucB","","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex",581,581,1,1,279,NA,NA,"",1208,1208,1208,"POPOBFCK_04373","CBIADFLF_04032","IABIGAJC_04351","AOJNFOHD_03796","EOMJMOHL_00537","ALLEBCBP_04268","PIILDIKB_03197","JHIKAEHP_04457","PEGBKDIG_02950","CAFPMJGF_03932","KKIADDGI_04036","BMHAMMBM_04057","BHJELCCI_02226","JMHMHBON_03984","MAMFPLAJ_03239"
"group_5961","","hypothetical protein",581,581,1,1,2056,NA,NA,"",416,416,416,"POPOBFCK_00881","CBIADFLF_00882","IABIGAJC_04216","AOJNFOHD_01697","EOMJMOHL_01496","ALLEBCBP_04156","PIILDIKB_02740","JHIKAEHP_02818","PEGBKDIG_01573","CAFPMJGF_02293","KKIADDGI_02009","BMHAMMBM_01620","BHJELCCI_03090","JMHMHBON_01807","MAMFPLAJ_03832"
"kdsC","","3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC",581,581,1,1,2581,NA,NA,"",566,566,566,"POPOBFCK_01373","CBIADFLF_03026","IABIGAJC_00037","AOJNFOHD_00037","EOMJMOHL_03745","ALLEBCBP_02762","PIILDIKB_00565","JHIKAEHP_03464","PEGBKDIG_00999","CAFPMJGF_01377","KKIADDGI_01327","BMHAMMBM_03356","BHJELCCI_02160","JMHMHBON_01377","MAMFPLAJ_02974"
"appB_2","","Cytochrome bd-II ubiquinol oxidase subunit 2",581,581,1,1,764,NA,NA,"",1010,1010,1010,"POPOBFCK_02210","CBIADFLF_02623","IABIGAJC_01147","AOJNFOHD_03231","EOMJMOHL_00111","ALLEBCBP_02232","PIILDIKB_02144","JHIKAEHP_02068","PEGBKDIG_01991","CAFPMJGF_02928","KKIADDGI_03564","BMHAMMBM_02953","BHJELCCI_01759","JMHMHBON_03211","MAMFPLAJ_00932"
"garL","","5-keto-4-deoxy-D-glucarate aldolase",581,581,1,1,2648,NA,NA,"",770,770,770,"POPOBFCK_01436","CBIADFLF_02963","IABIGAJC_00100","AOJNFOHD_00100","EOMJMOHL_03682","ALLEBCBP_02825","PIILDIKB_00502","JHIKAEHP_03528","PEGBKDIG_00936","CAFPMJGF_01314","KKIADDGI_01390","BMHAMMBM_03292","BHJELCCI_02097","JMHMHBON_01314","MAMFPLAJ_03900"
"bglJ","","Transcriptional activator protein BglJ",581,581,1,1,6203,NA,NA,"",674,674,674,"POPOBFCK_00590","CBIADFLF_00591","IABIGAJC_03200","AOJNFOHD_01988","EOMJMOHL_01207","ALLEBCBP_03305","PIILDIKB_03612","JHIKAEHP_03185","PEGBKDIG_02685","CAFPMJGF_02003","KKIADDGI_02299","BMHAMMBM_01330","BHJELCCI_03284","JMHMHBON_01518","MAMFPLAJ_01575"
"ugpA","","sn-glycerol-3-phosphate transport system permease protein UgpA",581,581,1,1,1720,NA,NA,"",887,887,887,"POPOBFCK_03392","CBIADFLF_01448","IABIGAJC_00779","AOJNFOHD_02350","EOMJMOHL_01971","ALLEBCBP_00878","PIILDIKB_00931","JHIKAEHP_01800","PEGBKDIG_00257","CAFPMJGF_02452","KKIADDGI_02662","BMHAMMBM_01779","BHJELCCI_00664","JMHMHBON_02526","MAMFPLAJ_00683"
"cysZ","","Sulfate transporter CysZ",581,581,1,1,3997,NA,NA,"",761,761,761,"POPOBFCK_01923","CBIADFLF_01888","IABIGAJC_01747","AOJNFOHD_02642","EOMJMOHL_01728","ALLEBCBP_02678","PIILDIKB_01743","JHIKAEHP_01102","PEGBKDIG_01797","CAFPMJGF_03123","KKIADDGI_02947","BMHAMMBM_02212","BHJELCCI_01602","JMHMHBON_02811","MAMFPLAJ_01513"
"flk","","Flagellar regulator flk",581,581,1,1,3929,NA,NA,"",1001,1001,1001,"POPOBFCK_01856","CBIADFLF_01821","IABIGAJC_01814","AOJNFOHD_02574","EOMJMOHL_01661","ALLEBCBP_02611","PIILDIKB_01810","JHIKAEHP_01169","PEGBKDIG_03291","CAFPMJGF_03190","KKIADDGI_03013","BMHAMMBM_02279","BHJELCCI_01535","JMHMHBON_02877","MAMFPLAJ_01707"
