"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR5905029","NDSU12","SRR7798780","SRR7012122","SRR10240819","SRR5883578","SRR2096609","SRR23043684","SRR11487643","SRR14766351","SRR14766443","SRR7041896","SRR15712217","SRR14095467","SRR5928712"
"creB","","Transcriptional regulatory protein CreB",581,581,1,1,75,NA,NA,"",689,689,689,"PLHCNFHB_00736","KMJDPIGG_02145","JMEEGOOJ_02557","NJJGCHOI_00068","JGJLLKKG_00735","DGJMLPEB_00944","EDMDPJBM_01155","LDHFOKNP_03614","AMEEEGBM_01221","OAFANHMB_03128","BJFLHFPA_01164","LNFOPOPD_01149","BMHAMMBM_01293","EIKGHHBD_01482","CDFNNGFP_00736"
"recO","","DNA repair protein RecO",581,581,1,1,4076,NA,NA,"",728,728,728,"PLHCNFHB_02666","KMJDPIGG_02912","JMEEGOOJ_03993","NJJGCHOI_01289","JGJLLKKG_02364","DGJMLPEB_01448","EDMDPJBM_02513","LDHFOKNP_01328","AMEEEGBM_02704","OAFANHMB_01674","BJFLHFPA_03421","LNFOPOPD_01551","BMHAMMBM_02060","EIKGHHBD_02249","CDFNNGFP_01218"
"cadA","","Inducible lysine decarboxylase",581,581,1,1,4095,NA,NA,"",2144,2144,2144,"PLHCNFHB_02647","KMJDPIGG_02931","JMEEGOOJ_03974","NJJGCHOI_01308","JGJLLKKG_02383","DGJMLPEB_01467","EDMDPJBM_02494","LDHFOKNP_01347","AMEEEGBM_02685","OAFANHMB_01693","BJFLHFPA_03402","LNFOPOPD_01532","BMHAMMBM_02079","EIKGHHBD_02268","CDFNNGFP_01237"
"group_4646","","hypothetical protein",581,581,1,1,2676,NA,NA,"",692,692,692,"PLHCNFHB_00543","KMJDPIGG_00969","JMEEGOOJ_00025","NJJGCHOI_02089","JGJLLKKG_00127","DGJMLPEB_00025","EDMDPJBM_00278","LDHFOKNP_02459","AMEEEGBM_00126","OAFANHMB_00489","BJFLHFPA_01818","LNFOPOPD_02360","BMHAMMBM_03265","EIKGHHBD_00872","CDFNNGFP_02326"
"group_4647","","hypothetical protein",581,581,1,1,6020,NA,NA,"",398,398,398,"PLHCNFHB_00944","KMJDPIGG_02353","JMEEGOOJ_03174","NJJGCHOI_00276","JGJLLKKG_00943","DGJMLPEB_00735","EDMDPJBM_00945","LDHFOKNP_03378","AMEEEGBM_01429","OAFANHMB_02073","BJFLHFPA_01372","LNFOPOPD_00939","BMHAMMBM_01501","EIKGHHBD_01690","CDFNNGFP_00528"
"hinT","","Purine nucleoside phosphoramidase",581,581,1,1,5451,NA,NA,"",377,377,377,"PLHCNFHB_02765","KMJDPIGG_00671","JMEEGOOJ_01375","NJJGCHOI_01698","JGJLLKKG_03292","DGJMLPEB_02226","EDMDPJBM_03013","LDHFOKNP_02733","AMEEEGBM_03320","OAFANHMB_01575","BJFLHFPA_00843","LNFOPOPD_01969","BMHAMMBM_00072","EIKGHHBD_00076","CDFNNGFP_03095"
"metF","","5,10-methylenetetrahydrofolate reductase",581,581,1,1,2171,NA,NA,"",890,890,890,"PLHCNFHB_03776","KMJDPIGG_04200","JMEEGOOJ_03397","NJJGCHOI_03418","JGJLLKKG_04054","DGJMLPEB_03333","EDMDPJBM_02678","LDHFOKNP_04201","AMEEEGBM_04107","OAFANHMB_03592","BJFLHFPA_02634","LNFOPOPD_03692","BMHAMMBM_04111","EIKGHHBD_03967","CDFNNGFP_03788"
"rcdA","","HTH-type transcriptional regulator RcdA",581,581,1,1,4307,NA,NA,"",620,620,620,"PLHCNFHB_01560","KMJDPIGG_03508","JMEEGOOJ_03622","NJJGCHOI_02649","JGJLLKKG_01190","DGJMLPEB_01888","EDMDPJBM_01762","LDHFOKNP_00380","AMEEEGBM_00774","OAFANHMB_04490","BJFLHFPA_03208","LNFOPOPD_00795","BMHAMMBM_01123","EIKGHHBD_02689","CDFNNGFP_00035"
"feoA","","Fe(2+) transport protein A",581,581,1,1,1668,NA,NA,"",227,227,227,"PLHCNFHB_01217","KMJDPIGG_02580","JMEEGOOJ_01745","NJJGCHOI_00550","JGJLLKKG_02282","DGJMLPEB_01319","EDMDPJBM_00784","LDHFOKNP_00793","AMEEEGBM_02062","OAFANHMB_00924","BJFLHFPA_00059","LNFOPOPD_00106","BMHAMMBM_01728","EIKGHHBD_01917","CDFNNGFP_02094"
"group_4652","","hypothetical protein",581,581,1,1,1863,NA,NA,"",209,209,209,"PLHCNFHB_01403","KMJDPIGG_02766","JMEEGOOJ_01931","NJJGCHOI_00736","JGJLLKKG_02098","DGJMLPEB_01134","EDMDPJBM_04237","LDHFOKNP_00608","AMEEEGBM_02247","OAFANHMB_00738","BJFLHFPA_00245","LNFOPOPD_00291","BMHAMMBM_01914","EIKGHHBD_02103","CDFNNGFP_01909"
"group_4653","","hypothetical protein",581,581,1,1,795,NA,NA,"",878,878,878,"PLHCNFHB_03437","KMJDPIGG_01592","JMEEGOOJ_01053","NJJGCHOI_02296","JGJLLKKG_02946","DGJMLPEB_02957","EDMDPJBM_00550","LDHFOKNP_02085","AMEEEGBM_02809","OAFANHMB_01064","BJFLHFPA_00568","LNFOPOPD_02863","BMHAMMBM_02982","EIKGHHBD_03033","CDFNNGFP_02767"
"group_4654","","hypothetical protein",581,581,1,1,4826,NA,NA,"",809,809,809,"PLHCNFHB_02041","KMJDPIGG_00100","JMEEGOOJ_00665","NJJGCHOI_00959","JGJLLKKG_01876","DGJMLPEB_02590","EDMDPJBM_02121","LDHFOKNP_01205","AMEEEGBM_01697","OAFANHMB_02246","BJFLHFPA_03882","LNFOPOPD_01881","BMHAMMBM_00643","EIKGHHBD_00646","CDFNNGFP_00903"
"tatE","","Sec-independent protein translocase protein TatE",581,581,1,1,366,NA,NA,"",203,203,203,"PLHCNFHB_03966","KMJDPIGG_01955","JMEEGOOJ_02730","NJJGCHOI_03514","JGJLLKKG_03908","DGJMLPEB_03429","EDMDPJBM_02922","LDHFOKNP_03813","AMEEEGBM_04008","OAFANHMB_02919","BJFLHFPA_02733","LNFOPOPD_03232","BMHAMMBM_03965","EIKGHHBD_03868","CDFNNGFP_03529"
"sufA","","Protein SufA",581,581,1,1,5273,NA,NA,"",368,368,368,"PLHCNFHB_02934","KMJDPIGG_00502","JMEEGOOJ_01544","NJJGCHOI_01867","JGJLLKKG_03123","DGJMLPEB_02395","EDMDPJBM_01928","LDHFOKNP_02902","AMEEEGBM_03151","OAFANHMB_01406","BJFLHFPA_00675","LNFOPOPD_02138","BMHAMMBM_00241","EIKGHHBD_00245","CDFNNGFP_02926"
"rplM","","50S ribosomal protein L13",581,581,1,1,2551,NA,NA,"",428,428,428,"PLHCNFHB_00662","KMJDPIGG_00849","JMEEGOOJ_04112","NJJGCHOI_01969","JGJLLKKG_00007","DGJMLPEB_03858","EDMDPJBM_02844","LDHFOKNP_02339","AMEEEGBM_00007","OAFANHMB_00609","BJFLHFPA_01698","LNFOPOPD_02240","BMHAMMBM_03386","EIKGHHBD_00752","CDFNNGFP_02206"
"group_4658","","hypothetical protein",581,581,1,1,147,NA,NA,"",536,536,536,"PLHCNFHB_03374","KMJDPIGG_01530","JMEEGOOJ_00991","NJJGCHOI_04388","JGJLLKKG_03008","DGJMLPEB_03019","EDMDPJBM_04357","LDHFOKNP_02022","AMEEEGBM_02747","OAFANHMB_01002","BJFLHFPA_00631","LNFOPOPD_04421","BMHAMMBM_03044","EIKGHHBD_02971","CDFNNGFP_02829"
"citX_1","","Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase",581,581,1,1,2534,NA,NA,"",551,551,551,"PLHCNFHB_04482","KMJDPIGG_03892","JMEEGOOJ_03112","NJJGCHOI_03293","JGJLLKKG_03645","DGJMLPEB_04341","EDMDPJBM_01584","LDHFOKNP_04385","AMEEEGBM_03880","OAFANHMB_02614","BJFLHFPA_02382","LNFOPOPD_04579","BMHAMMBM_03883","EIKGHHBD_03556","CDFNNGFP_03631"
"narI","","Respiratory nitrate reductase 1 gamma chain",581,581,1,1,4838,NA,NA,"",677,677,677,"PLHCNFHB_02053","KMJDPIGG_00112","JMEEGOOJ_00677","NJJGCHOI_00971","JGJLLKKG_01864","DGJMLPEB_02602","EDMDPJBM_02133","LDHFOKNP_01193","AMEEEGBM_01709","OAFANHMB_02258","BJFLHFPA_02942","LNFOPOPD_01869","BMHAMMBM_00631","EIKGHHBD_00634","CDFNNGFP_00915"
"relB","","Antitoxin RelB",581,581,1,1,6080,NA,NA,"",242,242,242,"PLHCNFHB_00888","KMJDPIGG_02297","JMEEGOOJ_03230","NJJGCHOI_00220","JGJLLKKG_00887","DGJMLPEB_00791","EDMDPJBM_01001","LDHFOKNP_03322","AMEEEGBM_01373","OAFANHMB_02129","BJFLHFPA_01316","LNFOPOPD_00995","BMHAMMBM_01445","EIKGHHBD_01634","CDFNNGFP_00584"
"ytfE","","Iron-sulfur cluster repair protein YtfE",581,581,1,1,6049,NA,NA,"",662,662,662,"PLHCNFHB_00918","KMJDPIGG_02327","JMEEGOOJ_03200","NJJGCHOI_00250","JGJLLKKG_00917","DGJMLPEB_00761","EDMDPJBM_00971","LDHFOKNP_03352","AMEEEGBM_01403","OAFANHMB_02099","BJFLHFPA_01346","LNFOPOPD_00965","BMHAMMBM_01475","EIKGHHBD_01664","CDFNNGFP_00554"
"infA","","Translation initiation factor IF-1",581,581,1,1,4356,NA,NA,"",218,218,218,"PLHCNFHB_01604","KMJDPIGG_03552","JMEEGOOJ_03578","NJJGCHOI_02693","JGJLLKKG_01234","DGJMLPEB_01932","EDMDPJBM_01806","LDHFOKNP_00336","AMEEEGBM_00818","OAFANHMB_02421","BJFLHFPA_03252","LNFOPOPD_00751","BMHAMMBM_01079","EIKGHHBD_02733","CDFNNGFP_00079"
"glpD","","Aerobic glycerol-3-phosphate dehydrogenase",581,581,1,1,1689,NA,NA,"",1508,1508,1508,"PLHCNFHB_01238","KMJDPIGG_02601","JMEEGOOJ_01766","NJJGCHOI_00571","JGJLLKKG_02261","DGJMLPEB_01298","EDMDPJBM_00763","LDHFOKNP_00772","AMEEEGBM_02083","OAFANHMB_00903","BJFLHFPA_00080","LNFOPOPD_00127","BMHAMMBM_01749","EIKGHHBD_01938","CDFNNGFP_02073"
"rtcB_2","","RNA-splicing ligase RtcB",581,581,1,1,814,NA,NA,"",1139,1139,1139,"PLHCNFHB_03418","KMJDPIGG_01573","JMEEGOOJ_01034","NJJGCHOI_02277","JGJLLKKG_02965","DGJMLPEB_02976","EDMDPJBM_00569","LDHFOKNP_02066","AMEEEGBM_02790","OAFANHMB_01045","BJFLHFPA_00587","LNFOPOPD_02844","BMHAMMBM_03001","EIKGHHBD_03014","CDFNNGFP_02786"
"group_4666","","hypothetical protein",581,581,1,1,4885,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",152,152,152,"PLHCNFHB_02099","KMJDPIGG_00158","JMEEGOOJ_00723","NJJGCHOI_01017","JGJLLKKG_01818","DGJMLPEB_02648","EDMDPJBM_02179","LDHFOKNP_01147","AMEEEGBM_01755","OAFANHMB_02304","BJFLHFPA_02988","LNFOPOPD_01823","BMHAMMBM_00585","EIKGHHBD_00588","CDFNNGFP_00961"
"ytjB","","putative inner membrane protein Smp",581,581,1,1,6225,NA,NA,"",644,644,644,"PLHCNFHB_00748","KMJDPIGG_02157","JMEEGOOJ_02569","NJJGCHOI_00080","JGJLLKKG_00747","DGJMLPEB_00932","EDMDPJBM_01143","LDHFOKNP_03626","AMEEEGBM_01233","OAFANHMB_03116","BJFLHFPA_01176","LNFOPOPD_01137","BMHAMMBM_01305","EIKGHHBD_01494","CDFNNGFP_00724"
"gmk","","Guanylate kinase",581,581,1,1,1920,NA,NA,"",623,623,623,"PLHCNFHB_01456","KMJDPIGG_02819","JMEEGOOJ_03873","NJJGCHOI_00789","JGJLLKKG_02045","DGJMLPEB_01081","EDMDPJBM_04403","LDHFOKNP_00555","AMEEEGBM_02300","OAFANHMB_00685","BJFLHFPA_00298","LNFOPOPD_00344","BMHAMMBM_01967","EIKGHHBD_02156","CDFNNGFP_03976"
"rpsO","","30S ribosomal protein S15",581,581,1,1,2616,NA,NA,"",269,269,269,"PLHCNFHB_00599","KMJDPIGG_00913","JMEEGOOJ_04048","NJJGCHOI_02033","JGJLLKKG_00071","DGJMLPEB_03922","EDMDPJBM_02780","LDHFOKNP_02403","AMEEEGBM_00070","OAFANHMB_00545","BJFLHFPA_01762","LNFOPOPD_02304","BMHAMMBM_03322","EIKGHHBD_00816","CDFNNGFP_02270"
"suhB","","Inositol-1-monophosphatase",581,581,1,1,4109,NA,NA,"",803,803,803,"PLHCNFHB_02634","KMJDPIGG_02944","JMEEGOOJ_03961","NJJGCHOI_01321","JGJLLKKG_02396","DGJMLPEB_01480","EDMDPJBM_02481","LDHFOKNP_01360","AMEEEGBM_02672","OAFANHMB_01706","BJFLHFPA_03389","LNFOPOPD_01519","BMHAMMBM_02092","EIKGHHBD_02281","CDFNNGFP_01250"
"gntK_2","","Thermoresistant gluconokinase",581,581,1,1,6115,NA,NA,"",530,530,530,"PLHCNFHB_00853","KMJDPIGG_02262","JMEEGOOJ_03265","NJJGCHOI_00185","JGJLLKKG_00852","DGJMLPEB_00826","EDMDPJBM_01038","LDHFOKNP_03731","AMEEEGBM_01338","OAFANHMB_03011","BJFLHFPA_01281","LNFOPOPD_01032","BMHAMMBM_01410","EIKGHHBD_01599","CDFNNGFP_00619"
"ptsI","","Phosphoenolpyruvate-protein phosphotransferase",581,581,1,1,4000,NA,NA,"",1727,1727,1727,"PLHCNFHB_02516","KMJDPIGG_03061","JMEEGOOJ_02013","NJJGCHOI_01438","JGJLLKKG_02513","DGJMLPEB_01597","EDMDPJBM_02276","LDHFOKNP_01477","AMEEEGBM_02555","OAFANHMB_01823","BJFLHFPA_01004","LNFOPOPD_01401","BMHAMMBM_02209","EIKGHHBD_02398","CDFNNGFP_01367"
"rmlA","","Glucose-1-phosphate thymidylyltransferase",581,581,1,1,5764,NA,NA,"",878,878,878,"PLHCNFHB_03175","KMJDPIGG_03329","JMEEGOOJ_02972","NJJGCHOI_03707","JGJLLKKG_03513","DGJMLPEB_03184","EDMDPJBM_01736","LDHFOKNP_03143","AMEEEGBM_03547","OAFANHMB_03318","BJFLHFPA_02368","LNFOPOPD_03452","BMHAMMBM_03548","EIKGHHBD_03405","CDFNNGFP_03304"
"group_4674","","hypothetical protein",581,581,1,1,6056,NA,NA,"",206,206,206,"PLHCNFHB_00911","KMJDPIGG_02320","JMEEGOOJ_03207","NJJGCHOI_00243","JGJLLKKG_00910","DGJMLPEB_00768","EDMDPJBM_00978","LDHFOKNP_03345","AMEEEGBM_01396","OAFANHMB_02106","BJFLHFPA_01339","LNFOPOPD_00972","BMHAMMBM_01468","EIKGHHBD_01657","CDFNNGFP_00561"
"yihU","","3-sulfolactaldehyde reductase",581,581,1,1,2237,NA,NA,"",896,896,896,"PLHCNFHB_03865","KMJDPIGG_04111","JMEEGOOJ_03308","NJJGCHOI_03329","JGJLLKKG_04143","DGJMLPEB_03244","EDMDPJBM_03977","LDHFOKNP_04112","AMEEEGBM_04196","OAFANHMB_03503","BJFLHFPA_02544","LNFOPOPD_04370","BMHAMMBM_04200","EIKGHHBD_04056","CDFNNGFP_03877"
"slp","","Outer membrane protein Slp",581,581,1,1,4777,NA,NA,"",581,581,581,"PLHCNFHB_01994","KMJDPIGG_00053","JMEEGOOJ_00618","NJJGCHOI_00912","JGJLLKKG_01923","DGJMLPEB_02543","EDMDPJBM_02074","LDHFOKNP_01252","AMEEEGBM_01650","OAFANHMB_02199","BJFLHFPA_03835","LNFOPOPD_03872","BMHAMMBM_00690","EIKGHHBD_00694","CDFNNGFP_00856"
"flgM","","Negative regulator of flagellin synthesis",581,581,1,1,5487,NA,NA,"",293,293,293,"PLHCNFHB_02731","KMJDPIGG_00705","JMEEGOOJ_01341","NJJGCHOI_01664","JGJLLKKG_03326","DGJMLPEB_02192","EDMDPJBM_02979","LDHFOKNP_02699","AMEEEGBM_03354","OAFANHMB_01609","BJFLHFPA_00877","LNFOPOPD_01935","BMHAMMBM_00038","EIKGHHBD_00042","CDFNNGFP_03129"
"lacG","","Lactose transport system permease protein LacG",581,581,1,1,1719,NA,NA,"",845,845,845,"PLHCNFHB_01267","KMJDPIGG_02630","JMEEGOOJ_01795","NJJGCHOI_00600","JGJLLKKG_02233","DGJMLPEB_01269","EDMDPJBM_00734","LDHFOKNP_00743","AMEEEGBM_02112","OAFANHMB_00874","BJFLHFPA_00109","LNFOPOPD_00156","BMHAMMBM_01778","EIKGHHBD_01967","CDFNNGFP_02044"
"fliO","","Flagellar protein FliO",581,581,1,1,4617,NA,NA,"",377,377,377,"PLHCNFHB_01840","KMJDPIGG_04000","JMEEGOOJ_02388","NJJGCHOI_03744","JGJLLKKG_01468","DGJMLPEB_03605","EDMDPJBM_02638","LDHFOKNP_00102","AMEEEGBM_01052","OAFANHMB_03632","BJFLHFPA_03071","LNFOPOPD_00515","BMHAMMBM_00844","EIKGHHBD_04187","CDFNNGFP_00313"
"fieF","","Ferrous-iron efflux pump FieF",581,581,1,1,2281,NA,NA,"",902,902,902,"PLHCNFHB_03824","KMJDPIGG_04152","JMEEGOOJ_03349","NJJGCHOI_03370","JGJLLKKG_04102","DGJMLPEB_03285","EDMDPJBM_02726","LDHFOKNP_04153","AMEEEGBM_04155","OAFANHMB_03544","BJFLHFPA_02585","LNFOPOPD_03740","BMHAMMBM_04159","EIKGHHBD_04015","CDFNNGFP_03836"
"group_4681","","hypothetical protein",581,581,1,1,5243,NA,NA,"",242,242,242,"PLHCNFHB_02962","KMJDPIGG_00474","JMEEGOOJ_01572","NJJGCHOI_01895","JGJLLKKG_03095","DGJMLPEB_02423","EDMDPJBM_03737","LDHFOKNP_02930","AMEEEGBM_03123","OAFANHMB_01378","BJFLHFPA_04008","LNFOPOPD_02166","BMHAMMBM_00269","EIKGHHBD_00273","CDFNNGFP_02898"
"mntH","","Divalent metal cation transporter MntH",581,581,1,1,3980,NA,NA,"",1241,1241,1241,"PLHCNFHB_02491","KMJDPIGG_03086","JMEEGOOJ_02038","NJJGCHOI_01463","JGJLLKKG_02538","DGJMLPEB_01622","EDMDPJBM_02301","LDHFOKNP_01502","AMEEEGBM_02530","OAFANHMB_01848","BJFLHFPA_01029","LNFOPOPD_01376","BMHAMMBM_02234","EIKGHHBD_02423","CDFNNGFP_01392"
"bamD","","Outer membrane protein assembly factor BamD",581,581,1,1,3010,NA,NA,"",737,737,737,"PLHCNFHB_00004","KMJDPIGG_01507","JMEEGOOJ_00561","NJJGCHOI_02987","JGJLLKKG_00664","DGJMLPEB_00563","EDMDPJBM_03675","LDHFOKNP_01999","AMEEEGBM_00665","OAFANHMB_04625","BJFLHFPA_01688","LNFOPOPD_03927","BMHAMMBM_02398","EIKGHHBD_01411","CDFNNGFP_01876"
"csrA","","Carbon storage regulator",581,581,1,1,3153,NA,NA,"",185,185,185,"PLHCNFHB_00136","KMJDPIGG_01375","JMEEGOOJ_00431","NJJGCHOI_03119","JGJLLKKG_00533","DGJMLPEB_00431","EDMDPJBM_02437","LDHFOKNP_01867","AMEEEGBM_00532","OAFANHMB_00080","BJFLHFPA_01556","LNFOPOPD_02587","BMHAMMBM_02530","EIKGHHBD_01278","CDFNNGFP_01744"
"hisB","","Histidine biosynthesis bifunctional protein HisB",581,581,1,1,5739,NA,NA,"",1067,1067,1067,"PLHCNFHB_03197","KMJDPIGG_03307","JMEEGOOJ_03669","NJJGCHOI_03958","JGJLLKKG_03535","DGJMLPEB_03206","EDMDPJBM_03911","LDHFOKNP_03165","AMEEEGBM_03525","OAFANHMB_03748","BJFLHFPA_03526","LNFOPOPD_03586","BMHAMMBM_03526","EIKGHHBD_03383","CDFNNGFP_03326"
"aroK","","Shikimate kinase 1",581,581,1,1,1647,NA,NA,"",521,521,521,"PLHCNFHB_01199","KMJDPIGG_02562","JMEEGOOJ_01727","NJJGCHOI_00532","JGJLLKKG_02300","DGJMLPEB_01337","EDMDPJBM_00802","LDHFOKNP_00811","AMEEEGBM_02044","OAFANHMB_00942","BJFLHFPA_00041","LNFOPOPD_00088","BMHAMMBM_01710","EIKGHHBD_01899","CDFNNGFP_02112"
"gatD","","Galactitol 1-phosphate 5-dehydrogenase",581,581,1,1,2638,NA,NA,"",1043,1043,1043,"PLHCNFHB_00577","KMJDPIGG_00935","JMEEGOOJ_04026","NJJGCHOI_02055","JGJLLKKG_00093","DGJMLPEB_03944","EDMDPJBM_02758","LDHFOKNP_02425","AMEEEGBM_00092","OAFANHMB_00523","BJFLHFPA_01784","LNFOPOPD_02326","BMHAMMBM_03299","EIKGHHBD_00838","CDFNNGFP_02292"
"group_4688","","hypothetical protein",581,581,1,1,5426,NA,NA,"",1334,1334,1334,"PLHCNFHB_02788","KMJDPIGG_00648","JMEEGOOJ_01398","NJJGCHOI_01721","JGJLLKKG_03269","DGJMLPEB_02249","EDMDPJBM_03036","LDHFOKNP_02756","AMEEEGBM_03297","OAFANHMB_01552","BJFLHFPA_00820","LNFOPOPD_01992","BMHAMMBM_00095","EIKGHHBD_00099","CDFNNGFP_03072"
"ubiK","","Ubiquinone biosynthesis accessory factor UbiK",581,581,1,1,2701,NA,NA,"",296,296,296,"PLHCNFHB_00517","KMJDPIGG_00995","JMEEGOOJ_00051","NJJGCHOI_02115","JGJLLKKG_00153","DGJMLPEB_00051","EDMDPJBM_00252","LDHFOKNP_02485","AMEEEGBM_00152","OAFANHMB_00463","BJFLHFPA_01844","LNFOPOPD_02386","BMHAMMBM_03239","EIKGHHBD_00898","CDFNNGFP_02352"
"alkA","","DNA-3-methyladenine glycosylase 2",581,581,1,1,5794,NA,NA,"",869,869,869,"PLHCNFHB_03145","KMJDPIGG_03359","JMEEGOOJ_02942","NJJGCHOI_03677","JGJLLKKG_03483","DGJMLPEB_03154","EDMDPJBM_01706","LDHFOKNP_03113","AMEEEGBM_03577","OAFANHMB_03288","BJFLHFPA_02338","LNFOPOPD_03422","BMHAMMBM_03578","EIKGHHBD_03435","CDFNNGFP_03274"
"citX_2","","Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase",581,581,1,1,380,NA,NA,"",551,551,551,"PLHCNFHB_03978","KMJDPIGG_01943","JMEEGOOJ_02718","NJJGCHOI_03526","JGJLLKKG_03896","DGJMLPEB_03441","EDMDPJBM_02934","LDHFOKNP_03801","AMEEEGBM_04020","OAFANHMB_02931","BJFLHFPA_02721","LNFOPOPD_03244","BMHAMMBM_03953","EIKGHHBD_03880","CDFNNGFP_03517"
"yeaD","","Putative glucose-6-phosphate 1-epimerase",581,581,1,1,5367,NA,NA,"",884,884,884,"PLHCNFHB_02847","KMJDPIGG_00589","JMEEGOOJ_01457","NJJGCHOI_01780","JGJLLKKG_03210","DGJMLPEB_02308","EDMDPJBM_02014","LDHFOKNP_02815","AMEEEGBM_03238","OAFANHMB_01493","BJFLHFPA_00761","LNFOPOPD_02051","BMHAMMBM_00154","EIKGHHBD_00158","CDFNNGFP_03013"
"ugpC","","sn-glycerol-3-phosphate import ATP-binding protein UgpC",581,581,1,1,1718,NA,NA,"",1070,1070,1070,"PLHCNFHB_01266","KMJDPIGG_02629","JMEEGOOJ_01794","NJJGCHOI_00599","JGJLLKKG_02234","DGJMLPEB_01270","EDMDPJBM_00735","LDHFOKNP_00744","AMEEEGBM_02111","OAFANHMB_00875","BJFLHFPA_00108","LNFOPOPD_00155","BMHAMMBM_01777","EIKGHHBD_01966","CDFNNGFP_02045"
"seqA","","Negative modulator of initiation of replication",581,581,1,1,305,NA,NA,"",542,542,542,"PLHCNFHB_03900","KMJDPIGG_02021","JMEEGOOJ_02797","NJJGCHOI_03448","JGJLLKKG_03974","DGJMLPEB_03363","EDMDPJBM_02856","LDHFOKNP_03879","AMEEEGBM_03942","OAFANHMB_02853","BJFLHFPA_02799","LNFOPOPD_03166","BMHAMMBM_04031","EIKGHHBD_03802","CDFNNGFP_03595"
"group_4695","","hypothetical protein",581,581,1,1,2910,NA,NA,"",320,320,320,"PLHCNFHB_00315","KMJDPIGG_01197","JMEEGOOJ_00253","NJJGCHOI_02926","JGJLLKKG_00355","DGJMLPEB_00253","EDMDPJBM_00050","LDHFOKNP_01688","AMEEEGBM_00354","OAFANHMB_00261","BJFLHFPA_03307","LNFOPOPD_02766","BMHAMMBM_02708","EIKGHHBD_01100","CDFNNGFP_01566"
"thrB","","Homoserine kinase",581,581,1,1,61,NA,NA,"",929,929,929,"PLHCNFHB_00722","KMJDPIGG_02131","JMEEGOOJ_02543","NJJGCHOI_00054","JGJLLKKG_00721","DGJMLPEB_00958","EDMDPJBM_03432","LDHFOKNP_03600","AMEEEGBM_01207","OAFANHMB_03142","BJFLHFPA_03944","LNFOPOPD_01163","BMHAMMBM_01279","EIKGHHBD_01468","CDFNNGFP_00750"
"ybhN","","Inner membrane protein YbhN",581,581,1,1,4240,NA,NA,"",962,962,962,"PLHCNFHB_04432","KMJDPIGG_04421","JMEEGOOJ_04406","NJJGCHOI_02587","JGJLLKKG_01128","DGJMLPEB_01826","EDMDPJBM_03399","LDHFOKNP_00442","AMEEEGBM_00712","OAFANHMB_04189","BJFLHFPA_03795","LNFOPOPD_04096","BMHAMMBM_01182","EIKGHHBD_02627","CDFNNGFP_04287"
"yceI_2","","Protein YceI",581,581,1,1,5502,NA,NA,"",575,575,575,"PLHCNFHB_02716","KMJDPIGG_00720","JMEEGOOJ_01326","NJJGCHOI_01649","JGJLLKKG_03341","DGJMLPEB_02177","EDMDPJBM_02964","LDHFOKNP_02684","AMEEEGBM_03369","OAFANHMB_01624","BJFLHFPA_00892","LNFOPOPD_01920","BMHAMMBM_00023","EIKGHHBD_00027","CDFNNGFP_03144"
"group_4699","dgaR_2","Transcriptional regulatory protein DagR",581,581,1,1,1470,NA,NA,"",158,158,158,"PLHCNFHB_01493","KMJDPIGG_02856","JMEEGOOJ_03836","NJJGCHOI_00826","JGJLLKKG_02008","DGJMLPEB_01044","EDMDPJBM_03837","LDHFOKNP_00518","AMEEEGBM_02337","OAFANHMB_00648","BJFLHFPA_04107","LNFOPOPD_00381","BMHAMMBM_02004","EIKGHHBD_02193","CDFNNGFP_03939"
"rnt","","Ribonuclease T",581,581,1,1,5204,NA,NA,"",647,647,647,"PLHCNFHB_03001","KMJDPIGG_00435","JMEEGOOJ_01611","NJJGCHOI_01934","JGJLLKKG_03056","DGJMLPEB_02462","EDMDPJBM_03776","LDHFOKNP_02969","AMEEEGBM_03084","OAFANHMB_01339","BJFLHFPA_04046","LNFOPOPD_02205","BMHAMMBM_00308","EIKGHHBD_00312","CDFNNGFP_02859"
"lysA_1","","Diaminopimelate decarboxylase",581,581,1,1,2894,NA,NA,"",1262,1262,1262,"PLHCNFHB_00331","KMJDPIGG_01181","JMEEGOOJ_00237","NJJGCHOI_02942","JGJLLKKG_00339","DGJMLPEB_00237","EDMDPJBM_00066","LDHFOKNP_01672","AMEEEGBM_00338","OAFANHMB_00277","BJFLHFPA_03291","LNFOPOPD_02782","BMHAMMBM_02724","EIKGHHBD_01084","CDFNNGFP_01550"
"dehH1","","Haloacetate dehalogenase H-1",581,581,1,1,794,NA,NA,"",914,914,914,"PLHCNFHB_03438","KMJDPIGG_01593","JMEEGOOJ_01054","NJJGCHOI_02297","JGJLLKKG_02945","DGJMLPEB_02956","EDMDPJBM_00549","LDHFOKNP_02086","AMEEEGBM_02810","OAFANHMB_01065","BJFLHFPA_00567","LNFOPOPD_02864","BMHAMMBM_02981","EIKGHHBD_03034","CDFNNGFP_02766"
