"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR2994389","SRR15146532","SRR12420044","SRR7196769","SRR8728065","SRR14766414","SRR10995710","SRR23043677","SRR6475628","SRR18233388","SRR18233385","NDSU7","SRR2911775","SRR14766336","SRR28262169"
"group_5593","","hypothetical protein",581,581,1,1,4799,NA,NA,"",254,254,254,"APBHMKIJ_01772","FDAPHJIA_02625","IIEOGEEO_02864","ECBAHKLN_04087","OMPAEEHE_04036","CBFLKJKM_00076","PBEADCDK_00605","ANJCIHOA_02302","KPAOFOOC_00999","ACOJFAEA_01631","AJBEKOEN_01188","IGPMGEKP_00519","NCJKFECA_00332","LBLKLJFF_03032","ANCOLAMI_00668"
"nth","","Endonuclease III",581,581,1,1,5183,NA,NA,"",635,635,635,"APBHMKIJ_01364","FDAPHJIA_01378","IIEOGEEO_00992","ECBAHKLN_00996","OMPAEEHE_01241","CBFLKJKM_02493","PBEADCDK_03305","ANJCIHOA_03396","KPAOFOOC_02563","ACOJFAEA_03024","AJBEKOEN_03318","IGPMGEKP_04375","NCJKFECA_03795","LBLKLJFF_00503","ANCOLAMI_00329"
"group_5595","","hypothetical protein",581,581,1,1,5158,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",203,203,203,"APBHMKIJ_02566","FDAPHJIA_01401","IIEOGEEO_01801","ECBAHKLN_00973","OMPAEEHE_03786","CBFLKJKM_00393","PBEADCDK_00922","ANJCIHOA_01985","KPAOFOOC_00682","ACOJFAEA_01948","AJBEKOEN_01505","IGPMGEKP_00835","NCJKFECA_00015","LBLKLJFF_01856","ANCOLAMI_00352"
"group_5596","","hypothetical protein",581,581,1,1,6172,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",467,467,467,"APBHMKIJ_03267","FDAPHJIA_00919","IIEOGEEO_04643","ECBAHKLN_03560","OMPAEEHE_02673","CBFLKJKM_01961","PBEADCDK_01763","ANJCIHOA_01244","KPAOFOOC_01203","ACOJFAEA_01243","AJBEKOEN_00982","IGPMGEKP_00314","NCJKFECA_00664","LBLKLJFF_01429","ANCOLAMI_02028"
"group_5597","","hypothetical protein",581,581,1,1,3650,NA,NA,"",566,566,566,"APBHMKIJ_04433","FDAPHJIA_04438","IIEOGEEO_03891","ECBAHKLN_04450","OMPAEEHE_04497","CBFLKJKM_04502","PBEADCDK_00522","ANJCIHOA_04521","KPAOFOOC_04548","ACOJFAEA_04461","AJBEKOEN_04465","IGPMGEKP_04576","NCJKFECA_04406","LBLKLJFF_03756","ANCOLAMI_04496"
"pheA","","Bifunctional chorismate mutase/prephenate dehydratase",581,581,1,1,3012,NA,NA,"",1160,1160,1160,"APBHMKIJ_00709","FDAPHJIA_04343","IIEOGEEO_04255","ECBAHKLN_00663","OMPAEEHE_00481","CBFLKJKM_01472","PBEADCDK_01443","ANJCIHOA_04392","KPAOFOOC_00662","ACOJFAEA_04436","AJBEKOEN_00006","IGPMGEKP_03635","NCJKFECA_04598","LBLKLJFF_03980","ANCOLAMI_00748"
"mtr","","Tryptophan-specific transport protein",581,581,1,1,2620,NA,NA,"",1244,1244,1244,"APBHMKIJ_03152","FDAPHJIA_00075","IIEOGEEO_02286","ECBAHKLN_00075","OMPAEEHE_02851","CBFLKJKM_02748","PBEADCDK_04047","ANJCIHOA_00553","KPAOFOOC_00075","ACOJFAEA_00075","AJBEKOEN_00594","IGPMGEKP_01652","NCJKFECA_02074","LBLKLJFF_00758","ANCOLAMI_01336"
"cvpA","","Colicin V production protein",581,581,1,1,3921,NA,NA,"",488,488,488,"APBHMKIJ_01405","FDAPHJIA_02113","IIEOGEEO_02071","ECBAHKLN_02335","OMPAEEHE_01679","CBFLKJKM_01023","PBEADCDK_02370","ANJCIHOA_02484","KPAOFOOC_01936","ACOJFAEA_02580","AJBEKOEN_02407","IGPMGEKP_00957","NCJKFECA_01269","LBLKLJFF_02511","ANCOLAMI_02815"
"group_5601","","hypothetical protein",581,581,1,1,3113,NA,NA,"",431,431,431,"APBHMKIJ_00621","FDAPHJIA_00576","IIEOGEEO_00916","ECBAHKLN_00575","OMPAEEHE_00393","CBFLKJKM_01384","PBEADCDK_01354","ANJCIHOA_00053","KPAOFOOC_00573","ACOJFAEA_00575","AJBEKOEN_00094","IGPMGEKP_03724","NCJKFECA_02863","LBLKLJFF_01239","ANCOLAMI_00836"
"yrfG","","GMP/IMP nucleotidase YrfG",581,581,1,1,1657,NA,NA,"",668,668,668,"APBHMKIJ_00271","FDAPHJIA_01813","IIEOGEEO_01278","ECBAHKLN_01910","OMPAEEHE_02181","CBFLKJKM_00723","PBEADCDK_02211","ANJCIHOA_01653","KPAOFOOC_01511","ACOJFAEA_02012","AJBEKOEN_02250","IGPMGEKP_01908","NCJKFECA_00844","LBLKLJFF_00529","ANCOLAMI_02658"
"lptF","","Lipopolysaccharide export system permease protein LptF",581,581,1,1,6109,NA,NA,"",1100,1100,1100,"APBHMKIJ_04617","FDAPHJIA_00859","IIEOGEEO_03334","ECBAHKLN_02931","OMPAEEHE_02733","CBFLKJKM_02021","PBEADCDK_01702","ANJCIHOA_01304","KPAOFOOC_01263","ACOJFAEA_01303","AJBEKOEN_00922","IGPMGEKP_00254","NCJKFECA_00604","LBLKLJFF_04012","ANCOLAMI_02088"
"pncB","","Nicotinate phosphoribosyltransferase",581,581,1,1,4410,NA,NA,"",1202,1202,1202,"APBHMKIJ_00873","FDAPHJIA_03502","IIEOGEEO_01529","ECBAHKLN_01527","OMPAEEHE_00615","CBFLKJKM_02951","PBEADCDK_00199","ANJCIHOA_00826","KPAOFOOC_02385","ACOJFAEA_00826","AJBEKOEN_01647","IGPMGEKP_02390","NCJKFECA_02495","LBLKLJFF_03123","ANCOLAMI_01698"
"group_5605","","hypothetical protein",581,581,1,1,5797,NA,NA,"",197,197,197,"APBHMKIJ_02863","FDAPHJIA_02960","IIEOGEEO_01368","ECBAHKLN_03733","OMPAEEHE_03208","CBFLKJKM_03234","PBEADCDK_03471","ANJCIHOA_03517","KPAOFOOC_03007","ACOJFAEA_03468","AJBEKOEN_03442","IGPMGEKP_03467","NCJKFECA_02256","LBLKLJFF_02431","ANCOLAMI_03583"
"dauR","","Transcriptional regulator DauR",581,581,1,1,1612,NA,NA,"",722,722,722,"APBHMKIJ_00314","FDAPHJIA_01856","IIEOGEEO_01321","ECBAHKLN_01867","OMPAEEHE_02138","CBFLKJKM_00766","PBEADCDK_02254","ANJCIHOA_01610","KPAOFOOC_01468","ACOJFAEA_01969","AJBEKOEN_02293","IGPMGEKP_04390","NCJKFECA_00801","LBLKLJFF_03800","ANCOLAMI_02701"
"group_5607","","hypothetical protein",581,581,1,1,4042,NA,NA,"",230,230,230,"APBHMKIJ_01525","FDAPHJIA_01993","IIEOGEEO_00398","ECBAHKLN_02455","OMPAEEHE_01799","CBFLKJKM_00903","PBEADCDK_02490","ANJCIHOA_02604","KPAOFOOC_02055","ACOJFAEA_02460","AJBEKOEN_02526","IGPMGEKP_01077","NCJKFECA_01389","LBLKLJFF_01121","ANCOLAMI_02935"
"group_5608","","hypothetical protein",581,581,1,1,2971,NA,NA,"",560,560,560,"APBHMKIJ_00464","FDAPHJIA_00419","IIEOGEEO_00759","ECBAHKLN_00418","OMPAEEHE_00236","CBFLKJKM_01227","PBEADCDK_01197","ANJCIHOA_00210","KPAOFOOC_00418","ACOJFAEA_00418","AJBEKOEN_00251","IGPMGEKP_02957","NCJKFECA_02707","LBLKLJFF_02418","ANCOLAMI_00993"
"ybiS","","putative L,D-transpeptidase YbiS",581,581,1,1,4267,NA,NA,"",920,920,920,"APBHMKIJ_01002","FDAPHJIA_03631","IIEOGEEO_02757","ECBAHKLN_01398","OMPAEEHE_04669","CBFLKJKM_04361","PBEADCDK_00070","ANJCIHOA_00697","KPAOFOOC_02256","ACOJFAEA_00697","AJBEKOEN_04319","IGPMGEKP_02519","NCJKFECA_02624","LBLKLJFF_02282","ANCOLAMI_01828"
"aroB","","3-dehydroquinate synthase",581,581,1,1,1646,NA,NA,"",1088,1088,1088,"APBHMKIJ_00281","FDAPHJIA_01823","IIEOGEEO_01288","ECBAHKLN_01900","OMPAEEHE_02171","CBFLKJKM_00733","PBEADCDK_02221","ANJCIHOA_01643","KPAOFOOC_01501","ACOJFAEA_02002","AJBEKOEN_02260","IGPMGEKP_04423","NCJKFECA_00834","LBLKLJFF_00519","ANCOLAMI_02668"
"ybiI_1","","putative protein YbiI",581,581,1,1,3084,NA,NA,"",227,227,227,"APBHMKIJ_00648","FDAPHJIA_00603","IIEOGEEO_00943","ECBAHKLN_00602","OMPAEEHE_00420","CBFLKJKM_01411","PBEADCDK_01382","ANJCIHOA_00026","KPAOFOOC_00601","ACOJFAEA_00602","AJBEKOEN_00067","IGPMGEKP_03696","NCJKFECA_02890","LBLKLJFF_01212","ANCOLAMI_00809"
"yqaA","","Inner membrane protein YqaA",581,581,1,1,3151,NA,NA,"",425,425,425,"APBHMKIJ_00586","FDAPHJIA_00541","IIEOGEEO_00881","ECBAHKLN_00540","OMPAEEHE_00358","CBFLKJKM_01349","PBEADCDK_01319","ANJCIHOA_00088","KPAOFOOC_00538","ACOJFAEA_00540","AJBEKOEN_00129","IGPMGEKP_03759","NCJKFECA_02828","LBLKLJFF_01274","ANCOLAMI_00871"
"bioH","","Pimeloyl-[acyl-carrier protein] methyl ester esterase",581,581,1,1,1672,NA,NA,"",770,770,770,"APBHMKIJ_00258","FDAPHJIA_01800","IIEOGEEO_01265","ECBAHKLN_01923","OMPAEEHE_02194","CBFLKJKM_00710","PBEADCDK_02198","ANJCIHOA_01666","KPAOFOOC_01524","ACOJFAEA_02025","AJBEKOEN_02237","IGPMGEKP_01921","NCJKFECA_00857","LBLKLJFF_00542","ANCOLAMI_02645"
"zapB","","Cell division protein ZapB",581,581,1,1,2195,NA,NA,"",239,239,239,"APBHMKIJ_03677","FDAPHJIA_03995","IIEOGEEO_03586","ECBAHKLN_03891","OMPAEEHE_03736","CBFLKJKM_03714","PBEADCDK_04176","ANJCIHOA_04137","KPAOFOOC_03941","ACOJFAEA_04114","AJBEKOEN_04118","IGPMGEKP_03264","NCJKFECA_03626","LBLKLJFF_03226","ANCOLAMI_04135"
"mdtH","","Multidrug resistance protein MdtH",581,581,1,1,5493,NA,NA,"",1208,1208,1208,"APBHMKIJ_01068","FDAPHJIA_01082","IIEOGEEO_02184","ECBAHKLN_01293","OMPAEEHE_01536","CBFLKJKM_02197","PBEADCDK_03009","ANJCIHOA_03100","KPAOFOOC_02859","ACOJFAEA_03320","AJBEKOEN_03022","IGPMGEKP_02708","NCJKFECA_03161","LBLKLJFF_01543","ANCOLAMI_00033"
"galE","","UDP-glucose 4-epimerase",581,581,1,1,4203,NA,NA,"",1016,1016,1016,"APBHMKIJ_04567","FDAPHJIA_03692","IIEOGEEO_02696","ECBAHKLN_01337","OMPAEEHE_04214","CBFLKJKM_04300","PBEADCDK_00009","ANJCIHOA_00636","KPAOFOOC_02195","ACOJFAEA_00636","AJBEKOEN_04380","IGPMGEKP_02580","NCJKFECA_02685","LBLKLJFF_02221","ANCOLAMI_01889"
"modF","","ABC transporter ATP-binding protein ModF",581,581,1,1,4205,NA,NA,"",1475,1475,1475,"APBHMKIJ_04569","FDAPHJIA_03690","IIEOGEEO_02698","ECBAHKLN_01339","OMPAEEHE_04216","CBFLKJKM_04302","PBEADCDK_00011","ANJCIHOA_00638","KPAOFOOC_02197","ACOJFAEA_00638","AJBEKOEN_04378","IGPMGEKP_02578","NCJKFECA_02683","LBLKLJFF_02223","ANCOLAMI_01887"
"group_5618","","hypothetical protein",581,581,1,1,5921,NA,NA,"",389,389,389,"APBHMKIJ_02792","FDAPHJIA_02889","IIEOGEEO_01439","ECBAHKLN_03804","OMPAEEHE_03137","CBFLKJKM_03162","PBEADCDK_03542","ANJCIHOA_03446","KPAOFOOC_02936","ACOJFAEA_03397","AJBEKOEN_03371","IGPMGEKP_03917","NCJKFECA_02185","LBLKLJFF_03475","ANCOLAMI_03654"
"amyA","","Cytoplasmic alpha-amylase",581,581,1,1,4632,NA,NA,"",1484,1484,1484,"APBHMKIJ_03593","FDAPHJIA_03162","IIEOGEEO_03485","ECBAHKLN_01727","OMPAEEHE_00815","CBFLKJKM_04106","PBEADCDK_00399","ANJCIHOA_01027","KPAOFOOC_04074","ACOJFAEA_01026","AJBEKOEN_01847","IGPMGEKP_02297","NCJKFECA_03998","LBLKLJFF_02886","ANCOLAMI_01497"
"cysE_2","","Serine acetyltransferase",581,581,1,1,5783,NA,NA,"",488,488,488,"APBHMKIJ_02877","FDAPHJIA_02974","IIEOGEEO_01354","ECBAHKLN_03719","OMPAEEHE_03222","CBFLKJKM_03248","PBEADCDK_03457","ANJCIHOA_03531","KPAOFOOC_03021","ACOJFAEA_03482","AJBEKOEN_03456","IGPMGEKP_03453","NCJKFECA_02270","LBLKLJFF_03679","ANCOLAMI_03569"
"surE","","5'/3'-nucleotidase SurE",581,581,1,1,2988,NA,NA,"",761,761,761,"APBHMKIJ_00479","FDAPHJIA_00434","IIEOGEEO_00774","ECBAHKLN_00433","OMPAEEHE_00251","CBFLKJKM_01242","PBEADCDK_01212","ANJCIHOA_00195","KPAOFOOC_00433","ACOJFAEA_00433","AJBEKOEN_00236","IGPMGEKP_02942","NCJKFECA_02722","LBLKLJFF_02403","ANCOLAMI_00978"
"plsC","","1-acyl-sn-glycerol-3-phosphate acyltransferase",581,581,1,1,2724,NA,NA,"",737,737,737,"APBHMKIJ_02924","FDAPHJIA_00176","IIEOGEEO_00074","ECBAHKLN_00176","OMPAEEHE_02750","CBFLKJKM_02647","PBEADCDK_00955","ANJCIHOA_00452","KPAOFOOC_00176","ACOJFAEA_00176","AJBEKOEN_00493","IGPMGEKP_01753","NCJKFECA_01973","LBLKLJFF_02302","ANCOLAMI_01235"
"nei","","Endonuclease 8",581,581,1,1,287,NA,NA,"",791,791,791,"APBHMKIJ_02592","FDAPHJIA_03739","IIEOGEEO_03660","ECBAHKLN_03362","OMPAEEHE_04422","CBFLKJKM_04454","PBEADCDK_03815","ANJCIHOA_04053","KPAOFOOC_03686","ACOJFAEA_03980","AJBEKOEN_03863","IGPMGEKP_04281","NCJKFECA_03371","LBLKLJFF_04175","ANCOLAMI_04051"
"group_5624","","ISNCY family transposase ISRor2",581,581,1,1,1478,NA,NA,"",941,941,941,"APBHMKIJ_04330","FDAPHJIA_01537","IIEOGEEO_03865","ECBAHKLN_02187","OMPAEEHE_03055","CBFLKJKM_00448","PBEADCDK_01935","ANJCIHOA_01930","KPAOFOOC_01788","ACOJFAEA_02289","AJBEKOEN_01974","IGPMGEKP_04000","NCJKFECA_01121","LBLKLJFF_03132","ANCOLAMI_02381"
"sulA","","Cell division inhibitor SulA",581,581,1,1,4489,NA,NA,"",509,509,509,"APBHMKIJ_00803","FDAPHJIA_03292","IIEOGEEO_03440","ECBAHKLN_01597","OMPAEEHE_00685","CBFLKJKM_03021","PBEADCDK_00269","ANJCIHOA_00897","KPAOFOOC_02455","ACOJFAEA_00896","AJBEKOEN_01718","IGPMGEKP_02167","NCJKFECA_03892","LBLKLJFF_02744","ANCOLAMI_01628"
"prlC","","Oligopeptidase A",581,581,1,1,1759,NA,NA,"",2042,2042,2042,"APBHMKIJ_00173","FDAPHJIA_01716","IIEOGEEO_01180","ECBAHKLN_02008","OMPAEEHE_02279","CBFLKJKM_00626","PBEADCDK_02113","ANJCIHOA_01751","KPAOFOOC_01609","ACOJFAEA_02110","AJBEKOEN_02152","IGPMGEKP_02006","NCJKFECA_00942","LBLKLJFF_00627","ANCOLAMI_02560"
"dgoK1","","putative 2-dehydro-3-deoxygalactonokinase DgoK1",581,581,1,1,1418,NA,NA,"",878,878,878,"APBHMKIJ_03998","FDAPHJIA_04184","IIEOGEEO_02677","ECBAHKLN_04217","OMPAEEHE_04059","CBFLKJKM_04147","PBEADCDK_04415","ANJCIHOA_04331","KPAOFOOC_04247","ACOJFAEA_04303","AJBEKOEN_04307","IGPMGEKP_04051","NCJKFECA_04122","LBLKLJFF_01991","ANCOLAMI_04374"
"ygiN","","putative quinol monooxygenase YgiN",581,581,1,1,2717,NA,NA,"",314,314,314,"APBHMKIJ_02917","FDAPHJIA_00169","IIEOGEEO_00067","ECBAHKLN_00169","OMPAEEHE_02757","CBFLKJKM_02654","PBEADCDK_00948","ANJCIHOA_00459","KPAOFOOC_00169","ACOJFAEA_00169","AJBEKOEN_00500","IGPMGEKP_01746","NCJKFECA_01980","LBLKLJFF_02295","ANCOLAMI_01242"
"fldA","","Flavodoxin 1",581,581,1,1,309,NA,NA,"",530,530,530,"APBHMKIJ_02613","FDAPHJIA_03760","IIEOGEEO_01778","ECBAHKLN_03383","OMPAEEHE_04605","CBFLKJKM_03882","PBEADCDK_03836","ANJCIHOA_04032","KPAOFOOC_03707","ACOJFAEA_03959","AJBEKOEN_03884","IGPMGEKP_03622","NCJKFECA_03392","LBLKLJFF_02135","ANCOLAMI_04030"
"group_5630","","hypothetical protein",581,581,1,1,6118,NA,NA,"",248,248,248,"APBHMKIJ_04627","FDAPHJIA_00869","IIEOGEEO_03344","ECBAHKLN_02921","OMPAEEHE_02723","CBFLKJKM_02011","PBEADCDK_01712","ANJCIHOA_01294","KPAOFOOC_01253","ACOJFAEA_01293","AJBEKOEN_00932","IGPMGEKP_00264","NCJKFECA_00614","LBLKLJFF_04022","ANCOLAMI_02078"
"group_5631","","hypothetical protein",581,581,1,1,2631,NA,NA,"",635,635,635,"APBHMKIJ_03141","FDAPHJIA_00086","IIEOGEEO_02275","ECBAHKLN_00086","OMPAEEHE_02840","CBFLKJKM_02737","PBEADCDK_04058","ANJCIHOA_00542","KPAOFOOC_00086","ACOJFAEA_00086","AJBEKOEN_00583","IGPMGEKP_01663","NCJKFECA_02063","LBLKLJFF_00747","ANCOLAMI_01325"
"pxpA","","5-oxoprolinase subunit A",581,581,1,1,288,NA,NA,"",734,734,734,"APBHMKIJ_02593","FDAPHJIA_03740","IIEOGEEO_03661","ECBAHKLN_03363","OMPAEEHE_04423","CBFLKJKM_04455","PBEADCDK_03816","ANJCIHOA_04052","KPAOFOOC_03687","ACOJFAEA_03979","AJBEKOEN_03864","IGPMGEKP_04280","NCJKFECA_03372","LBLKLJFF_04174","ANCOLAMI_04050"
"qseB","","Transcriptional regulatory protein QseB",581,581,1,1,2720,NA,NA,"",659,659,659,"APBHMKIJ_02920","FDAPHJIA_00172","IIEOGEEO_00070","ECBAHKLN_00172","OMPAEEHE_02754","CBFLKJKM_02651","PBEADCDK_00951","ANJCIHOA_00456","KPAOFOOC_00172","ACOJFAEA_00172","AJBEKOEN_00497","IGPMGEKP_01749","NCJKFECA_01977","LBLKLJFF_02298","ANCOLAMI_01239"
"nadE","","NH(3)-dependent NAD(+) synthetase",581,581,1,1,5336,NA,NA,"",827,827,827,"APBHMKIJ_01220","FDAPHJIA_01234","IIEOGEEO_01136","ECBAHKLN_01141","OMPAEEHE_01384","CBFLKJKM_02349","PBEADCDK_03161","ANJCIHOA_03252","KPAOFOOC_02707","ACOJFAEA_03168","AJBEKOEN_03174","IGPMGEKP_03850","NCJKFECA_03313","LBLKLJFF_00360","ANCOLAMI_00185"
"yidH","","Inner membrane protein YidH",581,581,1,1,1443,NA,NA,"",347,347,347,"APBHMKIJ_04365","FDAPHJIA_01502","IIEOGEEO_03830","ECBAHKLN_02222","OMPAEEHE_03090","CBFLKJKM_00413","PBEADCDK_01900","ANJCIHOA_01965","KPAOFOOC_01823","ACOJFAEA_02324","AJBEKOEN_01939","IGPMGEKP_04035","NCJKFECA_01156","LBLKLJFF_03167","ANCOLAMI_02346"
"moeB","","Molybdopterin-synthase adenylyltransferase",581,581,1,1,4276,NA,NA,"",749,749,749,"APBHMKIJ_00993","FDAPHJIA_03622","IIEOGEEO_04451","ECBAHKLN_01407","OMPAEEHE_00494","CBFLKJKM_02830","PBEADCDK_00079","ANJCIHOA_00706","KPAOFOOC_02265","ACOJFAEA_00706","AJBEKOEN_01527","IGPMGEKP_02510","NCJKFECA_02615","LBLKLJFF_00840","ANCOLAMI_01819"
"yfhM","","Alpha-2-macroglobulin",581,581,1,1,4127,NA,NA,"",4661,4661,4661,"APBHMKIJ_01584","FDAPHJIA_01935","IIEOGEEO_00457","ECBAHKLN_02514","OMPAEEHE_03588","CBFLKJKM_00845","PBEADCDK_02549","ANJCIHOA_02663","KPAOFOOC_02114","ACOJFAEA_02402","AJBEKOEN_02585","IGPMGEKP_01136","NCJKFECA_01449","LBLKLJFF_01505","ANCOLAMI_02994"
"glaH_2","","Glutarate 2-hydroxylase",581,581,1,1,3116,NA,NA,"",389,389,389,"APBHMKIJ_00618","FDAPHJIA_00573","IIEOGEEO_00913","ECBAHKLN_00572","OMPAEEHE_00390","CBFLKJKM_01381","PBEADCDK_01351","ANJCIHOA_00056","KPAOFOOC_00570","ACOJFAEA_00572","AJBEKOEN_00097","IGPMGEKP_03727","NCJKFECA_02860","LBLKLJFF_01242","ANCOLAMI_00839"
"rhaB","","Rhamnulokinase",581,581,1,1,2266,NA,NA,"",1469,1469,1469,"APBHMKIJ_04157","FDAPHJIA_03954","IIEOGEEO_03233","ECBAHKLN_03931","OMPAEEHE_04381","CBFLKJKM_03674","PBEADCDK_04216","ANJCIHOA_04177","KPAOFOOC_03901","ACOJFAEA_04074","AJBEKOEN_04078","IGPMGEKP_03304","NCJKFECA_03586","LBLKLJFF_04473","ANCOLAMI_04175"
"abaF","","Fosfomycin resistance protein AbaF",581,581,1,1,2378,NA,NA,"",803,803,803,"APBHMKIJ_01866","FDAPHJIA_03464","IIEOGEEO_03192","ECBAHKLN_03167","OMPAEEHE_04306","CBFLKJKM_03460","PBEADCDK_03620","ANJCIHOA_03743","KPAOFOOC_03611","ACOJFAEA_03784","AJBEKOEN_03668","IGPMGEKP_03180","NCJKFECA_03088","LBLKLJFF_02562","ANCOLAMI_03855"
"ttdA_2","","L(+)-tartrate dehydratase subunit alpha",581,581,1,1,1943,NA,NA,"",899,899,899,"APBHMKIJ_04372","FDAPHJIA_04516","IIEOGEEO_04612","ECBAHKLN_04471","OMPAEEHE_04436","CBFLKJKM_04563","PBEADCDK_04518","ANJCIHOA_04582","KPAOFOOC_04514","ACOJFAEA_04499","AJBEKOEN_04502","IGPMGEKP_04477","NCJKFECA_04345","LBLKLJFF_03300","ANCOLAMI_04534"
"dapD","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",581,581,1,1,2376,NA,NA,"",824,824,824,"APBHMKIJ_01864","FDAPHJIA_03466","IIEOGEEO_03194","ECBAHKLN_03165","OMPAEEHE_04304","CBFLKJKM_03458","PBEADCDK_03618","ANJCIHOA_03741","KPAOFOOC_03613","ACOJFAEA_03786","AJBEKOEN_03666","IGPMGEKP_03182","NCJKFECA_03090","LBLKLJFF_02564","ANCOLAMI_03857"
"group_5643","","hypothetical protein",581,581,1,1,4238,NA,NA,"",170,170,170,"APBHMKIJ_01030","FDAPHJIA_03659","IIEOGEEO_02729","ECBAHKLN_01370","OMPAEEHE_04247","CBFLKJKM_04333","PBEADCDK_00042","ANJCIHOA_00669","KPAOFOOC_02228","ACOJFAEA_00669","AJBEKOEN_04347","IGPMGEKP_02547","NCJKFECA_02652","LBLKLJFF_02254","ANCOLAMI_01856"
"slyX","","Protein SlyX",581,581,1,1,1614,NA,NA,"",218,218,218,"APBHMKIJ_00312","FDAPHJIA_01854","IIEOGEEO_01319","ECBAHKLN_01869","OMPAEEHE_02140","CBFLKJKM_00764","PBEADCDK_02252","ANJCIHOA_01612","KPAOFOOC_01470","ACOJFAEA_01971","AJBEKOEN_02291","IGPMGEKP_04392","NCJKFECA_00803","LBLKLJFF_03798","ANCOLAMI_02699"
"ywrO","","General stress protein 14",581,581,1,1,1618,NA,NA,"",551,551,551,"APBHMKIJ_00308","FDAPHJIA_01850","IIEOGEEO_01315","ECBAHKLN_01873","OMPAEEHE_02144","CBFLKJKM_00760","PBEADCDK_02248","ANJCIHOA_01616","KPAOFOOC_01474","ACOJFAEA_01975","AJBEKOEN_02287","IGPMGEKP_04396","NCJKFECA_00807","LBLKLJFF_03794","ANCOLAMI_02695"
"torC","","Cytochrome c-type protein TorC",581,581,1,1,1425,NA,NA,"",1184,1184,1184,"APBHMKIJ_04005","FDAPHJIA_04191","IIEOGEEO_02684","ECBAHKLN_04224","OMPAEEHE_04052","CBFLKJKM_04140","PBEADCDK_04422","ANJCIHOA_04324","KPAOFOOC_04254","ACOJFAEA_04310","AJBEKOEN_04314","IGPMGEKP_04044","NCJKFECA_04115","LBLKLJFF_01998","ANCOLAMI_04381"
"yceO","","putative protein YceO",581,581,1,1,5500,NA,NA,"",113,113,113,"APBHMKIJ_01061","FDAPHJIA_01075","IIEOGEEO_02177","ECBAHKLN_01300","OMPAEEHE_01543","CBFLKJKM_02190","PBEADCDK_03002","ANJCIHOA_03093","KPAOFOOC_02866","ACOJFAEA_03327","AJBEKOEN_03015","IGPMGEKP_02715","NCJKFECA_03154","LBLKLJFF_01536","ANCOLAMI_00026"
"group_5648","","hypothetical protein",581,581,1,1,5882,NA,NA,"",467,467,467,"APBHMKIJ_02831","FDAPHJIA_02928","IIEOGEEO_01400","ECBAHKLN_03765","OMPAEEHE_03176","CBFLKJKM_03201","PBEADCDK_03503","ANJCIHOA_03485","KPAOFOOC_02975","ACOJFAEA_03436","AJBEKOEN_03410","IGPMGEKP_03956","NCJKFECA_02224","LBLKLJFF_02463","ANCOLAMI_03615"
"yhbE","","putative inner membrane transporter YhbE",581,581,1,1,2595,NA,NA,"",890,890,890,"APBHMKIJ_03176","FDAPHJIA_00051","IIEOGEEO_02310","ECBAHKLN_00051","OMPAEEHE_02875","CBFLKJKM_02772","PBEADCDK_04023","ANJCIHOA_00577","KPAOFOOC_00051","ACOJFAEA_00051","AJBEKOEN_00618","IGPMGEKP_01628","NCJKFECA_02098","LBLKLJFF_00782","ANCOLAMI_01360"
"dmlR_7","","HTH-type transcriptional regulator DmlR",581,581,1,1,1955,NA,NA,"",929,929,929,"APBHMKIJ_04384","FDAPHJIA_04504","IIEOGEEO_04016","ECBAHKLN_04483","OMPAEEHE_04448","CBFLKJKM_04551","PBEADCDK_04530","ANJCIHOA_04570","KPAOFOOC_04502","ACOJFAEA_04511","AJBEKOEN_04514","IGPMGEKP_04489","NCJKFECA_04357","LBLKLJFF_03312","ANCOLAMI_04546"
"yedJ","","putative protein YedJ",581,581,1,1,4601,NA,NA,"",695,695,695,"APBHMKIJ_03622","FDAPHJIA_03191","IIEOGEEO_03456","ECBAHKLN_01698","OMPAEEHE_00786","CBFLKJKM_04135","PBEADCDK_00370","ANJCIHOA_00998","KPAOFOOC_04103","ACOJFAEA_00997","AJBEKOEN_01819","IGPMGEKP_02268","NCJKFECA_04027","LBLKLJFF_02915","ANCOLAMI_01526"
"pmbA","","Metalloprotease PmbA",581,581,1,1,6069,NA,NA,"",1352,1352,1352,"APBHMKIJ_02255","FDAPHJIA_00819","IIEOGEEO_03294","ECBAHKLN_02971","OMPAEEHE_01871","CBFLKJKM_02061","PBEADCDK_01662","ANJCIHOA_01344","KPAOFOOC_01303","ACOJFAEA_01343","AJBEKOEN_00882","IGPMGEKP_00214","NCJKFECA_00564","LBLKLJFF_01645","ANCOLAMI_02128"
