"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR5905069","NDSU1","SRR14766415","SRR14766399","SRR3037435","SRR16506855","SRR16297815","SRR14766441","SRR2911775","SRR5905029","SRR7638087","SRR2994394","SRR14766408","SRR11043408","SRR3037400"
"glk","","Glucokinase",581,581,1,1,3974,NA,NA,"",893,965,964,"CNBCECDA_01776","GEPIEMCB_02941","FGNPIGJI_02556","MAMCPOAM_00120","CKPEMOEN_02135","MMJAGEHG_02574","DCCGOOHM_02747","IOEMIFOP_02081","NCJKFECA_01316","PLHCNFHB_02485","HNLCLDHN_01722","NNGIMOCL_02069","IEICFKFC_02837","OBBHNEFO_02549","JILAKEMF_02573"
"group_1510","","hypothetical protein",581,581,1,1,3979,NA,NA,"",209,326,325,"CNBCECDA_01781","GEPIEMCB_02946","FGNPIGJI_02561","MAMCPOAM_00125","CKPEMOEN_02140","MMJAGEHG_02569","DCCGOOHM_02752","IOEMIFOP_02086","NCJKFECA_01321","PLHCNFHB_02490","HNLCLDHN_01717","NNGIMOCL_02074","IEICFKFC_02842","OBBHNEFO_02544","JILAKEMF_02568"
"pdxK","","Pyridoxine/pyridoxal/pyridoxamine kinase",581,581,1,1,4003,NA,NA,"",866,893,866,"CNBCECDA_01810","GEPIEMCB_02976","FGNPIGJI_02590","MAMCPOAM_00154","CKPEMOEN_02169","MMJAGEHG_02540","DCCGOOHM_02781","IOEMIFOP_02115","NCJKFECA_01350","PLHCNFHB_02519","HNLCLDHN_01688","NNGIMOCL_02103","IEICFKFC_02871","OBBHNEFO_02515","JILAKEMF_02539"
"cysM","","Cysteine synthase B",581,581,1,1,4008,NA,NA,"",227,911,909,"CNBCECDA_01815","GEPIEMCB_02981","FGNPIGJI_02595","MAMCPOAM_00159","CKPEMOEN_02174","MMJAGEHG_02535","DCCGOOHM_02786","IOEMIFOP_02120","NCJKFECA_01355","PLHCNFHB_02524","HNLCLDHN_01683","NNGIMOCL_02108","IEICFKFC_02876","OBBHNEFO_02510","JILAKEMF_02534"
"group_1515","","hypothetical protein",581,581,1,1,4022,NA,NA,"",968,1052,1036,"CNBCECDA_01829","GEPIEMCB_02995","FGNPIGJI_02609","MAMCPOAM_00173","CKPEMOEN_02188","MMJAGEHG_02521","DCCGOOHM_02800","IOEMIFOP_02134","NCJKFECA_01369","PLHCNFHB_02538","HNLCLDHN_01669","NNGIMOCL_02122","IEICFKFC_02890","OBBHNEFO_02496","JILAKEMF_02520"
"ftsA_1","","Cell division protein FtsA",581,581,1,1,4030,NA,NA,"",233,839,834,"CNBCECDA_01837","GEPIEMCB_03003","FGNPIGJI_02617","MAMCPOAM_00181","CKPEMOEN_02196","MMJAGEHG_02513","DCCGOOHM_02808","IOEMIFOP_02142","NCJKFECA_01377","PLHCNFHB_02546","HNLCLDHN_01661","NNGIMOCL_02130","IEICFKFC_02898","OBBHNEFO_02488","JILAKEMF_02512"
"tal","","Transaldolase",581,581,1,1,4040,NA,NA,"",812,950,949,"CNBCECDA_01847","GEPIEMCB_03013","FGNPIGJI_02627","MAMCPOAM_00191","CKPEMOEN_02206","MMJAGEHG_02503","DCCGOOHM_02818","IOEMIFOP_02152","NCJKFECA_01387","PLHCNFHB_02556","HNLCLDHN_01651","NNGIMOCL_02140","IEICFKFC_02908","OBBHNEFO_02478","JILAKEMF_02502"
"acrB_1","","Multidrug efflux pump subunit AcrB",581,581,1,1,4182,NA,NA,"",2981,3113,3112,"CNBCECDA_01855","GEPIEMCB_03021","FGNPIGJI_02635","MAMCPOAM_00199","CKPEMOEN_02214","MMJAGEHG_02495","DCCGOOHM_02826","IOEMIFOP_02160","NCJKFECA_01395","PLHCNFHB_02564","HNLCLDHN_01643","NNGIMOCL_02148","IEICFKFC_02916","OBBHNEFO_02470","JILAKEMF_02494"
"gcvR","","Glycine cleavage system transcriptional repressor",581,581,1,1,4173,NA,NA,"",572,602,572,"CNBCECDA_01864","GEPIEMCB_03030","FGNPIGJI_02644","MAMCPOAM_00208","CKPEMOEN_02223","MMJAGEHG_02486","DCCGOOHM_02835","IOEMIFOP_02169","NCJKFECA_01404","PLHCNFHB_02573","HNLCLDHN_01634","NNGIMOCL_02157","IEICFKFC_02925","OBBHNEFO_02461","JILAKEMF_02485"
"ppx","","Exopolyphosphatase",581,581,1,1,4159,NA,NA,"",629,1541,1539,"CNBCECDA_01878","GEPIEMCB_03044","FGNPIGJI_02658","MAMCPOAM_00222","CKPEMOEN_02237","MMJAGEHG_02472","DCCGOOHM_02849","IOEMIFOP_02183","NCJKFECA_01418","PLHCNFHB_02587","HNLCLDHN_01620","NNGIMOCL_02171","IEICFKFC_02939","OBBHNEFO_02447","JILAKEMF_02471"
"group_1521","","hypothetical protein",581,581,1,1,4145,NA,NA,"",3530,3683,3667,"CNBCECDA_01891","GEPIEMCB_03057","FGNPIGJI_02670","MAMCPOAM_03991","CKPEMOEN_02251","MMJAGEHG_02460","DCCGOOHM_02861","IOEMIFOP_02196","NCJKFECA_01432","PLHCNFHB_02600","HNLCLDHN_01608","NNGIMOCL_02184","IEICFKFC_02952","OBBHNEFO_02435","JILAKEMF_02459"
"group_1522","","hypothetical protein",581,581,1,1,4122,NA,NA,"",599,668,667,"CNBCECDA_01912","GEPIEMCB_03078","FGNPIGJI_02691","MAMCPOAM_02742","CKPEMOEN_02272","MMJAGEHG_02439","DCCGOOHM_02882","IOEMIFOP_02217","NCJKFECA_01453","PLHCNFHB_02621","HNLCLDHN_01587","NNGIMOCL_03870","IEICFKFC_03889","OBBHNEFO_02414","JILAKEMF_02438"
"hmp","","Flavohemoprotein",581,581,1,1,4099,NA,NA,"",581,1190,1188,"CNBCECDA_01935","GEPIEMCB_03101","FGNPIGJI_02714","MAMCPOAM_01157","CKPEMOEN_02295","MMJAGEHG_02416","DCCGOOHM_02905","IOEMIFOP_02240","NCJKFECA_01476","PLHCNFHB_02644","HNLCLDHN_01564","NNGIMOCL_03847","IEICFKFC_03912","OBBHNEFO_02391","JILAKEMF_02415"
"qseG","","Quorum-sensing regulator protein G",581,581,1,1,4091,NA,NA,"",686,764,707,"CNBCECDA_01942","GEPIEMCB_03108","FGNPIGJI_02721","MAMCPOAM_01150","CKPEMOEN_02302","MMJAGEHG_02409","DCCGOOHM_02912","IOEMIFOP_02247","NCJKFECA_01483","PLHCNFHB_02651","HNLCLDHN_01557","NNGIMOCL_03840","IEICFKFC_03919","OBBHNEFO_02384","JILAKEMF_02408"
"group_1525","","PTS system EIIBC component",581,581,1,1,4085,NA,NA,"",1217,1361,1360,"CNBCECDA_01948","GEPIEMCB_03114","FGNPIGJI_02727","MAMCPOAM_01144","CKPEMOEN_02308","MMJAGEHG_02403","DCCGOOHM_02918","IOEMIFOP_02253","NCJKFECA_01489","PLHCNFHB_02657","HNLCLDHN_01551","NNGIMOCL_03834","IEICFKFC_03925","OBBHNEFO_02378","JILAKEMF_02402"
"panE_1","","2-dehydropantoate 2-reductase",581,581,1,1,4082,NA,NA,"",344,917,916,"CNBCECDA_01951","GEPIEMCB_03117","FGNPIGJI_02730","MAMCPOAM_01141","CKPEMOEN_02311","MMJAGEHG_02400","DCCGOOHM_02921","IOEMIFOP_02256","NCJKFECA_01492","PLHCNFHB_02660","HNLCLDHN_01548","NNGIMOCL_03831","IEICFKFC_03928","OBBHNEFO_02375","JILAKEMF_02399"
"group_1527","","L-lactate transporter",581,581,1,1,4081,NA,NA,"",1169,1196,1195,"CNBCECDA_01952","GEPIEMCB_03118","FGNPIGJI_02731","MAMCPOAM_01140","CKPEMOEN_02312","MMJAGEHG_02399","DCCGOOHM_02922","IOEMIFOP_02257","NCJKFECA_01493","PLHCNFHB_02661","HNLCLDHN_01547","NNGIMOCL_03830","IEICFKFC_03929","OBBHNEFO_02374","JILAKEMF_02398"
"hdfR_2","","HTH-type transcriptional regulator HdfR",581,581,1,1,4080,NA,NA,"",713,926,925,"CNBCECDA_01953","GEPIEMCB_03119","FGNPIGJI_02732","MAMCPOAM_01139","CKPEMOEN_02313","MMJAGEHG_02398","DCCGOOHM_02923","IOEMIFOP_02258","NCJKFECA_01494","PLHCNFHB_02662","HNLCLDHN_01546","NNGIMOCL_03829","IEICFKFC_03930","OBBHNEFO_02373","JILAKEMF_02397"
"alsT_1","","Amino-acid carrier protein AlsT",581,581,1,1,4409,NA,NA,"",1016,1436,1435,"CNBCECDA_00702","GEPIEMCB_03196","FGNPIGJI_01610","MAMCPOAM_02179","CKPEMOEN_00534","MMJAGEHG_00866","DCCGOOHM_01584","IOEMIFOP_00866","NCJKFECA_02496","PLHCNFHB_01652","HNLCLDHN_02381","NNGIMOCL_01685","IEICFKFC_00867","OBBHNEFO_01285","JILAKEMF_00866"
"yhhW_2","","hypothetical protein",581,581,1,1,4354,NA,NA,"",656,860,859,"CNBCECDA_00752","GEPIEMCB_03246","FGNPIGJI_01660","MAMCPOAM_01790","CKPEMOEN_00484","MMJAGEHG_00816","DCCGOOHM_01635","IOEMIFOP_00816","NCJKFECA_02546","PLHCNFHB_01602","HNLCLDHN_02331","NNGIMOCL_01635","IEICFKFC_00817","OBBHNEFO_01234","JILAKEMF_00816"
"ycaC_1","","putative hydrolase YcaC",581,581,1,1,4353,NA,NA,"",563,677,676,"CNBCECDA_00753","GEPIEMCB_03247","FGNPIGJI_01661","MAMCPOAM_01789","CKPEMOEN_00483","MMJAGEHG_00815","DCCGOOHM_01636","IOEMIFOP_00815","NCJKFECA_02547","PLHCNFHB_01601","HNLCLDHN_02330","NNGIMOCL_01634","IEICFKFC_00816","OBBHNEFO_01233","JILAKEMF_00815"
"lysO","","Lysine exporter LysO",581,581,1,1,4342,NA,NA,"",899,917,899,"CNBCECDA_00763","GEPIEMCB_03257","FGNPIGJI_01671","MAMCPOAM_01779","CKPEMOEN_00473","MMJAGEHG_00805","DCCGOOHM_01646","IOEMIFOP_00805","NCJKFECA_02557","PLHCNFHB_01591","HNLCLDHN_02320","NNGIMOCL_01624","IEICFKFC_00806","OBBHNEFO_01223","JILAKEMF_00805"
"moeA","","Molybdopterin molybdenumtransferase",581,581,1,1,4277,NA,NA,"",899,1235,1234,"CNBCECDA_00820","GEPIEMCB_03314","FGNPIGJI_01728","MAMCPOAM_02008","CKPEMOEN_00416","MMJAGEHG_00748","DCCGOOHM_01703","IOEMIFOP_00748","NCJKFECA_02614","PLHCNFHB_01534","HNLCLDHN_02263","NNGIMOCL_03644","IEICFKFC_00749","OBBHNEFO_01166","JILAKEMF_00748"
"mntR","","Transcriptional regulator MntR",581,581,1,1,4264,NA,NA,"",437,473,472,"CNBCECDA_04305","GEPIEMCB_03326","FGNPIGJI_01740","MAMCPOAM_04312","CKPEMOEN_04265","MMJAGEHG_00736","DCCGOOHM_01715","IOEMIFOP_00736","NCJKFECA_02626","PLHCNFHB_04408","HNLCLDHN_02251","NNGIMOCL_03632","IEICFKFC_00737","OBBHNEFO_01154","JILAKEMF_00736"
"ybiI_2","","putative protein YbiI",581,581,1,1,4253,NA,NA,"",224,266,265,"CNBCECDA_04294","GEPIEMCB_03337","FGNPIGJI_01751","MAMCPOAM_00939","CKPEMOEN_04276","MMJAGEHG_00725","DCCGOOHM_01726","IOEMIFOP_00725","NCJKFECA_02637","PLHCNFHB_04419","HNLCLDHN_02240","NNGIMOCL_03621","IEICFKFC_00726","OBBHNEFO_01143","JILAKEMF_00725"
"slrP","","E3 ubiquitin-protein ligase SlrP",581,581,1,1,4227,NA,NA,"",2048,2267,2266,"CNBCECDA_04269","GEPIEMCB_03362","FGNPIGJI_01776","MAMCPOAM_00964","CKPEMOEN_04301","MMJAGEHG_00700","DCCGOOHM_01751","IOEMIFOP_00700","NCJKFECA_02662","PLHCNFHB_04444","HNLCLDHN_02215","NNGIMOCL_03596","IEICFKFC_00701","OBBHNEFO_01118","JILAKEMF_00700"
"hutU","","Urocanate hydratase",581,581,1,1,4218,NA,NA,"",1586,1685,1684,"CNBCECDA_04260","GEPIEMCB_03371","FGNPIGJI_01785","MAMCPOAM_00974","CKPEMOEN_04310","MMJAGEHG_00691","DCCGOOHM_01760","IOEMIFOP_00691","NCJKFECA_02671","PLHCNFHB_04453","HNLCLDHN_04642","NNGIMOCL_03587","IEICFKFC_00692","OBBHNEFO_04581","JILAKEMF_00691"
"erfK","","putative L,D-transpeptidase ErfK/SrfK",581,581,1,1,5674,NA,NA,"",893,929,928,"CNBCECDA_03429","GEPIEMCB_03393","FGNPIGJI_02784","MAMCPOAM_03104","CKPEMOEN_03944","MMJAGEHG_03440","DCCGOOHM_03322","IOEMIFOP_02513","NCJKFECA_02371","PLHCNFHB_03257","HNLCLDHN_02952","NNGIMOCL_04085","IEICFKFC_02492","OBBHNEFO_03599","JILAKEMF_03130"
"cbiO","","Cobalt import ATP-binding protein CbiO",581,581,1,1,5679,NA,NA,"",644,815,814,"CNBCECDA_03434","GEPIEMCB_03398","FGNPIGJI_02789","MAMCPOAM_03099","CKPEMOEN_03939","MMJAGEHG_03445","DCCGOOHM_03327","IOEMIFOP_02508","NCJKFECA_02366","PLHCNFHB_03252","HNLCLDHN_02957","NNGIMOCL_04090","IEICFKFC_02497","OBBHNEFO_03594","JILAKEMF_03135"
"cbiM","","Cobalt transport protein CbiM",581,581,1,1,5682,NA,NA,"",263,737,732,"CNBCECDA_03437","GEPIEMCB_03401","FGNPIGJI_02792","MAMCPOAM_03096","CKPEMOEN_03936","MMJAGEHG_03448","DCCGOOHM_03330","IOEMIFOP_02505","NCJKFECA_02363","PLHCNFHB_03249","HNLCLDHN_02960","NNGIMOCL_04093","IEICFKFC_02500","OBBHNEFO_03591","JILAKEMF_03138"
"pduL","","Phosphate propanoyltransferase",581,581,1,1,5711,NA,NA,"",536,632,631,"CNBCECDA_03462","GEPIEMCB_03426","FGNPIGJI_02817","MAMCPOAM_03560","CKPEMOEN_03911","MMJAGEHG_03473","DCCGOOHM_03355","IOEMIFOP_02480","NCJKFECA_02338","PLHCNFHB_03224","HNLCLDHN_02985","NNGIMOCL_04118","IEICFKFC_02525","OBBHNEFO_03566","JILAKEMF_03163"
"group_1562","","hypothetical protein",581,581,1,1,5714,NA,NA,"",290,1010,1008,"CNBCECDA_03465","GEPIEMCB_03429","FGNPIGJI_02820","MAMCPOAM_03557","CKPEMOEN_03908","MMJAGEHG_03476","DCCGOOHM_03358","IOEMIFOP_02477","NCJKFECA_02335","PLHCNFHB_03221","HNLCLDHN_02988","NNGIMOCL_04121","IEICFKFC_02528","OBBHNEFO_03563","JILAKEMF_03166"
"phsA","","Thiosulfate reductase molybdopterin-containing subunit PhsA",581,581,1,1,5730,NA,NA,"",2129,2276,2272,"CNBCECDA_03480","GEPIEMCB_03444","FGNPIGJI_02835","MAMCPOAM_03542","CKPEMOEN_03893","MMJAGEHG_03491","DCCGOOHM_03373","IOEMIFOP_02462","NCJKFECA_02320","PLHCNFHB_03206","HNLCLDHN_03003","NNGIMOCL_04136","IEICFKFC_02543","OBBHNEFO_03548","JILAKEMF_03181"
"sopA","","E3 ubiquitin-protein ligase SopA",581,581,1,1,5731,NA,NA,"",1703,2348,2313,"CNBCECDA_03481","GEPIEMCB_03445","FGNPIGJI_02836","MAMCPOAM_03934","CKPEMOEN_03892","MMJAGEHG_03492","DCCGOOHM_03374","IOEMIFOP_02461","NCJKFECA_02319","PLHCNFHB_03205","HNLCLDHN_03004","NNGIMOCL_04137","IEICFKFC_02544","OBBHNEFO_03547","JILAKEMF_03182"
"ascD","","CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase",581,581,1,1,5762,NA,NA,"",338,974,972,"CNBCECDA_03509","GEPIEMCB_03473","FGNPIGJI_02864","MAMCPOAM_02894","CKPEMOEN_03436","MMJAGEHG_03520","DCCGOOHM_03402","IOEMIFOP_02433","NCJKFECA_02291","PLHCNFHB_03177","HNLCLDHN_03032","NNGIMOCL_02866","IEICFKFC_02572","OBBHNEFO_03519","JILAKEMF_03210"
"algC","","Phosphomannomutase/phosphoglucomutase",581,581,1,1,5773,NA,NA,"",482,1370,1368,"CNBCECDA_03520","GEPIEMCB_03484","FGNPIGJI_02875","MAMCPOAM_02905","CKPEMOEN_03447","MMJAGEHG_03531","DCCGOOHM_03412","IOEMIFOP_02422","NCJKFECA_02280","PLHCNFHB_03166","HNLCLDHN_03043","NNGIMOCL_02877","IEICFKFC_02583","OBBHNEFO_03508","JILAKEMF_03221"
"dnaK_2","","Chaperone protein DnaK",581,581,1,1,5795,NA,NA,"",683,926,925,"CNBCECDA_03542","GEPIEMCB_03506","FGNPIGJI_02897","MAMCPOAM_03689","CKPEMOEN_03469","MMJAGEHG_03553","DCCGOOHM_03434","IOEMIFOP_02400","NCJKFECA_02258","PLHCNFHB_03144","HNLCLDHN_03065","NNGIMOCL_02899","IEICFKFC_02605","OBBHNEFO_03486","JILAKEMF_03243"
"mdtB","","Multidrug resistance protein MdtB",581,581,1,1,5799,NA,NA,"",2849,3122,3121,"CNBCECDA_03546","GEPIEMCB_03510","FGNPIGJI_02901","MAMCPOAM_03685","CKPEMOEN_03473","MMJAGEHG_03557","DCCGOOHM_03438","IOEMIFOP_02396","NCJKFECA_02254","PLHCNFHB_03140","HNLCLDHN_03069","NNGIMOCL_02903","IEICFKFC_02609","OBBHNEFO_03482","JILAKEMF_03247"
"mdtD_2","","Putative multidrug resistance protein MdtD",581,581,1,1,5801,NA,NA,"",371,431,420,"CNBCECDA_03548","GEPIEMCB_03512","FGNPIGJI_02903","MAMCPOAM_03683","CKPEMOEN_03475","MMJAGEHG_03559","DCCGOOHM_03440","IOEMIFOP_02394","NCJKFECA_02252","PLHCNFHB_03138","HNLCLDHN_03071","NNGIMOCL_02905","IEICFKFC_02611","OBBHNEFO_03480","JILAKEMF_03249"
"group_1570","","hypothetical protein",581,581,1,1,5853,NA,NA,"",1028,1202,1199,"CNBCECDA_03552","GEPIEMCB_03516","FGNPIGJI_02907","MAMCPOAM_01558","CKPEMOEN_03479","MMJAGEHG_03563","DCCGOOHM_03444","IOEMIFOP_02390","NCJKFECA_02248","PLHCNFHB_03134","HNLCLDHN_03075","NNGIMOCL_02909","IEICFKFC_02615","OBBHNEFO_03476","JILAKEMF_03253"
"rlhA_2","","23S rRNA 5-hydroxycytidine synthase",581,581,1,1,5857,NA,NA,"",1100,1361,1360,"CNBCECDA_03555","GEPIEMCB_03519","FGNPIGJI_02910","MAMCPOAM_01561","CKPEMOEN_03482","MMJAGEHG_03566","DCCGOOHM_03447","IOEMIFOP_02387","NCJKFECA_02245","PLHCNFHB_03131","HNLCLDHN_03078","NNGIMOCL_02912","IEICFKFC_02618","OBBHNEFO_03473","JILAKEMF_03256"
"cesT","","Tir chaperone",581,581,1,1,5858,NA,NA,"",269,416,414,"CNBCECDA_03556","GEPIEMCB_03520","FGNPIGJI_02911","MAMCPOAM_01562","CKPEMOEN_03483","MMJAGEHG_03567","DCCGOOHM_03448","IOEMIFOP_02386","NCJKFECA_02244","PLHCNFHB_03130","HNLCLDHN_03079","NNGIMOCL_02913","IEICFKFC_02619","OBBHNEFO_03472","JILAKEMF_03257"
"yehB","","Outer membrane usher protein YehB",581,581,1,1,5871,NA,NA,"",545,2486,2482,"CNBCECDA_03569","GEPIEMCB_03532","FGNPIGJI_02923","MAMCPOAM_01574","CKPEMOEN_03495","MMJAGEHG_03579","DCCGOOHM_03460","IOEMIFOP_02374","NCJKFECA_02232","PLHCNFHB_03118","HNLCLDHN_03091","NNGIMOCL_02925","IEICFKFC_02631","OBBHNEFO_03460","JILAKEMF_03269"
"yehD","","putative fimbrial-like protein YehD",581,581,1,1,5875,NA,NA,"",425,533,532,"CNBCECDA_03571","GEPIEMCB_03534","FGNPIGJI_02925","MAMCPOAM_01576","CKPEMOEN_03497","MMJAGEHG_03581","DCCGOOHM_03462","IOEMIFOP_02372","NCJKFECA_02230","PLHCNFHB_03116","HNLCLDHN_03093","NNGIMOCL_02927","IEICFKFC_02633","OBBHNEFO_03458","JILAKEMF_03271"
"yehR","","putative lipoprotein YehR",581,581,1,1,5880,NA,NA,"",410,458,457,"CNBCECDA_03575","GEPIEMCB_03538","FGNPIGJI_02929","MAMCPOAM_01580","CKPEMOEN_03501","MMJAGEHG_03585","DCCGOOHM_03466","IOEMIFOP_02368","NCJKFECA_02226","PLHCNFHB_03112","HNLCLDHN_03097","NNGIMOCL_02931","IEICFKFC_02637","OBBHNEFO_03454","JILAKEMF_03275"
"btsS","","Sensor histidine kinase BtsS",581,581,1,1,5884,NA,NA,"",1613,1685,1684,"CNBCECDA_03579","GEPIEMCB_03542","FGNPIGJI_02933","MAMCPOAM_01584","CKPEMOEN_03505","MMJAGEHG_03589","DCCGOOHM_03470","IOEMIFOP_02364","NCJKFECA_02222","PLHCNFHB_03108","HNLCLDHN_03101","NNGIMOCL_02935","IEICFKFC_02641","OBBHNEFO_03450","JILAKEMF_03279"
"mlrA_3","","HTH-type transcriptional regulator MlrA",581,581,1,1,5885,NA,NA,"",332,731,729,"CNBCECDA_03580","GEPIEMCB_03543","FGNPIGJI_02934","MAMCPOAM_01585","CKPEMOEN_03506","MMJAGEHG_03590","DCCGOOHM_03471","IOEMIFOP_02363","NCJKFECA_02221","PLHCNFHB_03107","HNLCLDHN_03102","NNGIMOCL_02936","IEICFKFC_02642","OBBHNEFO_03449","JILAKEMF_03280"
"preA","","NAD-dependent dihydropyrimidine dehydrogenase subunit PreA",581,581,1,1,5911,NA,NA,"",152,1235,1233,"CNBCECDA_03606","GEPIEMCB_03569","FGNPIGJI_02960","MAMCPOAM_03222","CKPEMOEN_03532","MMJAGEHG_03616","DCCGOOHM_03497","IOEMIFOP_02337","NCJKFECA_02195","PLHCNFHB_03081","HNLCLDHN_03128","NNGIMOCL_02962","IEICFKFC_02668","OBBHNEFO_03423","JILAKEMF_03306"
"ycbX","","putative protein YcbX",581,581,1,1,4479,NA,NA,"",1067,1109,1108,"CNBCECDA_00641","GEPIEMCB_03624","FGNPIGJI_01549","MAMCPOAM_01464","CKPEMOEN_00595","MMJAGEHG_00927","DCCGOOHM_01522","IOEMIFOP_00927","NCJKFECA_03902","PLHCNFHB_01714","HNLCLDHN_02442","NNGIMOCL_01746","IEICFKFC_00929","OBBHNEFO_01347","JILAKEMF_00927"
"rlmL","","Ribosomal RNA large subunit methyltransferase K/L",581,581,1,1,4480,NA,NA,"",1832,2108,2107,"CNBCECDA_00640","GEPIEMCB_03625","FGNPIGJI_01548","MAMCPOAM_01465","CKPEMOEN_00596","MMJAGEHG_00928","DCCGOOHM_01521","IOEMIFOP_00928","NCJKFECA_03901","PLHCNFHB_01715","HNLCLDHN_02443","NNGIMOCL_01747","IEICFKFC_00930","OBBHNEFO_01348","JILAKEMF_00928"
"uup","","ABC transporter ATP-binding protein uup",581,581,1,1,4481,NA,NA,"",1868,1907,1906,"CNBCECDA_00639","GEPIEMCB_03626","FGNPIGJI_01547","MAMCPOAM_01466","CKPEMOEN_00597","MMJAGEHG_00929","DCCGOOHM_01520","IOEMIFOP_00929","NCJKFECA_03900","PLHCNFHB_01716","HNLCLDHN_02444","NNGIMOCL_01748","IEICFKFC_00931","OBBHNEFO_01349","JILAKEMF_00929"
"yccS","","Inner membrane protein YccS",581,581,1,1,4491,NA,NA,"",1202,2153,2151,"CNBCECDA_00629","GEPIEMCB_03636","FGNPIGJI_01537","MAMCPOAM_01476","CKPEMOEN_00607","MMJAGEHG_00939","DCCGOOHM_01510","IOEMIFOP_00939","NCJKFECA_03890","PLHCNFHB_01726","HNLCLDHN_02454","NNGIMOCL_01758","IEICFKFC_00941","OBBHNEFO_01359","JILAKEMF_00939"
"helD","","DNA helicase IV",581,581,1,1,4493,NA,NA,"",1334,2054,2052,"CNBCECDA_00627","GEPIEMCB_03638","FGNPIGJI_01535","MAMCPOAM_01478","CKPEMOEN_00609","MMJAGEHG_00941","DCCGOOHM_01508","IOEMIFOP_00941","NCJKFECA_03888","PLHCNFHB_01728","HNLCLDHN_02456","NNGIMOCL_01760","IEICFKFC_00943","OBBHNEFO_01361","JILAKEMF_00941"
"group_1589","","hypothetical protein",581,581,1,1,4504,NA,NA,"",503,680,678,"CNBCECDA_00615","GEPIEMCB_03650","FGNPIGJI_01523","MAMCPOAM_01490","CKPEMOEN_00621","MMJAGEHG_00953","DCCGOOHM_01496","IOEMIFOP_00953","NCJKFECA_03876","PLHCNFHB_01740","HNLCLDHN_02468","NNGIMOCL_01772","IEICFKFC_00955","OBBHNEFO_01373","JILAKEMF_00953"
"sopB","","Inositol phosphate phosphatase SopB",581,581,1,1,4508,NA,NA,"",1307,1685,1684,"CNBCECDA_00612","GEPIEMCB_03653","FGNPIGJI_01520","MAMCPOAM_01493","CKPEMOEN_00624","MMJAGEHG_00956","DCCGOOHM_01493","IOEMIFOP_00956","NCJKFECA_03873","PLHCNFHB_01743","HNLCLDHN_02471","NNGIMOCL_01775","IEICFKFC_00958","OBBHNEFO_01376","JILAKEMF_00956"
"group_1591","","hypothetical protein",581,581,1,1,4510,NA,NA,"",1469,1562,1561,"CNBCECDA_00610","GEPIEMCB_03655","FGNPIGJI_01518","MAMCPOAM_01495","CKPEMOEN_00626","MMJAGEHG_00958","DCCGOOHM_01491","IOEMIFOP_00958","NCJKFECA_03871","PLHCNFHB_01745","HNLCLDHN_02473","NNGIMOCL_01777","IEICFKFC_00960","OBBHNEFO_01378","JILAKEMF_00958"
"hprS","","Sensor histidine kinase HprS",581,581,1,1,4511,NA,NA,"",1211,1364,1363,"CNBCECDA_00609","GEPIEMCB_03656","FGNPIGJI_01517","MAMCPOAM_01496","CKPEMOEN_00627","MMJAGEHG_00959","DCCGOOHM_01490","IOEMIFOP_00959","NCJKFECA_03870","PLHCNFHB_01746","HNLCLDHN_02474","NNGIMOCL_01778","IEICFKFC_00961","OBBHNEFO_01379","JILAKEMF_00959"
"hpcE","","Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase",581,581,1,1,4517,NA,NA,"",1184,1289,1288,"CNBCECDA_00603","GEPIEMCB_03662","FGNPIGJI_01511","MAMCPOAM_01502","CKPEMOEN_00633","MMJAGEHG_00965","DCCGOOHM_01484","IOEMIFOP_00965","NCJKFECA_03864","PLHCNFHB_01752","HNLCLDHN_02480","NNGIMOCL_01784","IEICFKFC_00967","OBBHNEFO_01385","JILAKEMF_00965"
"hpcD","","5-carboxymethyl-2-hydroxymuconate Delta-isomerase",581,581,1,1,4520,NA,NA,"",134,380,378,"CNBCECDA_00600","GEPIEMCB_03665","FGNPIGJI_01508","MAMCPOAM_01505","CKPEMOEN_00636","MMJAGEHG_00968","DCCGOOHM_01481","IOEMIFOP_00968","NCJKFECA_03861","PLHCNFHB_01755","HNLCLDHN_02483","NNGIMOCL_01787","IEICFKFC_00970","OBBHNEFO_01388","JILAKEMF_00968"
"resA","","Thiol-disulfide oxidoreductase ResA",581,581,1,1,4538,NA,NA,"",233,506,505,"CNBCECDA_00588","GEPIEMCB_03677","FGNPIGJI_01496","MAMCPOAM_04356","CKPEMOEN_00648","MMJAGEHG_00980","DCCGOOHM_01469","IOEMIFOP_00980","NCJKFECA_03849","PLHCNFHB_01767","HNLCLDHN_02495","NNGIMOCL_01799","IEICFKFC_00982","OBBHNEFO_01400","JILAKEMF_00980"
