"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR2911774","SRR1334790","SRR5883581","SRR14766462","SRR12991092","SRR7010474","SRR7010301","SRR3037403","SRR3037467","SRR14766434","SRR2077386","NDSU28","SRR10258286","SRR10502094","SRR3037491"
"sufS","","Cysteine desulfurase",581,581,1,1,5269,NA,NA,"",1220,1220,1220,"PFMPIDLH_03124","EEHBNCGH_01164","LBEPEMJH_02056","GEBDBFBM_02734","KEBBHCLF_02790","ANAGKALP_01181","KLLMCOIF_00249","ICMJKFCL_03015","FONGDKBB_01077","JAJDIPKB_00960","AHCJAMEF_03238","KBLPGKMM_01290","NKIHGGCG_02128","BMPMIIIC_01200","GJABAPEG_00249"
"group_5707","","hypothetical protein",581,581,1,1,340,NA,NA,"",695,695,695,"PFMPIDLH_03652","EEHBNCGH_03764","LBEPEMJH_03196","GEBDBFBM_02357","KEBBHCLF_03760","ANAGKALP_02439","KLLMCOIF_02295","ICMJKFCL_03902","FONGDKBB_02997","JAJDIPKB_00459","AHCJAMEF_03775","KBLPGKMM_02690","NKIHGGCG_02614","BMPMIIIC_02592","GJABAPEG_04051"
"group_5708","","hypothetical protein",581,581,1,1,2553,NA,NA,"",794,794,794,"PFMPIDLH_00009","EEHBNCGH_00009","LBEPEMJH_00414","GEBDBFBM_02001","KEBBHCLF_02218","ANAGKALP_02157","KLLMCOIF_03011","ICMJKFCL_01684","FONGDKBB_03648","JAJDIPKB_02453","AHCJAMEF_00009","KBLPGKMM_00694","NKIHGGCG_01459","BMPMIIIC_00955","GJABAPEG_01406"
"group_5709","","hypothetical protein",581,581,1,1,1483,NA,NA,"",479,479,479,"PFMPIDLH_01575","EEHBNCGH_02455","LBEPEMJH_04072","GEBDBFBM_00046","KEBBHCLF_00893","ANAGKALP_03673","KLLMCOIF_03430","ICMJKFCL_00488","FONGDKBB_03756","JAJDIPKB_02738","AHCJAMEF_01810","KBLPGKMM_02966","NKIHGGCG_00046","BMPMIIIC_02817","GJABAPEG_02179"
"yghA","","putative oxidoreductase YghA",581,581,1,1,2744,NA,NA,"",884,884,884,"PFMPIDLH_00193","EEHBNCGH_00193","LBEPEMJH_00598","GEBDBFBM_04193","KEBBHCLF_02034","ANAGKALP_01973","KLLMCOIF_01988","ICMJKFCL_01868","FONGDKBB_04208","JAJDIPKB_02308","AHCJAMEF_00193","KBLPGKMM_00878","NKIHGGCG_01643","BMPMIIIC_00771","GJABAPEG_01222"
"group_5711","","hypothetical protein",581,581,1,1,3073,NA,NA,"",1031,1031,1031,"PFMPIDLH_00613","EEHBNCGH_00611","LBEPEMJH_02466","GEBDBFBM_02656","KEBBHCLF_04234","ANAGKALP_01889","KLLMCOIF_02516","ICMJKFCL_03313","FONGDKBB_01652","JAJDIPKB_04486","AHCJAMEF_00611","KBLPGKMM_03807","NKIHGGCG_03201","BMPMIIIC_02013","GJABAPEG_00804"
"holA","","DNA polymerase III subunit delta",581,581,1,1,352,NA,NA,"",1031,1031,1031,"PFMPIDLH_03664","EEHBNCGH_03752","LBEPEMJH_03208","GEBDBFBM_02369","KEBBHCLF_03748","ANAGKALP_02451","KLLMCOIF_02307","ICMJKFCL_03914","FONGDKBB_02659","JAJDIPKB_00447","AHCJAMEF_03787","KBLPGKMM_02702","NKIHGGCG_02602","BMPMIIIC_02604","GJABAPEG_04039"
"chaA","","Sodium-potassium/proton antiporter ChaA",581,581,1,1,4828,NA,NA,"",1100,1100,1100,"PFMPIDLH_02983","EEHBNCGH_00770","LBEPEMJH_00102","GEBDBFBM_01184","KEBBHCLF_00820","ANAGKALP_00305","KLLMCOIF_00646","ICMJKFCL_01371","FONGDKBB_01235","JAJDIPKB_00728","AHCJAMEF_00771","KBLPGKMM_00452","NKIHGGCG_04243","BMPMIIIC_02294","GJABAPEG_00645"
"rimO","","Ribosomal protein S12 methylthiotransferase RimO",581,581,1,1,4286,NA,NA,"",1325,1325,1325,"PFMPIDLH_01515","EEHBNCGH_01289","LBEPEMJH_03311","GEBDBFBM_00390","KEBBHCLF_03124","ANAGKALP_01513","KLLMCOIF_01103","ICMJKFCL_01255","FONGDKBB_02032","JAJDIPKB_01070","AHCJAMEF_01475","KBLPGKMM_03374","NKIHGGCG_01869","BMPMIIIC_01306","GJABAPEG_03722"
"lipB","","Octanoyltransferase",581,581,1,1,363,NA,NA,"",641,641,641,"PFMPIDLH_03675","EEHBNCGH_03741","LBEPEMJH_03219","GEBDBFBM_02380","KEBBHCLF_03737","ANAGKALP_02462","KLLMCOIF_02318","ICMJKFCL_03925","FONGDKBB_02670","JAJDIPKB_00436","AHCJAMEF_03798","KBLPGKMM_02713","NKIHGGCG_02591","BMPMIIIC_02615","GJABAPEG_04028"
"lpxD","","UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase",581,581,1,1,2363,NA,NA,"",1025,1025,1025,"PFMPIDLH_04466","EEHBNCGH_04082","LBEPEMJH_04307","GEBDBFBM_03721","KEBBHCLF_03264","ANAGKALP_04076","KLLMCOIF_04155","ICMJKFCL_03543","FONGDKBB_03493","JAJDIPKB_02368","AHCJAMEF_03657","KBLPGKMM_02235","NKIHGGCG_03843","BMPMIIIC_04119","GJABAPEG_03591"
"fabD","","Malonyl CoA-acyl carrier protein transacylase",581,581,1,1,5463,NA,NA,"",929,929,929,"PFMPIDLH_03413","EEHBNCGH_03602","LBEPEMJH_01872","GEBDBFBM_03094","KEBBHCLF_02974","ANAGKALP_01363","KLLMCOIF_00065","ICMJKFCL_02831","FONGDKBB_02511","JAJDIPKB_01845","AHCJAMEF_03422","KBLPGKMM_01473","NKIHGGCG_03117","BMPMIIIC_01016","GJABAPEG_00065"
"nhaB","","Na(+)/H(+) antiporter NhaB",581,581,1,1,4790,NA,NA,"",1544,1544,1544,"PFMPIDLH_03019","EEHBNCGH_00734","LBEPEMJH_00066","GEBDBFBM_01220","KEBBHCLF_04218","ANAGKALP_00342","KLLMCOIF_03846","ICMJKFCL_01335","FONGDKBB_01199","JAJDIPKB_02761","AHCJAMEF_00735","KBLPGKMM_00416","NKIHGGCG_04073","BMPMIIIC_03778","GJABAPEG_00681"
"yffB","","Protein YffB",581,581,1,1,4181,NA,NA,"",356,356,356,"PFMPIDLH_02774","EEHBNCGH_02736","LBEPEMJH_00934","GEBDBFBM_01792","KEBBHCLF_01450","ANAGKALP_00642","KLLMCOIF_00783","ICMJKFCL_02203","FONGDKBB_00227","JAJDIPKB_00596","AHCJAMEF_02364","KBLPGKMM_00124","NKIHGGCG_01209","BMPMIIIC_00124","GJABAPEG_02348"
"gapA","","Glyceraldehyde-3-phosphate dehydrogenase A",581,581,1,1,5366,NA,NA,"",995,995,995,"PFMPIDLH_03507","EEHBNCGH_03508","LBEPEMJH_01966","GEBDBFBM_02824","KEBBHCLF_02880","ANAGKALP_01269","KLLMCOIF_00159","ICMJKFCL_02925","FONGDKBB_01167","JAJDIPKB_01049","AHCJAMEF_03328","KBLPGKMM_01379","NKIHGGCG_02038","BMPMIIIC_01110","GJABAPEG_00159"
"ccmL","","Carbon dioxide concentrating mechanism protein CcmL",581,581,1,1,5713,NA,NA,"",275,275,275,"PFMPIDLH_02420","EEHBNCGH_03380","LBEPEMJH_03459","GEBDBFBM_03278","KEBBHCLF_02694","ANAGKALP_03496","KLLMCOIF_03595","ICMJKFCL_04040","FONGDKBB_03591","JAJDIPKB_03865","AHCJAMEF_03035","KBLPGKMM_01793","NKIHGGCG_04040","BMPMIIIC_04061","GJABAPEG_02690"
"araB_1","","Ribulokinase",581,581,1,1,2496,NA,NA,"",1229,1229,1229,"PFMPIDLH_03848","EEHBNCGH_04147","LBEPEMJH_04372","GEBDBFBM_02836","KEBBHCLF_03394","ANAGKALP_04152","KLLMCOIF_02820","ICMJKFCL_03413","FONGDKBB_01525","JAJDIPKB_04163","AHCJAMEF_03527","KBLPGKMM_02365","NKIHGGCG_02757","BMPMIIIC_04256","GJABAPEG_03461"
"fkpA","","FKBP-type peptidyl-prolyl cis-trans isomerase FkpA",581,581,1,1,1613,NA,NA,"",818,818,818,"PFMPIDLH_01889","EEHBNCGH_02141","LBEPEMJH_01436","GEBDBFBM_00359","KEBBHCLF_01207","ANAGKALP_01035","KLLMCOIF_01614","ICMJKFCL_00801","FONGDKBB_00406","JAJDIPKB_00189","AHCJAMEF_01497","KBLPGKMM_01541","NKIHGGCG_00359","BMPMIIIC_01628","GJABAPEG_01866"
"mazG","","Nucleoside triphosphate pyrophosphohydrolase",581,581,1,1,2958,NA,NA,"",800,800,800,"PFMPIDLH_00406","EEHBNCGH_00405","LBEPEMJH_03960","GEBDBFBM_00810","KEBBHCLF_02302","ANAGKALP_01683","KLLMCOIF_03739","ICMJKFCL_03107","FONGDKBB_00878","JAJDIPKB_01403","AHCJAMEF_00405","KBLPGKMM_02538","NKIHGGCG_03429","BMPMIIIC_03439","GJABAPEG_01010"
"ltaE","","Low specificity L-threonine aldolase",581,581,1,1,4337,NA,NA,"",1001,1001,1001,"PFMPIDLH_01468","EEHBNCGH_01336","LBEPEMJH_03358","GEBDBFBM_00437","KEBBHCLF_03171","ANAGKALP_01560","KLLMCOIF_01150","ICMJKFCL_01208","FONGDKBB_01985","JAJDIPKB_01117","AHCJAMEF_01428","KBLPGKMM_03327","NKIHGGCG_01916","BMPMIIIC_01353","GJABAPEG_03675"
"idnO","","5-keto-D-gluconate 5-reductase",581,581,1,1,6113,NA,NA,"",764,764,764,"PFMPIDLH_00858","EEHBNCGH_01945","LBEPEMJH_02158","GEBDBFBM_02176","KEBBHCLF_00187","ANAGKALP_04566","KLLMCOIF_04548","ICMJKFCL_00187","FONGDKBB_04421","JAJDIPKB_04178","AHCJAMEF_02054","KBLPGKMM_02184","NKIHGGCG_01435","BMPMIIIC_04201","GJABAPEG_01672"
"asrB","","Anaerobic sulfite reductase subunit B",581,581,1,1,4106,NA,NA,"",818,818,818,"PFMPIDLH_04086","EEHBNCGH_02808","LBEPEMJH_00863","GEBDBFBM_03976","KEBBHCLF_01521","ANAGKALP_00714","KLLMCOIF_00712","ICMJKFCL_02132","FONGDKBB_00299","JAJDIPKB_03074","AHCJAMEF_02293","KBLPGKMM_00053","NKIHGGCG_02814","BMPMIIIC_00053","GJABAPEG_02277"
"ubiA","","4-hydroxybenzoate octaprenyltransferase",581,581,1,1,2039,NA,NA,"",872,872,872,"PFMPIDLH_01082","EEHBNCGH_01722","LBEPEMJH_04252","GEBDBFBM_03666","KEBBHCLF_00410","ANAGKALP_03979","KLLMCOIF_04100","ICMJKFCL_00409","FONGDKBB_04106","JAJDIPKB_03407","AHCJAMEF_04277","KBLPGKMM_03716","NKIHGGCG_04273","BMPMIIIC_02104","GJABAPEG_01448"
"tusA","","Sulfur carrier protein TusA",581,581,1,1,1741,NA,NA,"",335,335,335,"PFMPIDLH_01766","EEHBNCGH_02264","LBEPEMJH_01313","GEBDBFBM_00236","KEBBHCLF_01084","ANAGKALP_00912","KLLMCOIF_01491","ICMJKFCL_00678","FONGDKBB_00529","JAJDIPKB_00066","AHCJAMEF_01620","KBLPGKMM_01664","NKIHGGCG_00236","BMPMIIIC_01751","GJABAPEG_01989"
"ybhQ","","Inner membrane protein YbhQ",581,581,1,1,4243,NA,NA,"",410,410,410,"PFMPIDLH_04320","EEHBNCGH_01250","LBEPEMJH_04172","GEBDBFBM_03618","KEBBHCLF_03085","ANAGKALP_01474","KLLMCOIF_01064","ICMJKFCL_04390","FONGDKBB_03157","JAJDIPKB_02227","AHCJAMEF_04197","KBLPGKMM_03525","NKIHGGCG_03695","BMPMIIIC_03912","GJABAPEG_03761"
"ispF","","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",581,581,1,1,2986,NA,NA,"",479,479,479,"PFMPIDLH_00432","EEHBNCGH_00431","LBEPEMJH_03934","GEBDBFBM_00784","KEBBHCLF_02328","ANAGKALP_01709","KLLMCOIF_03765","ICMJKFCL_03133","FONGDKBB_00852","JAJDIPKB_01429","AHCJAMEF_00431","KBLPGKMM_02512","NKIHGGCG_03455","BMPMIIIC_01833","GJABAPEG_00984"
"group_5732","","hypothetical protein",581,581,1,1,3935,NA,NA,"",518,518,518,"PFMPIDLH_02661","EEHBNCGH_02622","LBEPEMJH_01047","GEBDBFBM_01679","KEBBHCLF_01336","ANAGKALP_00529","KLLMCOIF_00896","ICMJKFCL_02315","FONGDKBB_00114","JAJDIPKB_00760","AHCJAMEF_02477","KBLPGKMM_00234","NKIHGGCG_01096","BMPMIIIC_00236","GJABAPEG_02461"
"pduV_2","","Propanediol utilization protein PduV",581,581,1,1,5720,NA,NA,"",452,452,452,"PFMPIDLH_02413","EEHBNCGH_03373","LBEPEMJH_03452","GEBDBFBM_03271","KEBBHCLF_02687","ANAGKALP_03489","KLLMCOIF_03588","ICMJKFCL_04033","FONGDKBB_03584","JAJDIPKB_03872","AHCJAMEF_03042","KBLPGKMM_01800","NKIHGGCG_04033","BMPMIIIC_04054","GJABAPEG_02697"
"ymdB","","O-acetyl-ADP-ribose deacetylase",581,581,1,1,5515,NA,NA,"",539,539,539,"PFMPIDLH_03365","EEHBNCGH_03650","LBEPEMJH_01824","GEBDBFBM_03142","KEBBHCLF_03022","ANAGKALP_01411","KLLMCOIF_00017","ICMJKFCL_02783","FONGDKBB_02463","JAJDIPKB_01797","AHCJAMEF_03470","KBLPGKMM_01521","NKIHGGCG_03165","BMPMIIIC_00968","GJABAPEG_00017"
"corC","","Magnesium and cobalt efflux protein CorC",581,581,1,1,330,NA,NA,"",878,878,878,"PFMPIDLH_03642","EEHBNCGH_03774","LBEPEMJH_03186","GEBDBFBM_02347","KEBBHCLF_03770","ANAGKALP_02429","KLLMCOIF_02285","ICMJKFCL_03892","FONGDKBB_03007","JAJDIPKB_00469","AHCJAMEF_03765","KBLPGKMM_02680","NKIHGGCG_02624","BMPMIIIC_02582","GJABAPEG_04061"
"yafJ","","Putative glutamine amidotransferase YafJ",581,581,1,1,818,NA,NA,"",767,767,767,"PFMPIDLH_01957","EEHBNCGH_02920","LBEPEMJH_01760","GEBDBFBM_01321","KEBBHCLF_01633","ANAGKALP_02183","KLLMCOIF_01938","ICMJKFCL_02706","FONGDKBB_02898","JAJDIPKB_00220","AHCJAMEF_02867","KBLPGKMM_01017","NKIHGGCG_00713","BMPMIIIC_00398","GJABAPEG_03359"
"ibaG","","Acid stress protein IbaG",581,581,1,1,2589,NA,NA,"",293,293,293,"PFMPIDLH_00045","EEHBNCGH_00045","LBEPEMJH_00450","GEBDBFBM_01965","KEBBHCLF_02182","ANAGKALP_02121","KLLMCOIF_02975","ICMJKFCL_01720","FONGDKBB_03684","JAJDIPKB_02488","AHCJAMEF_00045","KBLPGKMM_00730","NKIHGGCG_01495","BMPMIIIC_00919","GJABAPEG_01370"
"group_5738","","hypothetical protein",581,581,1,1,6121,NA,NA,"",158,158,158,"PFMPIDLH_00849","EEHBNCGH_01954","LBEPEMJH_02167","GEBDBFBM_02167","KEBBHCLF_00178","ANAGKALP_04557","KLLMCOIF_04539","ICMJKFCL_00178","FONGDKBB_04412","JAJDIPKB_04169","AHCJAMEF_02063","KBLPGKMM_02193","NKIHGGCG_01444","BMPMIIIC_04210","GJABAPEG_01681"
"group_5739","","hypothetical protein",581,581,1,1,5404,NA,NA,"",260,260,260,"PFMPIDLH_03469","EEHBNCGH_03546","LBEPEMJH_01928","GEBDBFBM_04371","KEBBHCLF_02918","ANAGKALP_01307","KLLMCOIF_00121","ICMJKFCL_02887","FONGDKBB_04276","JAJDIPKB_03708","AHCJAMEF_03366","KBLPGKMM_01417","NKIHGGCG_04349","BMPMIIIC_01072","GJABAPEG_00121"
"parE","","DNA topoisomerase 4 subunit B",581,581,1,1,2716,NA,NA,"",1892,1892,1892,"PFMPIDLH_00168","EEHBNCGH_00168","LBEPEMJH_00573","GEBDBFBM_01842","KEBBHCLF_02059","ANAGKALP_01998","KLLMCOIF_01963","ICMJKFCL_01843","FONGDKBB_02929","JAJDIPKB_02283","AHCJAMEF_00168","KBLPGKMM_00853","NKIHGGCG_01618","BMPMIIIC_00796","GJABAPEG_01247"
"occR","","Octopine catabolism/uptake operon regulatory protein OccR",581,581,1,1,2893,NA,NA,"",935,935,935,"PFMPIDLH_00338","EEHBNCGH_00338","LBEPEMJH_00743","GEBDBFBM_00877","KEBBHCLF_02236","ANAGKALP_03613","KLLMCOIF_02133","ICMJKFCL_02013","FONGDKBB_00945","JAJDIPKB_01212","AHCJAMEF_00338","KBLPGKMM_02604","NKIHGGCG_01788","BMPMIIIC_03506","GJABAPEG_01077"
"aroC","","Chorismate synthase",581,581,1,1,3945,NA,NA,"",1085,1085,1085,"PFMPIDLH_02669","EEHBNCGH_02630","LBEPEMJH_01039","GEBDBFBM_01687","KEBBHCLF_01344","ANAGKALP_00537","KLLMCOIF_00888","ICMJKFCL_02307","FONGDKBB_00122","JAJDIPKB_00752","AHCJAMEF_02469","KBLPGKMM_00226","NKIHGGCG_01104","BMPMIIIC_00228","GJABAPEG_02453"
"group_5743","ygdR_2","putative lipoprotein YgdR",581,581,1,1,2922,NA,NA,"",227,227,227,"PFMPIDLH_00369","EEHBNCGH_00369","LBEPEMJH_00774","GEBDBFBM_00846","KEBBHCLF_02266","ANAGKALP_03582","KLLMCOIF_02164","ICMJKFCL_02044","FONGDKBB_00914","JAJDIPKB_01181","AHCJAMEF_00369","KBLPGKMM_02574","NKIHGGCG_01819","BMPMIIIC_03475","GJABAPEG_01046"
"iadA","","Isoaspartyl dipeptidase",581,581,1,1,6156,NA,NA,"",1172,1172,1172,"PFMPIDLH_00818","EEHBNCGH_01985","LBEPEMJH_02198","GEBDBFBM_02479","KEBBHCLF_00147","ANAGKALP_02686","KLLMCOIF_04452","ICMJKFCL_00147","FONGDKBB_04140","JAJDIPKB_04416","AHCJAMEF_02094","KBLPGKMM_03998","NKIHGGCG_04473","BMPMIIIC_03009","GJABAPEG_01712"
"gudX_2","","Glucarate dehydratase-related protein",581,581,1,1,2945,NA,NA,"",1085,1085,1085,"PFMPIDLH_00393","EEHBNCGH_00392","LBEPEMJH_00798","GEBDBFBM_00823","KEBBHCLF_02289","ANAGKALP_03559","KLLMCOIF_02187","ICMJKFCL_02067","FONGDKBB_00891","JAJDIPKB_01157","AHCJAMEF_00392","KBLPGKMM_02551","NKIHGGCG_01842","BMPMIIIC_03452","GJABAPEG_01023"
"ydjI","","putative protein YdjI",581,581,1,1,5360,NA,NA,"",836,836,836,"PFMPIDLH_03513","EEHBNCGH_03502","LBEPEMJH_01972","GEBDBFBM_02818","KEBBHCLF_02874","ANAGKALP_01263","KLLMCOIF_00165","ICMJKFCL_02931","FONGDKBB_01161","JAJDIPKB_01043","AHCJAMEF_03322","KBLPGKMM_01373","NKIHGGCG_02044","BMPMIIIC_01116","GJABAPEG_00165"
"pgsA","","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase",581,581,1,1,4650,NA,NA,"",548,548,548,"PFMPIDLH_01186","EEHBNCGH_01618","LBEPEMJH_02721","GEBDBFBM_03003","KEBBHCLF_03648","ANAGKALP_03194","KLLMCOIF_03219","ICMJKFCL_00926","FONGDKBB_03820","JAJDIPKB_03320","AHCJAMEF_01145","KBLPGKMM_04176","NKIHGGCG_03990","BMPMIIIC_03359","GJABAPEG_03102"
"group_5748","","hypothetical protein",581,581,1,1,5127,NA,NA,"",341,341,341,"PFMPIDLH_03256","EEHBNCGH_01032","LBEPEMJH_00365","GEBDBFBM_03402","KEBBHCLF_00557","ANAGKALP_00041","KLLMCOIF_00381","ICMJKFCL_01635","FONGDKBB_02596","JAJDIPKB_02655","AHCJAMEF_01034","KBLPGKMM_03663","NKIHGGCG_00454","BMPMIIIC_03563","GJABAPEG_00381"
"group_5749","","hypothetical protein",581,581,1,1,4296,NA,NA,"",425,425,425,"PFMPIDLH_01505","EEHBNCGH_01299","LBEPEMJH_03321","GEBDBFBM_00400","KEBBHCLF_03134","ANAGKALP_01523","KLLMCOIF_01113","ICMJKFCL_01245","FONGDKBB_02022","JAJDIPKB_01080","AHCJAMEF_01465","KBLPGKMM_03364","NKIHGGCG_01879","BMPMIIIC_01316","GJABAPEG_03712"
"ucpA","","Oxidoreductase UcpA",581,581,1,1,4013,NA,NA,"",791,791,791,"PFMPIDLH_02738","EEHBNCGH_02700","LBEPEMJH_00970","GEBDBFBM_01756","KEBBHCLF_01414","ANAGKALP_00606","KLLMCOIF_00819","ICMJKFCL_02239","FONGDKBB_00191","JAJDIPKB_00560","AHCJAMEF_02400","KBLPGKMM_00160","NKIHGGCG_01173","BMPMIIIC_00160","GJABAPEG_02384"
"group_5751","","hypothetical protein",581,581,1,1,6068,NA,NA,"",551,551,551,"PFMPIDLH_00903","EEHBNCGH_01900","LBEPEMJH_03614","GEBDBFBM_02221","KEBBHCLF_00232","ANAGKALP_03041","KLLMCOIF_03049","ICMJKFCL_00232","FONGDKBB_02076","JAJDIPKB_02415","AHCJAMEF_02009","KBLPGKMM_02139","NKIHGGCG_01390","BMPMIIIC_04156","GJABAPEG_01627"
"kbp","","Potassium binding protein Kbp",581,581,1,1,3126,NA,NA,"",449,449,449,"PFMPIDLH_00566","EEHBNCGH_00565","LBEPEMJH_02420","GEBDBFBM_02610","KEBBHCLF_02462","ANAGKALP_01843","KLLMCOIF_02470","ICMJKFCL_03267","FONGDKBB_01698","JAJDIPKB_02030","AHCJAMEF_00565","KBLPGKMM_03924","NKIHGGCG_03589","BMPMIIIC_01967","GJABAPEG_00850"
"group_5753","","putative protein",581,581,1,1,2942,NA,NA,"",449,449,449,"PFMPIDLH_00390","EEHBNCGH_00389","LBEPEMJH_00795","GEBDBFBM_00826","KEBBHCLF_02286","ANAGKALP_03562","KLLMCOIF_02184","ICMJKFCL_02064","FONGDKBB_00894","JAJDIPKB_01160","AHCJAMEF_00389","KBLPGKMM_02554","NKIHGGCG_01839","BMPMIIIC_03455","GJABAPEG_01026"
"group_5754","","hypothetical protein",581,581,1,1,3951,NA,NA,"",284,284,284,"PFMPIDLH_02675","EEHBNCGH_02636","LBEPEMJH_01033","GEBDBFBM_01693","KEBBHCLF_01350","ANAGKALP_00543","KLLMCOIF_00882","ICMJKFCL_02301","FONGDKBB_00128","JAJDIPKB_00746","AHCJAMEF_02463","KBLPGKMM_00220","NKIHGGCG_01110","BMPMIIIC_00222","GJABAPEG_02447"
"prfB_2","","Peptide chain release factor RF2",581,581,1,1,813,NA,NA,"",614,614,614,"PFMPIDLH_01961","EEHBNCGH_02924","LBEPEMJH_01756","GEBDBFBM_01325","KEBBHCLF_01637","ANAGKALP_02187","KLLMCOIF_01934","ICMJKFCL_02702","FONGDKBB_02894","JAJDIPKB_00224","AHCJAMEF_02863","KBLPGKMM_01021","NKIHGGCG_00717","BMPMIIIC_00402","GJABAPEG_03355"
"envC","","Murein hydrolase activator EnvC",581,581,1,1,1881,NA,NA,"",1283,1283,1283,"PFMPIDLH_01635","EEHBNCGH_02395","LBEPEMJH_01182","GEBDBFBM_00106","KEBBHCLF_00953","ANAGKALP_00782","KLLMCOIF_01361","ICMJKFCL_00548","FONGDKBB_02389","JAJDIPKB_03432","AHCJAMEF_01750","KBLPGKMM_03026","NKIHGGCG_00106","BMPMIIIC_02757","GJABAPEG_02119"
"glpF","","Glycerol uptake facilitator protein",581,581,1,1,2196,NA,NA,"",845,845,845,"PFMPIDLH_03938","EEHBNCGH_03955","LBEPEMJH_03055","GEBDBFBM_03194","KEBBHCLF_03904","ANAGKALP_02911","KLLMCOIF_03523","ICMJKFCL_03809","FONGDKBB_01876","JAJDIPKB_00944","AHCJAMEF_03923","KBLPGKMM_02873","NKIHGGCG_03306","BMPMIIIC_03217","GJABAPEG_03855"
"livK","","Leucine-specific-binding protein",581,581,1,1,1728,NA,NA,"",1109,1109,1109,"PFMPIDLH_01779","EEHBNCGH_02251","LBEPEMJH_01326","GEBDBFBM_00249","KEBBHCLF_01097","ANAGKALP_00925","KLLMCOIF_01504","ICMJKFCL_00691","FONGDKBB_00516","JAJDIPKB_00079","AHCJAMEF_01607","KBLPGKMM_01651","NKIHGGCG_00249","BMPMIIIC_01738","GJABAPEG_01976"
"group_5759","","hypothetical protein",581,581,1,1,53,NA,NA,"",404,404,404,"PFMPIDLH_00716","EEHBNCGH_02088","LBEPEMJH_02300","GEBDBFBM_02580","KEBBHCLF_00046","ANAGKALP_02585","KLLMCOIF_03301","ICMJKFCL_00046","FONGDKBB_04177","JAJDIPKB_01395","AHCJAMEF_02195","KBLPGKMM_03110","NKIHGGCG_02418","BMPMIIIC_02908","GJABAPEG_01813"
"thiE","","Thiamine-phosphate synthase",581,581,1,1,1534,NA,NA,"",635,635,635,"PFMPIDLH_04603","EEHBNCGH_04548","LBEPEMJH_04542","GEBDBFBM_04326","KEBBHCLF_04460","ANAGKALP_04582","KLLMCOIF_04599","ICMJKFCL_04644","FONGDKBB_04563","JAJDIPKB_04259","AHCJAMEF_04588","KBLPGKMM_04464","NKIHGGCG_04558","BMPMIIIC_04439","GJABAPEG_04585"
"citG_1","","2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase",581,581,1,1,2544,NA,NA,"",698,698,698,"PFMPIDLH_00002","EEHBNCGH_00002","LBEPEMJH_00407","GEBDBFBM_02008","KEBBHCLF_02225","ANAGKALP_02164","KLLMCOIF_03018","ICMJKFCL_01677","FONGDKBB_03641","JAJDIPKB_02446","AHCJAMEF_00002","KBLPGKMM_00687","NKIHGGCG_01452","BMPMIIIC_00962","GJABAPEG_01413"
"group_5762","","hypothetical protein",581,581,1,1,4002,NA,NA,"",239,239,239,"PFMPIDLH_02727","EEHBNCGH_02689","LBEPEMJH_00981","GEBDBFBM_01745","KEBBHCLF_01403","ANAGKALP_00595","KLLMCOIF_00830","ICMJKFCL_02250","FONGDKBB_00180","JAJDIPKB_00549","AHCJAMEF_02411","KBLPGKMM_00171","NKIHGGCG_01162","BMPMIIIC_00171","GJABAPEG_02395"
"chiQ","","putative lipoprotein ChiQ",581,581,1,1,315,NA,NA,"",332,332,332,"PFMPIDLH_03621","EEHBNCGH_03795","LBEPEMJH_03165","GEBDBFBM_02326","KEBBHCLF_03791","ANAGKALP_02408","KLLMCOIF_02264","ICMJKFCL_03871","FONGDKBB_03028","JAJDIPKB_00490","AHCJAMEF_03744","KBLPGKMM_02663","NKIHGGCG_02645","BMPMIIIC_02561","GJABAPEG_04082"
"group_5764","","hypothetical protein",581,581,1,1,4035,NA,NA,"",803,803,803,"PFMPIDLH_02760","EEHBNCGH_02722","LBEPEMJH_00948","GEBDBFBM_01778","KEBBHCLF_01436","ANAGKALP_00628","KLLMCOIF_00797","ICMJKFCL_02217","FONGDKBB_00213","JAJDIPKB_00582","AHCJAMEF_02378","KBLPGKMM_00138","NKIHGGCG_01195","BMPMIIIC_00138","GJABAPEG_02362"
"pduX","","L-threonine kinase",581,581,1,1,5722,NA,NA,"",902,902,902,"PFMPIDLH_02411","EEHBNCGH_03371","LBEPEMJH_03450","GEBDBFBM_03269","KEBBHCLF_02685","ANAGKALP_03487","KLLMCOIF_03586","ICMJKFCL_04031","FONGDKBB_03582","JAJDIPKB_03874","AHCJAMEF_03044","KBLPGKMM_01802","NKIHGGCG_04031","BMPMIIIC_04052","GJABAPEG_02699"
