"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR9016861","SRR16506855","NDSU10","SRR1515953","SRR5000237","SRR14766407","SRR14766455","SRR10037239","SRR2911780","SRR23043682","SRR14766451","SRR5883589","SRR28412155","SRR14766423","SRR14272154"
"dgcE","","putative diguanylate cyclase DgcE",581,581,1,1,5792,NA,NA,"",371,371,371,"DPFOFGOO_02847","MMJAGEHG_03550","PGKCJFEA_00997","JICBPFCI_01324","GJOEKIMA_03222","FCNMCNAM_01464","BHJELCCI_02612","OOMIMPCI_03567","FENEHPHI_02964","NJDFJAED_03176","JKFJINKE_00619","IKEIDPHJ_01433","KODEOOAH_03178","ONBFLLJP_02165","HAANCNKA_03363"
"ileS","","Isoleucine--tRNA ligase",581,581,1,1,15,NA,NA,"",2834,2834,2834,"DPFOFGOO_01020","MMJAGEHG_01588","PGKCJFEA_03586","JICBPFCI_02162","GJOEKIMA_03596","FCNMCNAM_01943","BHJELCCI_03380","OOMIMPCI_01908","FENEHPHI_00677","NJDFJAED_00922","JKFJINKE_03801","IKEIDPHJ_04528","KODEOOAH_02331","ONBFLLJP_00496","HAANCNKA_02054"
"yqhD","","Alcohol dehydrogenase YqhD",581,581,1,1,2737,NA,NA,"",1163,1163,1163,"DPFOFGOO_01863","MMJAGEHG_00186","PGKCJFEA_00754","JICBPFCI_00219","GJOEKIMA_01038","FCNMCNAM_01590","BHJELCCI_02011","OOMIMPCI_01228","FENEHPHI_00483","NJDFJAED_02534","JKFJINKE_01966","IKEIDPHJ_03732","KODEOOAH_00927","ONBFLLJP_01145","HAANCNKA_01433"
"yibF","","putative GST-like protein YibF",581,581,1,1,1859,NA,NA,"",608,608,608,"DPFOFGOO_00485","MMJAGEHG_02130","PGKCJFEA_01414","JICBPFCI_00644","GJOEKIMA_00287","FCNMCNAM_00127","BHJELCCI_00534","OOMIMPCI_02472","FENEHPHI_01758","NJDFJAED_01578","JKFJINKE_02603","IKEIDPHJ_00682","KODEOOAH_02579","ONBFLLJP_01457","HAANCNKA_02189"
"msrC","","Free methionine-R-sulfoxide reductase",581,581,1,1,4748,NA,NA,"",569,569,569,"DPFOFGOO_03957","MMJAGEHG_01623","PGKCJFEA_01898","JICBPFCI_04316","GJOEKIMA_00793","FCNMCNAM_02931","BHJELCCI_00381","OOMIMPCI_00720","FENEHPHI_01138","NJDFJAED_00957","JKFJINKE_01662","IKEIDPHJ_03792","KODEOOAH_00026","ONBFLLJP_03991","HAANCNKA_00380"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",581,581,1,1,5734,NA,NA,"",914,914,914,"DPFOFGOO_02902","MMJAGEHG_03495","PGKCJFEA_00942","JICBPFCI_01379","GJOEKIMA_04059","FCNMCNAM_01409","BHJELCCI_03871","OOMIMPCI_03622","FENEHPHI_03019","NJDFJAED_03231","JKFJINKE_03971","IKEIDPHJ_01378","KODEOOAH_03233","ONBFLLJP_02220","HAANCNKA_03308"
"yohF","","putative oxidoreductase YohF",581,581,1,1,5896,NA,NA,"",761,761,761,"DPFOFGOO_02796","MMJAGEHG_03601","PGKCJFEA_01048","JICBPFCI_01273","GJOEKIMA_03273","FCNMCNAM_01515","BHJELCCI_02663","OOMIMPCI_03516","FENEHPHI_02913","NJDFJAED_03125","JKFJINKE_00568","IKEIDPHJ_01484","KODEOOAH_03127","ONBFLLJP_02114","HAANCNKA_03414"
"btuF","","Vitamin B12-binding protein",581,581,1,1,2385,NA,NA,"",800,800,800,"DPFOFGOO_04164","MMJAGEHG_03711","PGKCJFEA_02601","JICBPFCI_03922","GJOEKIMA_04143","FCNMCNAM_04010","BHJELCCI_04037","OOMIMPCI_03801","FENEHPHI_03228","NJDFJAED_03786","JKFJINKE_02006","IKEIDPHJ_04235","KODEOOAH_03742","ONBFLLJP_03248","HAANCNKA_04099"
"glmS_2","","Glutamine--fructose-6-phosphate aminotransferase [isomerizing]",581,581,1,1,1390,NA,NA,"",1829,1829,1829,"DPFOFGOO_04010","MMJAGEHG_04413","PGKCJFEA_02669","JICBPFCI_03643","GJOEKIMA_03802","FCNMCNAM_03767","BHJELCCI_03927","OOMIMPCI_04404","FENEHPHI_04177","NJDFJAED_04278","JKFJINKE_01356","IKEIDPHJ_03951","KODEOOAH_04379","ONBFLLJP_04350","HAANCNKA_04271"
"qseC_2","","Sensor protein QseC",581,581,1,1,2719,NA,NA,"",1349,1349,1349,"DPFOFGOO_01848","MMJAGEHG_00171","PGKCJFEA_00769","JICBPFCI_00234","GJOEKIMA_01053","FCNMCNAM_01605","BHJELCCI_02026","OOMIMPCI_01243","FENEHPHI_00498","NJDFJAED_02549","JKFJINKE_01981","IKEIDPHJ_03717","KODEOOAH_00912","ONBFLLJP_01160","HAANCNKA_01448"
"ybiU","","putative protein YbiU",581,581,1,1,4272,NA,NA,"",1265,1265,1265,"DPFOFGOO_03384","MMJAGEHG_00743","PGKCJFEA_00415","JICBPFCI_02583","GJOEKIMA_04549","FCNMCNAM_04535","BHJELCCI_03508","OOMIMPCI_01825","FENEHPHI_02317","NJDFJAED_00412","JKFJINKE_04249","IKEIDPHJ_01247","KODEOOAH_01484","ONBFLLJP_00413","HAANCNKA_00876"
"dsbL","","Thiol:disulfide interchange protein DsbL",581,581,1,1,2704,NA,NA,"",671,671,671,"DPFOFGOO_01833","MMJAGEHG_00156","PGKCJFEA_00784","JICBPFCI_00249","GJOEKIMA_01068","FCNMCNAM_01620","BHJELCCI_02041","OOMIMPCI_01258","FENEHPHI_00513","NJDFJAED_02564","JKFJINKE_02506","IKEIDPHJ_03702","KODEOOAH_00897","ONBFLLJP_01175","HAANCNKA_01463"
"hslR","","Heat shock protein 15",581,581,1,1,1658,NA,NA,"",401,401,401,"DPFOFGOO_00675","MMJAGEHG_02320","PGKCJFEA_02509","JICBPFCI_00455","GJOEKIMA_00098","FCNMCNAM_00317","BHJELCCI_00723","OOMIMPCI_02662","FENEHPHI_01569","NJDFJAED_01388","JKFJINKE_00051","IKEIDPHJ_00871","KODEOOAH_02390","ONBFLLJP_01647","HAANCNKA_02379"
"group_4831","","hypothetical protein",581,581,1,1,1918,NA,NA,"",617,617,617,"DPFOFGOO_00430","MMJAGEHG_02075","PGKCJFEA_01359","JICBPFCI_00699","GJOEKIMA_00342","FCNMCNAM_00072","BHJELCCI_00479","OOMIMPCI_02417","FENEHPHI_01813","NJDFJAED_01633","JKFJINKE_03209","IKEIDPHJ_03522","KODEOOAH_02634","ONBFLLJP_01402","HAANCNKA_02134"
"hisH","","Imidazole glycerol phosphate synthase subunit HisH",581,581,1,1,5740,NA,NA,"",590,590,590,"DPFOFGOO_02896","MMJAGEHG_03501","PGKCJFEA_00948","JICBPFCI_01373","GJOEKIMA_04065","FCNMCNAM_01415","BHJELCCI_03877","OOMIMPCI_03616","FENEHPHI_03013","NJDFJAED_03225","JKFJINKE_03977","IKEIDPHJ_01384","KODEOOAH_03227","ONBFLLJP_02214","HAANCNKA_03314"
"sfmC_1","","putative fimbrial chaperone SfmC",581,581,1,1,41,NA,NA,"",686,686,686,"DPFOFGOO_01045","MMJAGEHG_01563","PGKCJFEA_03611","JICBPFCI_02137","GJOEKIMA_03571","FCNMCNAM_01918","BHJELCCI_03355","OOMIMPCI_01933","FENEHPHI_00702","NJDFJAED_00897","JKFJINKE_03453","IKEIDPHJ_03493","KODEOOAH_02306","ONBFLLJP_00521","HAANCNKA_02029"
"rssB","","Regulator of RpoS",581,581,1,1,4843,NA,NA,"",1013,1013,1013,"DPFOFGOO_00724","MMJAGEHG_01716","PGKCJFEA_00740","JICBPFCI_03523","GJOEKIMA_00701","FCNMCNAM_02839","BHJELCCI_00289","OOMIMPCI_00628","FENEHPHI_01231","NJDFJAED_01050","JKFJINKE_02198","IKEIDPHJ_00646","KODEOOAH_00119","ONBFLLJP_04412","HAANCNKA_00288"
"mngR","","Mannosyl-D-glycerate transport/metabolism system repressor MngR",581,581,1,1,2289,NA,NA,"",722,722,722,"DPFOFGOO_03044","MMJAGEHG_04138","PGKCJFEA_01989","JICBPFCI_02375","GJOEKIMA_03670","FCNMCNAM_02338","BHJELCCI_02806","OOMIMPCI_04212","FENEHPHI_03749","NJDFJAED_04086","JKFJINKE_02991","IKEIDPHJ_02817","KODEOOAH_04176","ONBFLLJP_03542","HAANCNKA_03977"
"dinG","","ATP-dependent DNA helicase DinG",581,581,1,1,4250,NA,NA,"",2144,2144,2144,"DPFOFGOO_04102","MMJAGEHG_00722","PGKCJFEA_01524","JICBPFCI_03811","GJOEKIMA_03950","FCNMCNAM_03925","BHJELCCI_04008","OOMIMPCI_01846","FENEHPHI_02296","NJDFJAED_00433","JKFJINKE_01478","IKEIDPHJ_04086","KODEOOAH_01463","ONBFLLJP_00434","HAANCNKA_00897"
"fixA_1","","Protein FixA",581,581,1,1,5288,NA,NA,"",764,764,764,"DPFOFGOO_01452","MMJAGEHG_03288","PGKCJFEA_02365","JICBPFCI_01890","GJOEKIMA_02200","FCNMCNAM_00828","BHJELCCI_00883","OOMIMPCI_00231","FENEHPHI_03836","NJDFJAED_02949","JKFJINKE_01877","IKEIDPHJ_02151","KODEOOAH_00514","ONBFLLJP_03402","HAANCNKA_03071"
"group_4838","","hypothetical protein",581,581,1,1,3093,NA,NA,"",803,803,803,"DPFOFGOO_02454","MMJAGEHG_00593","PGKCJFEA_04729","JICBPFCI_02927","GJOEKIMA_02385","FCNMCNAM_02783","BHJELCCI_01148","OOMIMPCI_00821","FENEHPHI_00076","NJDFJAED_03370","JKFJINKE_00379","IKEIDPHJ_01711","KODEOOAH_01334","ONBFLLJP_02682","HAANCNKA_01026"
"yohD","","Inner membrane protein YohD",581,581,1,1,5895,NA,NA,"",569,569,569,"DPFOFGOO_02797","MMJAGEHG_03600","PGKCJFEA_01047","JICBPFCI_01274","GJOEKIMA_03272","FCNMCNAM_01514","BHJELCCI_02662","OOMIMPCI_03517","FENEHPHI_02914","NJDFJAED_03126","JKFJINKE_00569","IKEIDPHJ_01483","KODEOOAH_03128","ONBFLLJP_02115","HAANCNKA_03413"
"yfcR_2","","putative fimbrial-like protein YfcR",581,581,1,1,2393,NA,NA,"",512,512,512,"DPFOFGOO_04172","MMJAGEHG_03719","PGKCJFEA_02609","JICBPFCI_03914","GJOEKIMA_04135","FCNMCNAM_04002","BHJELCCI_04029","OOMIMPCI_03809","FENEHPHI_03220","NJDFJAED_03778","JKFJINKE_01998","IKEIDPHJ_04227","KODEOOAH_03734","ONBFLLJP_03240","HAANCNKA_04107"
"group_4841","","hypothetical protein",581,581,1,1,3048,NA,NA,"",527,527,527,"DPFOFGOO_02491","MMJAGEHG_00630","PGKCJFEA_02872","JICBPFCI_02890","GJOEKIMA_02348","FCNMCNAM_02746","BHJELCCI_04382","OOMIMPCI_00784","FENEHPHI_00039","NJDFJAED_04319","JKFJINKE_03484","IKEIDPHJ_01748","KODEOOAH_01371","ONBFLLJP_02645","HAANCNKA_00989"
"rsfS","","Ribosomal silencing factor RsfS",581,581,1,1,356,NA,NA,"",317,317,317,"DPFOFGOO_03319","MMJAGEHG_03949","PGKCJFEA_03070","JICBPFCI_01700","GJOEKIMA_03104","FCNMCNAM_02500","BHJELCCI_02308","OOMIMPCI_04062","FENEHPHI_03593","NJDFJAED_03909","JKFJINKE_03904","IKEIDPHJ_02979","KODEOOAH_03871","ONBFLLJP_03837","HAANCNKA_03833"
"nanK","","N-acetylmannosamine kinase",581,581,1,1,2560,NA,NA,"",875,875,875,"DPFOFGOO_01693","MMJAGEHG_00016","PGKCJFEA_00924","JICBPFCI_00390","GJOEKIMA_01208","FCNMCNAM_01760","BHJELCCI_02181","OOMIMPCI_01398","FENEHPHI_00653","NJDFJAED_02703","JKFJINKE_00639","IKEIDPHJ_03056","KODEOOAH_00757","ONBFLLJP_01315","HAANCNKA_01603"
"group_4844","","hypothetical protein",581,581,1,1,3092,NA,NA,"",593,593,593,"DPFOFGOO_02455","MMJAGEHG_00594","PGKCJFEA_04730","JICBPFCI_02926","GJOEKIMA_02384","FCNMCNAM_02782","BHJELCCI_01147","OOMIMPCI_00820","FENEHPHI_00075","NJDFJAED_03369","JKFJINKE_00380","IKEIDPHJ_01712","KODEOOAH_01335","ONBFLLJP_02681","HAANCNKA_01025"
"yabI","","Inner membrane protein YabI",581,581,1,1,2494,NA,NA,"",767,767,767,"DPFOFGOO_03580","MMJAGEHG_03817","PGKCJFEA_04016","JICBPFCI_02215","GJOEKIMA_03384","FCNMCNAM_03953","BHJELCCI_03184","OOMIMPCI_03906","FENEHPHI_03122","NJDFJAED_03680","JKFJINKE_01888","IKEIDPHJ_02655","KODEOOAH_03636","ONBFLLJP_03142","HAANCNKA_04439"
"group_4846","","hypothetical protein",581,581,1,1,1622,NA,NA,"",218,218,218,"DPFOFGOO_04239","MMJAGEHG_02354","PGKCJFEA_04220","JICBPFCI_00421","GJOEKIMA_00064","FCNMCNAM_00351","BHJELCCI_00757","OOMIMPCI_02696","FENEHPHI_01535","NJDFJAED_01354","JKFJINKE_00017","IKEIDPHJ_00905","KODEOOAH_02356","ONBFLLJP_01681","HAANCNKA_02413"
"lapB","","Lipopolysaccharide assembly protein B",581,581,1,1,4892,NA,NA,"",1169,1169,1169,"DPFOFGOO_00770","MMJAGEHG_01762","PGKCJFEA_00694","JICBPFCI_03718","GJOEKIMA_00655","FCNMCNAM_03092","BHJELCCI_00243","OOMIMPCI_00582","FENEHPHI_01277","NJDFJAED_01096","JKFJINKE_01308","IKEIDPHJ_00600","KODEOOAH_00165","ONBFLLJP_02590","HAANCNKA_00242"
"laaA","","L-amino acid amidase",581,581,1,1,5261,NA,NA,"",893,893,893,"DPFOFGOO_01427","MMJAGEHG_03313","PGKCJFEA_02340","JICBPFCI_01915","GJOEKIMA_02225","FCNMCNAM_00803","BHJELCCI_00858","OOMIMPCI_00256","FENEHPHI_03861","NJDFJAED_02974","JKFJINKE_01852","IKEIDPHJ_02176","KODEOOAH_00489","ONBFLLJP_03377","HAANCNKA_03096"
"group_4849","","hypothetical protein",581,581,1,1,5886,NA,NA,"",107,107,107,"DPFOFGOO_02806","MMJAGEHG_03591","PGKCJFEA_01038","JICBPFCI_01283","GJOEKIMA_03263","FCNMCNAM_01505","BHJELCCI_02653","OOMIMPCI_03526","FENEHPHI_02923","NJDFJAED_03135","JKFJINKE_00578","IKEIDPHJ_01474","KODEOOAH_03137","ONBFLLJP_02124","HAANCNKA_03404"
"minC","","Septum site-determining protein MinC",581,581,1,1,4782,NA,NA,"",707,707,707,"DPFOFGOO_03926","MMJAGEHG_01655","PGKCJFEA_01867","JICBPFCI_03462","GJOEKIMA_00762","FCNMCNAM_02900","BHJELCCI_00350","OOMIMPCI_00689","FENEHPHI_01170","NJDFJAED_00989","JKFJINKE_01631","IKEIDPHJ_03824","KODEOOAH_00058","ONBFLLJP_03960","HAANCNKA_00349"
"selA","","L-seryl-tRNA(Sec) selenium transferase",581,581,1,1,1858,NA,NA,"",1391,1391,1391,"DPFOFGOO_00486","MMJAGEHG_02131","PGKCJFEA_01415","JICBPFCI_00643","GJOEKIMA_00286","FCNMCNAM_00128","BHJELCCI_00535","OOMIMPCI_02473","FENEHPHI_01757","NJDFJAED_01577","JKFJINKE_02602","IKEIDPHJ_00683","KODEOOAH_02578","ONBFLLJP_01458","HAANCNKA_02190"
"zapC","","Cell division protein ZapC",581,581,1,1,4478,NA,NA,"",542,542,542,"DPFOFGOO_02202","MMJAGEHG_00926","PGKCJFEA_01804","JICBPFCI_03348","GJOEKIMA_01753","FCNMCNAM_02177","BHJELCCI_02481","OOMIMPCI_01641","FENEHPHI_02500","NJDFJAED_00229","JKFJINKE_03631","IKEIDPHJ_01064","KODEOOAH_01667","ONBFLLJP_00230","HAANCNKA_00692"
"csgC","","Curli assembly protein CsgC",581,581,1,1,5517,NA,NA,"",326,326,326,"DPFOFGOO_01667","MMJAGEHG_03072","PGKCJFEA_01277","JICBPFCI_02985","GJOEKIMA_01984","FCNMCNAM_01044","BHJELCCI_01099","OOMIMPCI_00015","FENEHPHI_03287","NJDFJAED_02733","JKFJINKE_04397","IKEIDPHJ_03306","KODEOOAH_00730","ONBFLLJP_03761","HAANCNKA_02855"
"pal_2","","Peptidoglycan-associated lipoprotein",581,581,1,1,266,NA,NA,"",524,524,524,"DPFOFGOO_04288","MMJAGEHG_04044","PGKCJFEA_04743","JICBPFCI_01795","GJOEKIMA_03009","FCNMCNAM_04071","BHJELCCI_02213","OOMIMPCI_03967","FENEHPHI_03498","NJDFJAED_04004","JKFJINKE_04331","IKEIDPHJ_04613","KODEOOAH_03967","ONBFLLJP_04468","HAANCNKA_03738"
"yfcQ_2","","putative fimbrial-like protein YfcQ",581,581,1,1,2392,NA,NA,"",476,476,476,"DPFOFGOO_04171","MMJAGEHG_03718","PGKCJFEA_02608","JICBPFCI_03915","GJOEKIMA_04136","FCNMCNAM_04003","BHJELCCI_04030","OOMIMPCI_03808","FENEHPHI_03221","NJDFJAED_03779","JKFJINKE_01999","IKEIDPHJ_04228","KODEOOAH_03735","ONBFLLJP_03241","HAANCNKA_04106"
"ulaE_2","","L-ribulose-5-phosphate 3-epimerase UlaE",581,581,1,1,1851,NA,NA,"",860,860,860,"DPFOFGOO_00493","MMJAGEHG_02138","PGKCJFEA_01422","JICBPFCI_00636","GJOEKIMA_00279","FCNMCNAM_00135","BHJELCCI_00542","OOMIMPCI_02480","FENEHPHI_01750","NJDFJAED_01570","JKFJINKE_02595","IKEIDPHJ_00690","KODEOOAH_02571","ONBFLLJP_01465","HAANCNKA_02197"
"osmE","","Osmotically-inducible putative lipoprotein OsmE",581,581,1,1,5335,NA,NA,"",341,341,341,"DPFOFGOO_01493","MMJAGEHG_03246","PGKCJFEA_02407","JICBPFCI_01848","GJOEKIMA_02158","FCNMCNAM_00870","BHJELCCI_00925","OOMIMPCI_00189","FENEHPHI_03462","NJDFJAED_02907","JKFJINKE_01113","IKEIDPHJ_02110","KODEOOAH_00556","ONBFLLJP_03444","HAANCNKA_03029"
"argC","","N-acetyl-gamma-glutamyl-phosphate reductase",581,581,1,1,2154,NA,NA,"",1004,1004,1004,"DPFOFGOO_02988","MMJAGEHG_04194","PGKCJFEA_01933","JICBPFCI_02319","GJOEKIMA_03614","FCNMCNAM_02282","BHJELCCI_02862","OOMIMPCI_04156","FENEHPHI_03805","NJDFJAED_04030","JKFJINKE_03073","IKEIDPHJ_02761","KODEOOAH_04120","ONBFLLJP_03486","HAANCNKA_03921"
"ftsX","","Cell division protein FtsX",581,581,1,1,1732,NA,NA,"",1055,1055,1055,"DPFOFGOO_00604","MMJAGEHG_02249","PGKCJFEA_04093","JICBPFCI_00526","GJOEKIMA_00169","FCNMCNAM_00246","BHJELCCI_00652","OOMIMPCI_02591","FENEHPHI_01640","NJDFJAED_01459","JKFJINKE_00122","IKEIDPHJ_00800","KODEOOAH_02461","ONBFLLJP_01576","HAANCNKA_02308"
"gatB_2","","PTS system galactitol-specific EIIB component",581,581,1,1,2641,NA,NA,"",284,284,284,"DPFOFGOO_01772","MMJAGEHG_00095","PGKCJFEA_00845","JICBPFCI_00310","GJOEKIMA_01129","FCNMCNAM_01681","BHJELCCI_02102","OOMIMPCI_01319","FENEHPHI_00574","NJDFJAED_02625","JKFJINKE_00718","IKEIDPHJ_03135","KODEOOAH_00836","ONBFLLJP_01236","HAANCNKA_01524"
"pduU","","Propanediol utilization protein PduU",581,581,1,1,5719,NA,NA,"",350,350,350,"DPFOFGOO_02916","MMJAGEHG_03481","PGKCJFEA_03994","JICBPFCI_01393","GJOEKIMA_04045","FCNMCNAM_01395","BHJELCCI_03857","OOMIMPCI_03636","FENEHPHI_03033","NJDFJAED_03245","JKFJINKE_02113","IKEIDPHJ_01364","KODEOOAH_03247","ONBFLLJP_02234","HAANCNKA_03294"
"aldB","","Aldehyde dehydrogenase B",581,581,1,1,1855,NA,NA,"",1538,1538,1538,"DPFOFGOO_00489","MMJAGEHG_02134","PGKCJFEA_01418","JICBPFCI_00640","GJOEKIMA_00283","FCNMCNAM_00131","BHJELCCI_00538","OOMIMPCI_02476","FENEHPHI_01754","NJDFJAED_01574","JKFJINKE_02599","IKEIDPHJ_00686","KODEOOAH_02575","ONBFLLJP_01461","HAANCNKA_02193"
"group_4863","","ISNCY family transposase ISRor2",581,581,1,1,6163,NA,NA,"",764,764,764,"DPFOFGOO_01151","MMJAGEHG_01457","PGKCJFEA_02995","JICBPFCI_02031","GJOEKIMA_04478","FCNMCNAM_01812","BHJELCCI_04245","OOMIMPCI_02040","FENEHPHI_00808","NJDFJAED_00791","JKFJINKE_04119","IKEIDPHJ_04465","KODEOOAH_02199","ONBFLLJP_00627","HAANCNKA_01923"
"group_4864","","hypothetical protein",581,581,1,1,2058,NA,NA,"",338,338,338,"DPFOFGOO_03183","MMJAGEHG_01204","PGKCJFEA_03569","JICBPFCI_02790","GJOEKIMA_04128","FCNMCNAM_03019","BHJELCCI_03088","OOMIMPCI_02294","FENEHPHI_01061","NJDFJAED_00538","JKFJINKE_03387","IKEIDPHJ_04381","KODEOOAH_01946","ONBFLLJP_00883","HAANCNKA_01670"
"gpr","","L-glyceraldehyde 3-phosphate reductase",581,581,1,1,3978,NA,NA,"",998,998,998,"DPFOFGOO_00200","MMJAGEHG_02570","PGKCJFEA_04462","JICBPFCI_00883","GJOEKIMA_01423","FCNMCNAM_00518","BHJELCCI_01578","OOMIMPCI_02919","FENEHPHI_02042","NJDFJAED_01904","JKFJINKE_02774","IKEIDPHJ_00159","KODEOOAH_03433","ONBFLLJP_01897","HAANCNKA_02676"
"sigE","","Chaperone protein SigE",581,581,1,1,4507,NA,NA,"",341,341,341,"DPFOFGOO_02173","MMJAGEHG_00955","PGKCJFEA_01775","JICBPFCI_03319","GJOEKIMA_01782","FCNMCNAM_02206","BHJELCCI_02510","OOMIMPCI_01612","FENEHPHI_02529","NJDFJAED_00200","JKFJINKE_04196","IKEIDPHJ_01035","KODEOOAH_01696","ONBFLLJP_00201","HAANCNKA_00663"
"degQ","","Periplasmic pH-dependent serine endoprotease DegQ",581,581,1,1,2546,NA,NA,"",1367,1367,1367,"DPFOFGOO_01681","MMJAGEHG_00004","PGKCJFEA_00936","JICBPFCI_00402","GJOEKIMA_01220","FCNMCNAM_01772","BHJELCCI_02193","OOMIMPCI_01410","FENEHPHI_00665","NJDFJAED_02715","JKFJINKE_00627","IKEIDPHJ_03044","KODEOOAH_00745","ONBFLLJP_01327","HAANCNKA_01615"
"group_4868","","hypothetical protein",581,581,1,1,4856,NA,NA,"",836,836,836,"DPFOFGOO_00735","MMJAGEHG_01727","PGKCJFEA_00729","JICBPFCI_03753","GJOEKIMA_00690","FCNMCNAM_03057","BHJELCCI_00278","OOMIMPCI_00617","FENEHPHI_01242","NJDFJAED_01061","JKFJINKE_02209","IKEIDPHJ_00635","KODEOOAH_00130","ONBFLLJP_04401","HAANCNKA_00277"
"trmO","","tRNA (adenine(37)-N6)-methyltransferase",581,581,1,1,2345,NA,NA,"",707,707,707,"DPFOFGOO_04125","MMJAGEHG_03672","PGKCJFEA_02562","JICBPFCI_03961","GJOEKIMA_04182","FCNMCNAM_04049","BHJELCCI_04076","OOMIMPCI_03762","FENEHPHI_03267","NJDFJAED_03825","JKFJINKE_02045","IKEIDPHJ_04274","KODEOOAH_03781","ONBFLLJP_03287","HAANCNKA_04060"
"wcaJ","","UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase",581,581,1,1,5772,NA,NA,"",1394,1394,1394,"DPFOFGOO_02867","MMJAGEHG_03530","PGKCJFEA_00977","JICBPFCI_01344","GJOEKIMA_03202","FCNMCNAM_01444","BHJELCCI_02592","OOMIMPCI_03587","FENEHPHI_02984","NJDFJAED_03196","JKFJINKE_03675","IKEIDPHJ_01413","KODEOOAH_03198","ONBFLLJP_02185","HAANCNKA_03343"
"yciO","","putative protein YciO",581,581,1,1,4878,NA,NA,"",620,620,620,"DPFOFGOO_00756","MMJAGEHG_01748","PGKCJFEA_00708","JICBPFCI_03732","GJOEKIMA_00669","FCNMCNAM_03078","BHJELCCI_00257","OOMIMPCI_00596","FENEHPHI_01263","NJDFJAED_01082","JKFJINKE_01322","IKEIDPHJ_00614","KODEOOAH_00151","ONBFLLJP_02604","HAANCNKA_00256"
"uxaA","","Altronate dehydratase",581,581,1,1,349,NA,NA,"",290,290,290,"DPFOFGOO_03326","MMJAGEHG_03956","PGKCJFEA_03077","JICBPFCI_01707","GJOEKIMA_03097","FCNMCNAM_02507","BHJELCCI_02301","OOMIMPCI_04055","FENEHPHI_03586","NJDFJAED_03916","JKFJINKE_03897","IKEIDPHJ_02986","KODEOOAH_03878","ONBFLLJP_03830","HAANCNKA_03826"
"engB","","putative GTP-binding protein EngB",581,581,1,1,2214,NA,NA,"",632,632,632,"DPFOFGOO_03114","MMJAGEHG_04068","PGKCJFEA_03833","JICBPFCI_02445","GJOEKIMA_04195","FCNMCNAM_02408","BHJELCCI_02736","OOMIMPCI_04282","FENEHPHI_03679","NJDFJAED_04156","JKFJINKE_02851","IKEIDPHJ_02887","KODEOOAH_04246","ONBFLLJP_03612","HAANCNKA_04047"
"relE_1","","mRNA interferase toxin RelE",581,581,1,1,6081,NA,NA,"",284,284,284,"DPFOFGOO_01230","MMJAGEHG_01378","PGKCJFEA_02256","JICBPFCI_02699","GJOEKIMA_02827","FCNMCNAM_02665","BHJELCCI_02915","OOMIMPCI_02119","FENEHPHI_00887","NJDFJAED_00712","JKFJINKE_02240","IKEIDPHJ_02550","KODEOOAH_02120","ONBFLLJP_00709","HAANCNKA_01844"
"ibpB","","Small heat shock protein IbpB",581,581,1,1,1441,NA,NA,"",428,428,428,"DPFOFGOO_00362","MMJAGEHG_02007","PGKCJFEA_01291","JICBPFCI_00767","GJOEKIMA_00410","FCNMCNAM_00004","BHJELCCI_00411","OOMIMPCI_02349","FENEHPHI_01881","NJDFJAED_01701","JKFJINKE_02958","IKEIDPHJ_03590","KODEOOAH_02702","ONBFLLJP_01334","HAANCNKA_02066"
"lsrA","","Autoinducer 2 import ATP-binding protein LsrA",581,581,1,1,2294,NA,NA,"",1535,1535,1535,"DPFOFGOO_03039","MMJAGEHG_04143","PGKCJFEA_01984","JICBPFCI_02370","GJOEKIMA_03665","FCNMCNAM_02333","BHJELCCI_02811","OOMIMPCI_04207","FENEHPHI_03754","NJDFJAED_04081","JKFJINKE_02986","IKEIDPHJ_02812","KODEOOAH_04171","ONBFLLJP_03537","HAANCNKA_03972"
"dgoT","","D-galactonate transporter",581,581,1,1,1421,NA,NA,"",1292,1292,1292,"DPFOFGOO_04041","MMJAGEHG_04444","PGKCJFEA_02638","JICBPFCI_03674","GJOEKIMA_03833","FCNMCNAM_03798","BHJELCCI_03896","OOMIMPCI_04435","FENEHPHI_04208","NJDFJAED_04309","JKFJINKE_01387","IKEIDPHJ_03920","KODEOOAH_04348","ONBFLLJP_04381","HAANCNKA_04302"
"dxr","","1-deoxy-D-xylulose 5-phosphate reductoisomerase",581,581,1,1,2369,NA,NA,"",1196,1196,1196,"DPFOFGOO_04148","MMJAGEHG_03695","PGKCJFEA_02585","JICBPFCI_03938","GJOEKIMA_04159","FCNMCNAM_04026","BHJELCCI_04053","OOMIMPCI_03785","FENEHPHI_03244","NJDFJAED_03802","JKFJINKE_02022","IKEIDPHJ_04251","KODEOOAH_03758","ONBFLLJP_03264","HAANCNKA_04083"
